index,code,regional,area,province,proid,city,cityid,cityurl,address,name,referred,mobile,tel,zipcode,isopen,lng,lat,lever,url,id
2,CH1390,8,八区,江苏省,320000,扬州市,321000,yangzhou,扬州市万福路258号,扬州润通汽车销售服务有限公司,扬州润通,18852596332,0514-87893999,225000,1,119.500556,32.413056,5,yzrt,190
3,CH1395,8,八区,江苏省,320000,泰州市,321200,taizhou1,泰州市泰东工业园兴泰公路西侧,泰州宝通汽车销售服务有限公司,泰州宝通,15152618616,0523-86986666,225300,1,119.9675,32.514167,0,tzbt,174
4,CH1396,8,八区,江苏省,320000,泰州市,321200,taizhou1,泰州市国际汽车城鹏举路158号,泰州景泰汽车销售服务有限公司,泰州景泰,15850870467,0523-86896300,225300,1,119.903889,32.423333,4,tzjt,202
2,CH1397,8,八区,江苏省,320000,镇江市,321100,zhenjiang,镇江新区丁卯经十二路660号,镇江恒隆雪莱汽车销售服务有限公司,镇江恒隆,15262923028,0511-88796111,212000,1,119.512778,32.178611,4,zjhl,160
3,CH1399,8,八区,江苏省,320000,常州市,320400,changzhou,常州市新北区九江路8号,常州外汽新来汽车销售服务有限公司,常州外汽新来,13961181515,0519-88066880,213001,1,119.9825,31.8375,0,czwqdl,157
1,CH1400,1,一区,山东省,370000,济南市,370100,jinan,山东省济南市经十西路济南润华汽车主题公园,山东润艺汽车销售服务有限公司,山东润艺,13573186996,0531-87297878,sdry@vip.163.com,250117,1,116.839722,36.639444,5,sdry,387
1,CH1401,1,一区,山东省,370000,菏泽市,371700,heze,山东省菏泽市广州路北段2888号（润华汽车园）,菏泽润艺汽车销售服务有限公司,菏泽润艺,13793002545,0530-5537000,274000,1,115.525,35.251111,4,hzry,384
1,CH1405,1,一区,山东省,370000,济宁市,370800,jining,山东省济宁市高新区老327国道88号润华汽车广场（车管所西200米）,济宁润豪汽车销售服务有限公司,济宁润豪,13905378908,0537-2988666,272073,1,116.674444,35.438889,5,jnrh,381
2,CH1406,1,一区,山东省,370000,济宁市,370800,jining,邹城市国宏大道6369-1号,邹城润德汽车销售服务有限公司,邹城润德,18653121360,0537-5510777,273500,1,116.936111,35.393056,0,zcrd,382
3,CH1407,1,一区,山东省,370000,济宁市,370800,jining,山东省济宁市新327国道洸府河桥东188米圣达汽车城,济宁朗巍宇宁汽车销售服务有限公司,济宁朗巍宇宁,15106797213,0537--5153555,272000,1,116.6175,35.43,5,jnlwyn,368
2,CH1412,1,一区,山东省,370000,青岛市,370200,qingdao,山东省青岛平度市胶平路288号（长途汽车站西侧）,青岛平运汽车销售维修有限公司,青岛平运,13583240000,0532-88365588,266700,1,119.953889,36.761111,0,qdpy,392
3,CH1413,1,一区,山东省,370000,青岛市,370200,qingdao,胶南市泰山西路566号,青岛金惠达汽车销售服务有限公司,青岛金惠达,18561882277,0532-86135555,266400,1,119.956111,35.885278,0,qdjhd,373
4,CH1414,1,一区,山东省,370000,青岛市,370200,qingdao,山东省青岛市城阳区黑龙江中路385号润华汽车园（流亭立交桥南1公里）,青岛润威汽车销售服务有限公司,青岛润威,18560688997,0532-87985666,266000,1,120.422222,36.258056,5,qdrw,379
5,CH1418,1,一区,山东省,370000,青岛市,370200,qingdao,青岛市崂山区龙岗路15号,青岛成汇达汽车销售服务有限公司,青岛成汇达,15964980557,0532-86122555,266101,1,120.445278,36.119167,5,qdchd,378
1,CH1420,1,一区,山东省,370000,烟台市,370600,yantai,山东省烟台市莱山区盛泉工业园,烟台华洋汽车销售服务有限公司,烟台华洋,18653505915,0535-6019666,264000,1,121.409722,37.415,3,ythy,376
2,CH1422,1,一区,山东省,370000,烟台市,370600,yantai,新嘉街道张郑村北龙口,烟台金岭龙兴汽车销售服务有限公司,烟台金岭龙兴,,0535-8559222,265711,1,120.458889,37.657222,0,ytjllx,355
3,CH1423,1,一区,山东省,370000,烟台市,370600,yantai,山东省招远市普照路186号,山东玲珑汽贸有限公司,山东玲珑,13791180999,0535-8240088,265400,1,120.396944,37.345278,0,sdll,356
1,CH1426,1,一区,山东省,370000,滨州市,371600,binzhou,滨州市北外环路777号（东方红路口向东300米路北）,滨州市金通汽车销售服务有限公司,滨州金通,18206569416,0543-2297999,256600,1,118.011667,37.438333,5,bzjt,365
1,CH1430,1,一区,山东省,370000,潍坊市,370700,weifang,潍坊市寒亭区海龙路369号,潍坊润兰汽车销售服务有限公司,潍坊润兰,13153660666,0536-76369000,261100,1,119.184722,36.758611,5,wfrl,383
2,CH1431,1,一区,山东省,370000,潍坊市,370700,weifang,山东省潍坊市奎文区潍州路418号（金宝乐园南2公里路西）,潍坊瑞星汽车销售服务有限公司,潍坊瑞星,15964045336,0536-8818883,261200,1,119.132222,36.624722,5,wfrx,399
3,CH1432,1,一区,山东省,370000,潍坊市,370700,weifang,青州市驼山北路998号,青州润兰汽车销售服务有限公司,青州润兰,18265677826,0536-3298123,262500,1,118.473056,36.725,4,qzrl,385
4,CH1433,1,一区,山东省,370000,潍坊市,370700,weifang,山东省寿光市莱博会东1.5公里路北（圣龙钢构院内）,潍坊瑞信汽车销售服务有限公司,潍坊瑞信,18264623279,0536-5678588,262705,1,118.839444,36.852778,4,wfrxqc,398
1,CH1435,1,一区,山东省,370000,枣庄市,370400,zaozhuang,山东省枣庄市光明大道张范汽车城（BRT站北200米路东）,枣庄金通汽车销售服务有限公司,枣庄金通,18006320166,0632-8265666,277800,1,117.439722,34.843056,5,ZZJT,370
2,CH1440,1,一区,山东省,370000,济南市,370100,jinan,山东省济南市高新区世纪大道1号（润华汽车东部园区）,山东润艺天成汽车销售服务有限公司,山东润艺天成,13789807119,0531-88772111,rytc@runhua.com.cn,250032,1,117.039167,36.728056,0,rytcqc,380
1,CH1445,1,一区,山东省,370000,泰安市,370900,taian,泰安市泰东路青春创业开发区段(泰山国际汽车城),泰安岳海兰泰汽车销售服务有限公司,泰安岳海兰泰雪佛兰4s店,18661301117,0538-8567222,271000,1,117.030556,36.154167,0,tayhlt,363
1,CH1451,1,一区,山东省,370000,临沂市,371300,linyi,山东省临沂市蒙山大道与沂河路（金九路）交汇处向西1公里路南,临沂凯华汽车销售服务有限公司,临沂凯华,13805392600,0539-7068678,276000,1,118.298056,35.015833,5,lykh,393
2,CH1452,1,一区,山东省,370000,临沂市,371300,linyi,山东省临沂市沂水县工业园腾飞路东段新汽车站路口东1000米路南,沂水凯华汽车销售服务有限公司,沂水凯华,18205493460,0539-2227177,276400,1,118.634444,35.808889,3,yskh,391
3,CH1453,1,一区,山东省,370000,临沂市,371300,linyi,山东省临沂市河东区外环路与凤凰大街交汇处北,临沂悦翔汽车销售服务有限公司,临沂悦翔,15666877171,0539-7675588,276000,1,118.405833,35.084444,4,sdlyyx,377
4,CH1454,1,一区,山东省,370000,临沂市,371300,linyi,山东省临沂市费县东外环路新一中北300米路西,费县凯华汽车销售服务有限公司,费县凯华,13792975619,0539-5937777,273400,1,117.951111,35.273889,0,fxkh,395
1,CH1455,1,一区,山东省,370000,德州市,371400,dezhou,山东省德州市经济开发区新河东路1288号,德州通宇汽车销售服务有限公司,德州通宇,15589162903,0534-2727666,253300,1,116.34,37.418889,5,dzty,405
5,CH1456,1,一区,山东省,370000,临沂市,371300,linyi,莒南县南环路西段金山加油站东300米路南,莒南凯华汽车销售服务有限公司,莒南凯华,,0539-7689777,276600,1,118.788056,35.153889,0,jnkh,394
2,CH1458,1,一区,山东省,370000,德州市,371400,dezhou,山东省德州市德城区东风东路大雁岛东800米路北,德州鸿润汽车销售服务有限公司,德州鸿润,15066568868,0534-2784888,253000,1,116.402222,37.41,4,dzhr,358
1,CH1460,1,一区,山东省,370000,威海市,371000,weihai,山东省威海市环翠区青岛南路228-1号,威海市美裕达汽车销售服务有限公司,威海市美裕达,13184192288,0631-5922366,264200,1,122.160278,37.392778,4,whsmyd,402
2,CH1462,1,一区,山东省,370000,威海市,371000,weihai,山东省威海市文登区迎春路九里汽车城,威海市美亚达汽车销售服务有限公司,威海美亚达,,0631-8182688,264400,1,122.023056,37.185833,0,whmyd,400
3,CH1463,1,一区,山东省,370000,威海市,371000,weihai,山东省荣成市凭海西路（新汽车站西1000米小迟家村西）,威海市美昌达汽车销售服务有限公司,威海美昌达,,0631-7623888,264300,1,122.410278,37.119167,0,whsmcd,352
6,CH1468,1,一区,山东省,370000,青岛市,370200,qingdao,山东省青岛市黄岛区团结路378号（麦德龙北100米）,青岛聚兴汽车销售服务有限公司,青岛聚兴,18561709129,0532-86762866,266555,1,120.160833,35.9875,3,qdjx,836
1,CH1470,1,一区,山东省,370000,淄博市,370300,zibo,山东省淄博市张店区山泉路146号,淄博铸泰汽车销售服务有限公司,淄博铸泰,18653378753,0533-2977001,255060,1,118.027222,36.751111,4,zbzt,362
2,CH1471,1,一区,山东省,370000,淄博市,370300,zibo,淄博市张店区中心路283号,淄博昌润汽车销售有限公司,淄博久期,13668632227,0533-3589699,255000,1,118.075,36.854444,4,zbcr,389
1,CH1472,1,一区,山东省,370000,聊城市,371500,liaocheng,山东省聊城市光岳路与湖南路交界处（金羊汽车城）南1公里路东,聊城金领汽车销售服务有限公司,聊城金领,18864908887,0635-8501234,252000,1,116.020278,36.423611,5,lcjl,353
2,CH1475,1,一区,山东省,370000,聊城市,371500,liaocheng,光岳路北段江北汽车城院内4S店,聊城通泰汽车销售服务有限公司,聊城通泰,15806988808,0635-6977777,252000,1,116.029722,36.480278,5,lctt,388
1,CH1481,1,一区,山东省,370000,日照市,371100,rizhao,山东省日照市经济开发区204国道西侧,日照鸿发海通汽车销售服务有限公司,日照鸿发海通,13806332291,0633-3987977,276800,1,119.428889,35.387778,4,rzhfht,407
2,CH1482,1,一区,山东省,370000,日照市,371100,rizhao,山东省日照市莒县城区青年北路,莒县鸿发汽车销售服务有限公司,莒县鸿发,18006335512,0633-7962556,276500,1,118.831389,35.595833,0,jxhf,406
3,CH1485,1,一区,山东省,370000,济南市,370100,jinan,山东省济南市望岳路3777号（英雄山路延长线鸿发汽车城）,山东鸿发森泉汽车销售服务有限公司,山东鸿发森泉,18563710167,0531-82787000,250002,1,116.987222,36.568333,5,sdhfsq,345
5,CH1489,1,一区,山东省,370000,潍坊市,370700,weifang,山东省诸城市北外环路西段南侧,诸城广潍天成汽车销售服务有限公司,诸城广潍天成,18865365711,0536-6017686,262200,1,119.365,36.034444,3,zcgwtc,404
4,CH1491,1,一区,山东省,370000,烟台市,370600,yantai,山东省烟台莱州市虎头崖镇西十里堡村（G206国道）,烟台君悦汽车销售有限公司,烟台君悦,15666558129,0535-2886188,261400,1,119.897778,37.151111,0,ytjy,343
6,CH1492,1,一区,山东省,370000,潍坊市,370700,weifang,山东省潍坊市潍城区北宫西街7007号（与西环路交叉口）,潍坊瑞锦汽车销售服务有限公司,潍坊瑞锦,13685361611,0536-8162000,261057,1,119.035833,36.725833,3,wfrj,351
3,CH1493,1,一区,山东省,370000,淄博市,370300,zibo,山东省淄博市张店区309国道与滨博高速交岔路口南,淄博世纪嘉园汽车销售服务有限公司,淄博世纪嘉园,15094891989,0533-6018566,255304,1,117.959167,36.786389,4,zbsjjy,354
2,CH1494,1,一区,山东省,370000,泰安市,370900,taian,山东省泰安市泰山区明堂路56号泰安鸿发汽车园内（方特游乐园南3公里）,泰安沃通汽车销售服务有限公司,泰安沃通,18605380855,0538-6526666,271000,1,117.205278,36.205278,5,tawt,350
5,CH1496,1,一区,山东省,370000,烟台市,370600,yantai,烟台市芝罘区世青路258号,烟台君通美达汽车销售有限公司,烟台君通美达,15668081055,0535-6021888,264000,1,121.373889,37.531944,4,ytjtmd,348
3,CH1497,1,一区,山东省,370000,日照市,371100,rizhao,山东省日照市奎山204国道东（远通大发汽车城院内）,日照骏华汽车销售服务有限公司,日照骏华,13953969709,0633-8619977,276826,1,119.443333,35.405,0,rzjh,341
2,CH1498,1,一区,山东省,370000,菏泽市,371700,heze,山东省菏泽市牡丹区昆明路2999号,菏泽润艺天成汽车销售服务有限公司,菏泽润艺天成,18605305200,4008724187,rytcsc@163.com,274000,1,115.420556,35.283333,5,hzrytc,346
1,CH1500,7,七区,浙江省,330000,杭州市,330100,hangzhou,杭州市沈半路298号,浙江元通兰通汽车有限公司,浙江元通兰通,13216168750,0571-28909810,310015,1,120.169444,30.3275,5,zjlt,261
2,CH1501,7,七区,浙江省,330000,杭州市,330100,hangzhou,西湖区古墩路1001号,浙江瑞雪汽车有限公司,浙江瑞雪,15068793093,0571-28002100,310030,1,120.093889,30.316389,4,zjrx,249
3,CH1505,7,七区,浙江省,330000,杭州市,330100,hangzhou,浙江省杭州市萧山经济开发区世纪车城旺园路219号,杭州米家铭杰汽车销售服务有限公司,杭州米家铭杰,15868822121,0571-82875500,311215,1,120.290278,30.203611,3,hzmjmj,243
1,CH1506,7,七区,浙江省,330000,嘉兴市,330400,jiaxing,桐乡市庆丰南路919号,桐乡市银通汽车销售服务有限公司,桐乡银通,13867329496,0573-88885298,314500,1,120.551389,30.606111,3,txyt,279
2,CH1507,7,七区,浙江省,330000,嘉兴市,330400,jiaxing,浙江省嘉兴市海盐县武原镇新桥北路225号,海盐银通汽车销售服务有限公司,海盐银通,18657307268,0573-86178333,314300,1,120.95,30.5325,0,hyyt,280
4,CH1511,7,七区,浙江省,330000,杭州市,330100,hangzhou,富阳市高桥镇金桥北路988号,杭州诚和汽车有限公司,杭州诚和,18758188327,0571-63433900,311402,1,119.931944,30.092778,5,hzch,235
3,CH1512,7,七区,浙江省,330000,嘉兴市,330400,jiaxing,海宁经济开发区文苑路477号,海宁银通汽车销售服务有限公司,海宁银通,15381213880,0573-80702777,314400,1,120.679722,30.543333,3,hnyt,231
1,CH1515,7,七区,浙江省,330000,温州市,330300,wenzhou,浙江省瑞安市塘下镇塘西村中心中路104国道旁,瑞安市五洲汽车销售服务有限公司,瑞安市五洲,13868820952,0577-65376620,325204,1,120.676389,27.823611,3,rawz,282
1,CH1517,7,七区,浙江省,330000,湖州市,330500,huzhou,长兴县经济开发区D区洪四路与经四路交叉口,长兴兴盛汽车销售服务有限公司,长兴兴盛,13906825990,0572-6368888,313100,1,119.944722,30.990833,3,cxxs,233
4,CH1518,7,七区,浙江省,330000,嘉兴市,330400,jiaxing,浙江省嘉兴市中环南路999-5号汽车商贸园入口,嘉兴永欣汽车有限公司,嘉兴永欣,15888316890,0573-83580008,314000,1,120.806111,30.735833,0,jxyx,237
2,CH1526,7,七区,浙江省,330000,温州市,330300,wenzhou,平阳县鳌江务垟工业区104国道旁,平阳冠峰汽车销售服务有限公司,平阳冠峰,18058368268,0577-63071111,325401,1,120.556944,27.620278,3,pygf,227
3,CH1527,7,七区,浙江省,330000,温州市,330300,wenzhou,温州市温州大道268号第1幢,温州宏祥汽车有限公司,温州宏祥,,0577-56571555,325011,1,120.741111,27.973611,0,wzhx,229
1,CH1528,7,七区,浙江省,330000,舟山市,330900,zhoushan,浙江省舟山市定海区双桥街道石礁社区（汽车城18号）,舟山腾迪汽车销售服务有限公司,舟山腾迪,,-,316000,1,122.026944,30.020278,,zstd,906
4,CH1529,7,七区,浙江省,330000,温州市,330300,wenzhou,温州市瓯海大道北纬二路1号（汽车城车立方斜对面）,温州欧龙汽车服务有限公司,温州欧龙,,0577-85695222,325000,1,120.662222,27.960278,,wzol,945
1,CH1530,7,七区,浙江省,330000,金华市,330700,jinhua,浙江省金华市仙桥汽车城中心广场北侧,金华兰通汽车销售服务有限公司,金华兰通,13000000000,0579-82082808,321017,1,119.69,29.144167,4,jhlt,257
2,CH1532,7,七区,浙江省,330000,金华市,330700,jinhua,浙江省永康市西城松石西路1111号东面第一幢第一层第13-22号,永康市兰通汽车销售服务有限公司,永康兰通,15395796688,0579-87266237,321300,1,119.996389,28.886667,0,yklt,256
3,CH1534,7,七区,浙江省,330000,金华市,330700,jinhua,东阳市世贸大道一号,东阳市宏通汽车销售服务有限公司,东阳宏通,18858929998,0579-86971111,322100,1,120.206111,29.284167,0,dyht,268
1,CH1535,7,七区,浙江省,330000,绍兴市,330600,shaoxing,浙江省诸暨市北二环路20号,浙江诸暨荣马汽车销售服务有限公司,浙江诸暨荣马,13967561706,0575-87380889,311800,1,120.219444,29.742222,0,zjzjrm,253
1,CH1540,7,七区,浙江省,330000,宁波市,330200,ningbo,浙江省宁波市江东区环城南路东段与百隆街交叉口（现代商城往南300米）,宁波市欣通汽车销售服务有限公司,宁波欣通,18906686811,0574-87053705,315040,1,121.572778,29.844722,0,nbxt,267
2,CH1541,7,七区,浙江省,330000,宁波市,330200,ningbo,宁波市鄞州区古林镇礼嘉桥村,宁波轿辰美通汽车销售服务有限公司,宁波轿辰美通,18668256610,0574-89011888,315000,1,121.509722,29.854722,0,nbjcmt,266
3,CH1545,7,七区,浙江省,330000,宁波市,330200,ningbo,宁波市北仑区黄山西路221号1幢101室,宁波众莉汽车销售服务有限公司,宁波众莉,,0574-55222777,315800,1,121.824722,29.925278,0,nbzl,236
3,CH1550,7,七区,浙江省,330000,台州市,331000,taizhou2,浙江省台州市黄岩区二环西路286号,台州市林丰汽车贸易有限公司,台州林丰,18957619002,0576-84600888,318020,1,121.248889,28.633611,3,tzlf,251
4,CH1551,7,七区,浙江省,330000,台州市,331000,taizhou2,温岭市城东街道东环路33号,台州阳光汽车销售服务有限公司,台州阳光,,0576-86195888,317500,1,121.391667,28.393333,0,tzyg,250
5,CH1560,7,七区,浙江省,330000,嘉兴市,330400,jiaxing,嘉兴市嘉杭路660号,嘉兴市银通汽车销售服务有限公司,嘉兴银通,13957343611,0573-82698898,314000,1,120.723889,30.73,5,jxyt,281
4,CH1565,7,七区,浙江省,330000,金华市,330700,jinhua,义乌市西城路681号（运管所旁）,义乌宏通汽车销售服务有限公司,义乌宏通,15805892906,0579-85099993,322000,1,120.048611,29.302222,3,ywht,240
2,CH1570,7,七区,浙江省,330000,绍兴市,330600,shaoxing,浙江省绍兴市袍江康宁东路1号（新车管所附近）,浙江申元汽车销售服务有限公司,浙江申元,13957572257,0575-88155666,312071,1,120.608889,30.093611,5,zjsy,254
4,CH1575,7,七区,浙江省,330000,宁波市,330200,ningbo,余姚市西石山北路288号,余姚市华腾汽车销售服务有限公司,余姚华腾,13777166861,0574-62616888,315400,1,121.126389,30.059722,4,yyht,270
5,CH1580,7,七区,浙江省,330000,杭州市,330100,hangzhou,杭州市杭行路211号,浙江和通汽车有限公司,浙江和通,13456997050,0571-28933111,310015,1,120.116111,30.324167,3,zjht,255
6,CH1581,7,七区,浙江省,330000,杭州市,330100,hangzhou,杭州市余杭区星桥街道星桥北路70号,浙江康瑞汽车销售服务有限公司,浙江康瑞,15157312300,0571-86266600,311100,1,120.256944,30.404722,3,zjkr,234
7,CH1582,7,七区,浙江省,330000,杭州市,330100,hangzhou,临安市玲珑工业园区华兴汽车城17号馆,临安米家铭杰汽车销售服务有限公司,临安米家铭杰,13758284872,0571-61071999,311300,1,119.684444,30.206667,0,mjmj,242
3,CH1585,7,七区,浙江省,330000,绍兴市,330600,shaoxing,浙江省绍兴市上虞市小越镇329国道边墩道口,绍兴市上虞康家汽车销售服务有限公司,上虞康家,,0575-82717788,312367,1,120.904722,30.052778,0,sykj,269
2,CH1590,7,七区,浙江省,330000,湖州市,330500,huzhou,浙江省湖州市吴兴区蜀山路355号,湖州盛通汽车销售有限公司,湖州盛通,13906723883,0572-2593322,313000,1,120.075,30.873056,4,hzst,232
1,CH1596,7,七区,浙江省,330000,丽水市,331100,lishui,丽水市莲都区水阁开发区汽车市场A地块,丽水市瓯龙汽车销售服务有限公司,丽水瓯龙,18657810177,0578-2263333,323000,1,119.856667,28.416667,0,lsol,230
3,CH1598,7,七区,浙江省,330000,湖州市,330500,huzhou,浙江省湖州市德清县德清大道高铁立交东侧宇恒明月星城1#4S店,德清和通汽车销售服务有限公司,德清和通,18967281839,0572-8052555,313200,1,120.0675,30.536944,5,dqht,765
1,CH1600,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆市北部新区经开区金渝大道99号（中汽西南汽博中心内）,重庆中豪汽车有限公司,重庆中豪,,023-89112288,401122,1,106.573611,29.638611,0,cqzh,554
1,CH1603,6,六区,四川省,510000,南充市,511300,nanchong,南充市顺庆区潆溪镇潆康北路476号,南充弘宇天成车业有限公司,南充弘宇,18188392817,0817-2981111,637000,1,106.0525,30.880278,5,nchy,862
2,CH1605,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆北部新区香锦路6号（人和立交转盘入口中央美地前）,重庆百年恒华实业集团骏宏汽车服务有限公司,重庆百年恒华骏宏,13594190883,023-63081717,400020,1,106.531389,29.614444,3,cqbnhhjh,555
3,CH1606,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆市永川区昌州大道中段23号-2号(23-4号),重庆百事达天威华睿汽车销售服务有限公司,重庆百事达天威华睿,,023-85384000,402160,1,105.9125,29.360833,0,cqbsdtwhr,551
4,CH1608,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆市巴南区花溪街道红光大道66号,重庆沪鑫汽车销售服务有限公司,重庆沪鑫,18623451223,023-62412999,400039,1,106.546944,29.452778,4,cqhx,549
5,CH1612,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆市南岸区海棠溪街道学府大道81号（一）栋,重庆商社长航汽车销售服务有限公司,重庆商社长航,13908389603,023-86510999,400074,1,106.571389,29.482778,0,cqssch,948
1,CH1613,4,四区,福建省,350000,厦门市,350200,xiamen,福建省厦门市湖里区机场北区港中路1697号（万翔物流园定损中心旁）,厦门塞尔福金浩贸易有限公司,厦门塞尔福,13799253978,0592-3215566,2966606456@qq.com,321000,1,118.132778,24.551389,1,smsefjh,926
2,CH1615,2,二区,天津市,120000,天津市,120100,tianjin,天津市北辰区普济河东道南侧（原新宜白大道南侧）,天津市四联汽车销售服务有限公司,天津四联,15620058191,022-26732673,300402,1,117.211944,39.207222,0,tjsl,16
1,CH1617,1,一区,辽宁省,210000,沈阳市,210100,shenyang,沈阳市大东区望花中路138号,沈阳业乔汇通汽车销售服务有限公司,沈阳业乔汇通,15998885845,024-66819999,110045,1,123.478056,41.863056,5,yqht,859
1,CH1618,5,五区,河南省,410000,洛阳市,410300,luoyang,洛阳市高新区河洛路安康路交叉口向北500米威佳汽车博览中心6号,洛阳威佳福达汽车销售服务有限公司,洛阳威佳,15896662991,0379-60635888,450000,1,112.332222,34.601111,0,lywj,881
1,CH1619,5,五区,河南省,410000,周口市,411600,zhoukou,周口市川汇区周口大道与北环路交叉口,周口福诚汽车销售服务有限公司,周口威佳,15093070883,0394-8706000,466000,1,114.693889,33.646944,5,zkfc,884
3,CH1620,2,二区,天津市,120000,天津市,120100,tianjin,天津市东丽区空港物流加工区汽车园中路1号,天津市晟陆空港汽车销售服务有限公司,天津晟陆空港,15922001700,022-84909955,300308,1,117.369444,39.16,5,tjslkg,15
4,CH1622,2,二区,天津市,120000,天津市,120100,tianjin,天津市西青经济开发区大寺高新技术产业园兴业道8号,天津市泓德汽车贸易有限公司,天津泓德,13662037690,022-87199088,300385,1,117.268056,38.991944,0,tjhd,14
1,CH1623,4,四区,福建省,350000,龙岩市,350800,longyan,福建省龙岩市新罗区龙门镇物流大道313-1号,龙岩海翼泰成汽车服务有限公司,龙岩海翼泰成,,0597-2779988,364015,1,116.951944,25.102222,,lyhytc,980
1,CH1625,4,四区,福建省,350000,三明市,350400,sanming,三明市三元区大坂一路2号,三明华骏天元汽车销售服务有限公司,三明华骏天元,,0598-8601999,365000,1,117.5675,26.235278,,smhj,922
6,CH1627,6,六区,重庆市,500000,重庆市,500100,chongqing,重庆市涪陵区桥南大道电信局旁,重庆百事达华易汽车销售服务有限公司,重庆百事达华易,17726204656,023-85690099,408000,1,107.358056,29.72,3,cqbsdhy,995
1,CH1631,1,一区,辽宁省,210000,鞍山市,210300,anshan,鞍山市铁西区钢西街16号,鞍山市上通汽车销售服务有限公司,鞍山上通,13841257267,0412-8256999,sgm_asc218@163.com,114012,1,122.963611,41.112778,5,asst,111
2,CH1633,1,一区,辽宁省,210000,沈阳市,210100,shenyang,沈阳市铁西区北二中路8号,沈阳汇鼎汽车贸易有限公司,沈阳汇鼎,13610812836,024-25506565,110042,1,123.36,41.813889,5,syhd,108
1,CH1636,1,一区,辽宁省,210000,大连市,210200,dalian,大连市甘井子区华北路426号,大连驰敖汽车集团有限公司,大连驰敖,13604090376,0411-86588777,116033,1,121.588889,39.007222,0,dlca,100
1,CH1640,1,一区,辽宁省,210000,盘锦市,211100,panjin,辽宁省盘锦市兴隆台区辽河中路城中花园西门,盘锦宏骏汽车销售服务有限公司,盘锦宏骏,13942775600,0427-3221776,124000,1,122.031389,41.138056,3,pjhj,97
1,CH1641,1,一区,辽宁省,210000,阜新市,210900,fuxin,辽宁省阜新市经济开发区阜锦公路16-4,阜新驰敖汽车有限公司,阜新驰敖,15041858382,0418-6647333,15041858382@163.com,123000,1,121.618889,42.001944,3,fxca,95
1,CH1642,1,一区,辽宁省,210000,营口市,210800,yingkou,辽宁省营口市老边区新营路北11号,营口驰敖汽车有限公司,营口驰敖,18640762661,0417-6612555,115000,1,122.296944,40.680833,5,ykca,98
1,CH1643,1,一区,辽宁省,210000,葫芦岛市,211400,huludao,辽宁省葫芦岛市龙港区玉皇商城B区,葫芦岛市川达汽车经贸有限公司,葫芦岛川达,13700191082,0429-2196699,125000,1,120.882778,40.735833,3,hldcd,104
2,CH1644,1,一区,辽宁省,210000,大连市,210200,dalian,辽宁省大连市保税区中港北二路11号,大连浩通汽车销售服务有限公司,大连浩通,15942646881,0411-87576555,116600,1,121.839444,39.043056,0,dlht,99
3,CH1645,1,一区,辽宁省,210000,沈阳市,210100,shenyang,辽宁省沈阳市黄河北大街124号,沈阳一天合汽车销售服务有限公司,沈阳一天合,15998855114,024-86376262,110034,1,123.415556,41.883056,0,syyth,102
1,CH1646,1,一区,辽宁省,210000,铁岭市,211200,tieling,铁岭经济开发区城南街,铁岭汇鼎汽车销售服务有限公司,铁岭汇鼎,18524101318,-,112001,1,123.821389,42.256667,0,tlhd,106
1,CH1649,1,一区,辽宁省,210000,锦州市,210700,jinzhou,辽宁省锦州市松山新区南广路65号,锦州三合汽车销售服务有限公司,锦州三合,15642877773,0416-2987777,121000,1,121.155,41.086389,0,jzsh,94
1,CH1650,5,五区,河南省,410000,郑州市,410100,zhengzhou,郑州市中原西路与兰州路交叉口向西500米路南,河南众通中原汽车服务有限公司,河南众通中原,13503998879,0371-55935555,450006,1,113.474722,34.7475,4,hnztzy,436
1,CH1651,5,五区,河南省,410000,商丘市,411400,shangqiu,商丘市金桥路与金康路交叉口东150米路北,商丘市顺程汽车贸易有限公司,商丘顺程,15690772707,0370-2232088,476000,1,115.5975,34.444722,4,sqsc,438
2,CH1652,5,五区,河南省,410000,平顶山市,410400,bingdingshan,平顶山市建设东路许南路立交桥东300米路南雪佛兰4S店,平顶山新纪元汽车销售服务有限公司,平顶山新纪元,13663096577,0375-2359777,467000,1,111.608611,40.819722,3,pdsxjy,422
1,CH1653,5,五区,河南省,410000,焦作市,410800,jiaozuo,焦作市人民路和普济路交叉口向西5公里路北,焦作市新希望汽车销售服务有限公司,焦作新希望,13839105690,0391-3729098,454000,1,113.166057,35.207456,4,jzxxw,427
1,CH1654,5,五区,河南省,410000,许昌市,411000,xuchang,河南省许昌市魏武路与莲城大道交叉口,许昌新希望汽车销售服务有限公司,许昌新希望,13462112277,0374-8566666,461000,1,113.868333,34.037778,5,xcxxw,426
2,CH1655,5,五区,河南省,410000,郑州市,410100,zhengzhou,河南省郑州市郑花路79号,河南新希望汽车销售服务有限公司,河南新希望,15637168709,0371-55556611,450045,1,113.6825,34.8225,18,hnxxw,430
2,CH1656,5,五区,河南省,410000,周口市,411600,zhoukou,周口市太昊路与迎宾大道交叉口西200米路南,周口新希望汽车销售服务有限公司,周口新希望,18438047985,0394-8506777,466000,1,114.63,33.593056,5,zkxxw,429
