DIndex,DEALER_ID,DEALER_CODE,DEALER_NAME,REGISTRATION_NAME,CITY_ID,LONGITUDE,LATITUDE,ADDRESS,SALES_PHONE,AFTER_SALES_PHONE,RESCUE_PHONE,DLevel,city,province
323,aea94106-4069-4578-9342-90a8ec0fe113,DGZ008,广汽本田凯和店,凯里贵和汽车销售服务有限公司,92f896ce-a447-4b49-90a4-8c0247f0c862,108.003105,26.587854,贵州省凯里市环城东路570号,0855-8538555,0855-8537555,0855-8537555,1,黔东南,贵州
131,a3a01568-5676-4b2a-b348-f27b884ae766,DGZ009,广汽本田贵匀店,都匀贵匀汽车销售服务有限公司,630f5d12-e427-4976-a979-91d958d2f037,107.512337,26.303112,贵州省黔南州都匀市纬八西路羊场坝茂盛汽车城11#,0854-8192777,0854-8494888,0851-96060,1,黔南,贵州
186,c6f4f447-8fb0-4889-ae45-34c430456109,DJX007,广汽本田红谷滩店,江西盛驰汽车有限公司,94bc62e7-aab9-4320-b7b6-dd368f3e9880,115.845,28.668,南昌市红谷滩红谷南大道2995号,0791-2159221,0791-2159199（82159255）,82159266,1,南昌,江西
501,037e35bf-6888-4335-8d4f-06240bfc3047,DJX015,广汽本田兴康店,赣州兴康汽车销售服务有限公司,df138cc8-b45e-4e10-8fa6-e8fa500a78c7,114.820121,25.7431169,江西省赣州市南康区龙岭镇赣南汽车城内B-02地块,0797-6593888,0797-6593999,0797－6593119,1,赣州,江西
138,a9ab2107-58a7-4244-aa7b-18d04cfe3c5d,DNX004,广汽本田国喜浩瀚店,吴忠市国喜浩瀚汽车销售服务有限公司,0b6c7036-4dff-4022-8635-1a0507d58e61,106.22731,38.00898,宁夏吴忠市利通区世纪大道以北、东兴街西侧汽车工业园,0953-6582999,0953-6582777,0953-6582777,1,吴忠,宁夏
139,cdba4a79-5053-46ab-86de-23f7aebad669,DJX006,广汽本田国鑫店,上饶市国力骏达汽车销售服务有限公司,ec1998dc-0912-4f1c-af8d-331cfbad91d1,117.895,28.461,上饶市三清山西大道62号（月亮湾汽车城内）,0793-8462888,0793-8459252（8466066）,-,1,上饶,江西
140,7f4a22ab-b890-4e4d-ad8c-cd2a902ac665,DJX009,广汽本田国忠店,吉安市文峰汽车销售服务有限公司,3669bf4d-f083-4a72-acee-d2bf900d2e04,114.976,27.1623,江西省吉安市城北高速连接线长塘镇路口文峰汽车城,0796-8285555,0796-8285666（8285967）,8285666,1,吉安,江西
415,e46afe23-8f7a-4316-a651-e37d95cf7f8f,DFJ009,广汽本田盛元店同安分店,厦门盛元汽车有限公司同安分公司,3f31d1a4-5cef-4bc9-9ee9-cd62cf85aba2,118.15,24.7077,厦门市同安区同集北路999号一层,0592-7191958,0592-7191950,5077995）,2,厦门,福建
566,ef1b055c-56f2-421a-b460-de95325e2742,DHAN03,广汽本田中升美兰店,海口中升汇达汽车销售服务有限公司,c224630b-e7b4-44d1-acbc-a5f7e3540886,110.413,19.9911,海南省海口市琼山大道289-3号嘉华汽车城,0898-65784640,0898-65784923（65784941）,65784911,1,海口,海南
476,5d86549a-4693-4f77-9fb0-ef29b3c31fd4,DJS033,广汽本田新城店如东分店,南通新城市汽车销售服务有限公司如东分公司,e420f84b-51dc-404f-9074-f204ffc0cdee,121.174,32.3507,江苏如东开发区新区黄山路渭河路交界处,0513-68920000,0513-68920001,80186999,2,南通,江苏
144,a14253f5-90a8-4821-9070-df79c61a7715,DQH001,广汽本田邯海店,西宁邯海汽车销售有限公司,ea0607bf-2b84-42a2-a399-1df605d3c83a,101.854,36.5835,青海省西宁市城东区互助东路22号（韵家口高速公路出口处西侧200米）,0971-8010000,0971-8010387（8012898）,8018000,1,西宁,青海
145,18849d24-251f-403d-9a29-fb5d4fbab435,DQH001,广汽本田邯海店格尔木分店,西宁邯海汽车销售有限公司格尔木分公司,d231f2e1-5cc7-4acd-a320-69026f55c8e7,94.9539,36.3918,格尔木市昆仑经济开发区,0979-8417000,0979-8417000,8018000,2,格尔木,青海
191,717d3a1c-2684-4536-b802-07cdb86aa0c7,DHUN05,广汽本田宏骏店,株洲市宏骏汽车贸易有限公司,25f168d4-ee66-46a7-ad8f-5e0c72453c65,113.118,27.8412,湖南省株洲市天元区湘山路18号,0731-22869928,0731-22869738（22869938）,22869789,1,株洲,湖南
452,b9cf8c19-c648-4ba5-b618-c6112927da1d,DGD052,广汽本田莞樟店塘厦分店,东莞市骐骏汽车销售服务有限公司塘厦分公司,3211adb8-abdf-4e59-b8ff-d2892fed8fe5,114.111,22.851,东莞市塘厦镇林村新阳三路5号,0769-39002800,0769-39002500,82115149/13829155149,2,东莞,广东
150,6fbb5660-24b6-4216-a109-86075f1e579c,DJS025,广汽本田昊丰店,淮安昊丰汽车销售服务有限公司,fda7c0de-5e12-427a-811a-4738295d6a19,119.057,33.5895,江苏省淮安经济开发区深圳路10号,0517-83722118,0517-83722120(83722117),83722119,1,淮安,江苏
503,14950ac5-c953-47f2-bc71-9a5b9d49dc66,DZJ031,广汽本田兴田店,绍兴兴田汽车销售有限公司,b9f791a6-8636-4e0c-883f-94e2decb4f2f,120.504,30.0944,浙江省绍兴县钱陶公路以南湖中路以东,0575-84786789,0575-84781833（84781832）,84781919,1,绍兴,浙江
154,ecec1039-a875-47fc-9244-a644e65bfdd8,DJX010,广汽本田合诚店,宜春合诚汽车有限公司,86e24485-4169-42da-8a22-fd79e8606821,114.386,27.8662,宜春市马王塘开发区龙船岭,0795-3669666,0795-3669661（3669665）,-,1,宜春,江西
275,c19e0487-e56e-48ba-a478-e1e6c52a46a1,DGD016,广汽本田金田店,汕头市粤东汽车有限公司,ebbe3646-f66f-4175-8347-e783161cbf08,116.721,23.3932,广东省汕头市春源北汕汾公路与衡山路交界,0754-88859663,0754-88859122（88850910）,13929622833,1,汕头,广东
160,19e9c322-7dd9-4742-bc97-3acede28577a,DJX011,广汽本田合信店,抚州合信汽车有限公司,967a672c-450d-4dec-9533-ec177a6854fd,116.375,27.9457,抚州市金巢开发区安石路288号,0794-8769777（8769003）,0794-8769002,-,1,抚州,江西
162,8f5f15fc-93e3-4e59-861e-e76c52453519,DGZ003,广汽本田和骏店,遵义市金峰汽车贸易有限公司,7be2ab84-1bee-45e2-a506-53946aa65e1a,106.878,27.6335,贵州省遵义市遵南大道北段药业园区内,0852-8431112,0852-8429358(8429996),8430009,1,遵义,贵州
437,2748039c-aae0-492c-bd80-871c2efb86ea,DLN004,广汽本田天合店海城分店,鞍山天合汽车销售服务有限公司海城分公司,a7c9a9f6-3291-4fc5-831f-8b6dceffecf3,122.748,40.8339,海城市响堂管理区箭楼委690号,0412-3218005,0412-3219003,8243335,2,鞍山,辽宁
574,ebea3287-0d1a-465c-a214-cf5f1d32b0ee,DHUN18,广汽本田卓越店,衡阳市卓越汽车销售服务有限公司,b8ff0adc-9eb2-45ee-8a57-3d6f5689f219,112.566785,26.8840537,衡阳市蒸湘区西外环路杨柳汽贸城,0734-8709666,0734-8593666,18397716635 ,1,衡阳,湖南
166,f0433a62-7eb3-4307-a86b-37d2a4a5e7bc,DHLJ03,广汽本田鹤达店,齐齐哈尔市鹤达汽车贸易有限公司,9d5fd0e6-24dc-4fbe-ba90-113febd75c1b,124.035,47.3381,黑龙江省齐齐哈尔市铁锋区联通大道86-8号,0452-2523399,0452-2533555,2533555,1,齐齐哈尔,黑龙江
241,23884867-88ea-4904-ba19-48b07f4c6638,DJS021,广汽本田吉田店滨海分店,盐城市吉田汽车销售有限公司滨海分公司,98604474-8418-4e88-9de6-67a02147c564,120.027,34.0923,滨海县城东明建材家居广场A2号楼,0515-84111188,0515-84113377,88113888,2,盐城,江苏
492,e4a187ff-e428-4fe0-8e16-e67802a5df20,DHEB15,广汽本田信昌盛远店,河北信昌盛远汽车销售服务有限公司,72537fc9-185f-4e33-81f9-12f675376046,114.541,38.074,石家庄市北二环东路86号(北二环与建华大街交叉口东南角),0311-85681777,0311-85671185(85680606),85651111,1,石家庄,河北
171,fd9f9c46-68a3-4122-9f41-ef1886a32c09,DSC014,广汽本田恒富店,四川恒富汽车服务有限公司,44432a40-162e-42ff-b36c-068e09abcd0c,103.848,30.0584,四川省眉山市东坡区二环东路28号,028-38186818,028-38192186(38191666),38191666,1,眉山,四川
386,f3fd6764-853d-4fd1-b24f-284587fcbef0,DSD049,广汽本田仁信店,淄博仁信汽车销售有限公司,5f6216aa-64ae-4946-9244-ee593d616b45,118.04416,39.904214,山东省淄博市张店区山泉路106号,0533-7984000,0533-7985000,0533-7985000,1,淄博,山东
173,ff09e26f-bc40-4ccc-9edb-fe5e3738d086,DSXW12,广汽本田恒力店,榆林市恒利商贸有限公司,5dc9dd6c-8c98-4744-80f3-6d33f0d2791b,109.734,38.2737,陕西省榆林市高新区北辰路,0912-3357999,0912-3368116（3368007）,3368119,1,榆林,陕西
174,fe5fc319-574d-4477-97b7-49b2e59774f6,DHUB11,广汽本田恒龙店,恩施恒龙汽车销售服务有限公司,4ef1884c-2526-467a-b097-3c1d0a413eed,109.476,30.3279,恩施市红庙下官田施州大道614号,0718-8412111,0718-8415522(8414445),13986849995,1,恩施土家族苗族自治州,湖北
175,06c534ba-a82c-4166-987c-8f9b1a8b6d11,DJX002,广汽本田恒明店,九江恒明汽车贸易有限公司,81475ec7-436a-42ee-ba81-8c9288d8b62f,116.013,29.8566,江西省九江市开发区国际汽车城西侧,0792-8590888,0792-8590011（8590005）,8590666,1,九江,江西
176,1eea42c8-6ca8-4829-83fa-ee0404945138,DAH006,广汽本田恒新店,安庆世纪恒新汽车销售服务有限公司,250682b1-995d-47b8-b473-bb5e97537571,117.049,30.5592,安徽省安庆市中兴大街209号,0556-5305777,0556-5305000（5305828）,-,1,安庆,安徽
177,e5623129-9a91-4994-85e0-04453483ba3f,DAH006,广汽本田恒新店池州分店,安庆世纪恒新汽车销售服务有限公司池州分公司,61bfbbe5-bf94-4575-a036-b739f05cd004,117.494,30.66,池州市站前区汽车集聚区,0566-2829111,0566-2829911,-,2,池州,安徽
178,93d4d2a0-9332-4b02-97ed-d2464ac362ce,DHUB16,广汽本田恒信德龙店,咸宁恒信德龙汽车销售服务有限公司,8f4eaef4-7fff-4c56-94f5-303497b5c80f,114.31,29.8869,湖北省咸宁市咸安区桂香大道特9号 ,0715-8318666,0715-8618908(8618102),13477779000,1,咸宁,湖北
183,4a711067-bc8d-4722-9851-7569d6a43e66,DHUB19,广汽本田恒信致远店,宜昌恒信致远汽车销售服务有限公司,d01b2557-61e3-444d-8e74-dcd05bd36fdc,111.32,30.717,湖北省宜昌市东山开发区发展大道39号,0717-6342261,0717-6368333(6368000),6342262,1,宜昌,湖北
182,dfbf06c7-8741-42d7-a241-aca44d14613f,DGZ010,广汽本田恒信致胜店,安顺恒信致胜汽车销售服务有限公司,157e0222-9db8-4cfa-806a-5fa67e62f8d9,106.060017,26.197377,"贵州省安顺市西秀区产业园区两六路恒信汽车城内
",0851-33604111,0851-33604222,17708531880,1,安顺,贵州
260,8eb3cc9f-66d9-4865-a05a-0abe464fe9e9,DLN011,广汽本田金驹店,营口市金驹汽车销售服务有限公司,5c72128f-0203-462e-81e5-b2ff88875fe2,122.285,40.6765,营口市站前区工农路77号（立交桥南行1500米）,0417-3844677,0417-3842677（3844877）,3842622,1,营口,辽宁
187,d78adeed-d70d-4da2-aeec-0fc21e5358fc,DNMG05,广汽本田红山店,赤峰市兴和汽车贸易有限公司,e6db138e-0af7-411c-a6bc-22c1aa620f3f,118.935,42.3082,内蒙古赤峰市红山区桥北物流园区赤锡路133号,0476-8772208,0476-8772206(8772208),8772206,1,赤峰,内蒙古
351,6931b6f3-e16c-47b4-9365-929f22b7a432,DLN001,广汽本田路安店,辽宁路安汽车销售服务有限公司,756139fa-609c-43da-a13c-6a1b1dfc2c8c,123.498,41.8127,辽宁省沈阳市大东区东陵西路6号甲,024-88447118,024-88440128,88440128,1,沈阳,辽宁
192,66609354-266d-4abb-a556-339329655be4,DSC008,广汽本田宏源店,泸州宏源汽车贸易有限公司,4f7fcfd3-e46f-415a-aaa6-651924c834f6,105.437,28.8865,四川省泸州市江阳区连江路二段4号,0830-3108769,0830-3121338(3108769),3115699,1,泸州,四川
193,a196a4eb-8c89-4cc3-bc53-a1267cb126f5,DHEN29,广汽本田泓源店,焦作市泓源汽车服务有限公司,b68940f1-2825-4ea0-9ecd-2e8f8af1405c,113.275157,35.231011,焦作市人民路与山阳路交汇处西南角,0391-3556738,0391-3556709,0391-3556709,1,焦作,河南
479,767acb6e-068f-4bae-a88c-aca188835220,DSD019,广汽本田新广源店济阳分店,济南新广源汽车有限公司济阳分公司,cf1f73ad-638c-4922-aa25-ebfc671529a5,117.188,36.9767,济阳县济北开发区富阳街南侧中小企业孵化园（西区第一排第一栋楼房中三间）,0531-89737766,0531-84232223,89737799,2,济南,山东
350,cef80f17-9b06-426a-9215-8f87a32bd696,DSD024,广汽本田鲁宁店,济宁华田汽车销售服务有限公司,6a97cf2a-75c7-4dd3-a986-cbf85337fd0d,116.657,35.4022,山东省济宁市任城区三贾办事处经济服务园区内,0537-2560888,0537-2612222（2659877）,2658998,1,济宁,山东
196,9a0f4916-4e52-4970-99db-6bc31f2034e2,DSD018,广汽本田鸿润店,莱芜市鸿润汽车销售服务有限公司,5af7a037-a414-420b-b3a5-7c399ff51862,117.702,36.2041,莱芜市凤城东大街194号,0634-8811166,0634-5612999（8811188）,5612999,1,莱芜,山东
230,b6fe58d9-64f5-450b-b4a9-1bf42951b063,DHUB18,广汽本田汇捷店,襄阳汇捷汽车销售有限公司,63fed7bd-729a-4c5d-96c8-5ef88c003449,112.267505,32.137747,湖北省襄阳市高新区深圳工业园富康大道与苏州大道交汇处,0710-2356666,0710-2358999,0710-2358999,1,襄阳,湖北
466,636d36b7-157d-42b5-bac0-efa03b29001d,DHEN22,广汽本田卧龙店,南阳宏运汽车销售服务有限公司,1fcd2636-0317-40a2-bcab-21c99fa2537c,112.502,32.9806,南阳市卧龙路与北京大道交汇处南200米路东,0377-68837777,0377-68831111,0377-68837799,1,南阳,河南
372,3c451c1f-09ac-4686-8d0f-0961ef33c37a,DHEB16,广汽本田庞大龙腾店,沧州庞大龙腾汽车销售服务有限公司,24c6e82c-79cd-4d34-9c71-da56e5674d87,116.817243,38.287351,河北省沧州市运河区西外环东侧大杨庄北,0317-5675008,0317-5675009,0317-5675009,1,沧州,河北
211,45328383-f7b6-4213-a8b6-5669a1697055,DJX005,广汽本田华健店,江西华健汽车有限公司,8aaae208-727d-4f8b-944a-3534ce1f1be8,114.013,30.8225,江西省萍乡市安源新区319国道与萍高公路交汇处,0799-6232222,0799-6679992（6232222）,6667999,1,萍乡,江西
563,708462a7-e738-4505-90ee-66b341b6b932,DLN006,广汽本田中升宏达店,大连中升宏达汽车销售服务有限公司,99a5052b-352c-4ec9-827b-8d84ccbda6f3,121.572,38.9656,辽宁省大连市甘井子区山东路82号,0411-39767901（39795000）,0411-39797931（39767966）,13591353678,1,大连,辽宁
213,e89f04d8-cfe6-40ea-8c8a-98111a73d03f,DSXE13,广汽本田华吕店,山西申银汽车销售有限公司,e0977578-1984-4986-a448-cc1b163986a2,111.214431,37.533289,山西省吕梁市离石区田家会街道办（高速东口往东1500米）,0358-8333666,8330688,-,1,吕梁,山西
214,7122f292-4239-4911-ad52-76bf859451a2,DFJ024,广汽本田华美达店,福建南平市华美达汽车销售服务有限公司,b94f7d3a-579c-446a-a822-54e451969ffc,118.134159,27.346044,南平市建阳区童游街道南林海西林产工贸城,0599-8518888,0599-8513333,0599-8513333,1,南平,福建
215,05458639-1889-478b-a864-fa69c2c8852a,DHUB13,广汽本田华神店,随州华神汽车销售服务有限公司,64d4ea29-5196-4839-8b17-6680d7fc3328,113.425928,31.708993,随州市高新区季梁大道和编钟大道交汇处,0722-3587555,0722-3587559(3587558),3587558,1,随州,湖北
217,2167dc43-d4be-489f-ad4d-4d5989d6b255,DGX007,广汽本田华盛店,贵港市华盛汽车销售服务有限公司,abd72f42-531a-408c-8d88-fe8298aef298,109.565,23.1069,广西贵港市金港大道西段1007号,0775-4578266,0775-4578255（4578377）,4578355,1,贵港,广西
222,6bc4492e-56e6-4f7c-90a0-4e699141c10f,DLN007,广汽本田华兴店,辽阳华兴汽车销售服务有限公司,7f0e13c1-d88f-405c-9471-7148f8653229,123.127975,41.314374,辽阳市太子河区小祁家村南、繁荣大街北,0419-2308888,0419-2301111,2301111,1,辽阳,辽宁
223,cd202d6d-6ac4-4b65-b9e2-78d861e8c134,DHLJ13,广汽本田华业店,大庆广物汽车销售服务有限公司,151269c5-7e99-408d-aade-34ef0f19ff9a,125.147,46.5611,黑龙江省大庆市高新区汽车工业庆新大街3号,6632666,6051666,15845963090,1,大庆,黑龙江
224,1893d70a-eac5-4083-9759-d0ff5d26015d,DHUN15,广汽本田华溢店,益阳市华溢汽车销售服务有限公司,c230043d-a438-43ec-b0e2-99743777c0e1,112.385,28.5782,益阳市十洲路（赫山地税局北侧）,0737-2179988,0737-2179966（2179977）,2179999,1,益阳,湖南
233,1d94ea90-41ec-433f-b6d9-cf6d396b7648,DHUN06,广汽本田汇田店,郴州市汇田汽车销售有限公司,35f266dc-9b96-407f-8d9f-27fbb5cf3962,112.953,26.1431,湖南省郴州市香雪路56号,0735-2152288,0735-2152492（2157183）,2151000,1,郴州,湖南
236,a10bd361-1106-49ba-89c8-d8f980935f51,DGD040,广汽本田汇源店连平分店,河源市汇源汽车销售有限公司连平分公司,6a3e31e9-4271-440f-bc7e-55969b4b93f1,114.508,24.3432,连平县元善镇石龙村地段,0762-4282118,0762-4282116,3361666,2,河源,广东
237,2d3b6686-f86c-42c7-b5b7-b0ef9723d311,DSD044,广汽本田汇志店,山东汇志汽车销售服务有限公司,d09d81d3-408a-4b1b-a923-7dc5965eb9e1,117.199141,35.119718,山东省滕州市龙泉北路1331号,0632-5835888,0632-5835555,0632-5835555 ,1,滕州,山东
238,f4a1654c-253c-420b-8fca-27ff0c7624c4,DYN013,广汽本田惠恒店,大理惠恒汽车销售服务有限公司,583bce8d-1f45-4af7-b33c-b1a8b9cc46ab,100.310669,25.614477,云南省大理市凤仪镇千户营村丰赢汽车城内,0872-2475888,0872-2475666,0872-2475666,1,大理,云南
239,0901a82b-9f7f-4a6f-9e8d-0566ed2314b6,DYN006,广汽本田惠田店,红河惠田汽车经贸有限公司,58475e50-c93b-4af0-8436-5fd460e94214,103.363,23.3768,云南省红河州蒙自县北京路中段,0873-3812333,0873-3812111（3812338）,-,1,红河哈尼族彝族自治州,云南
247,b0e0d2a6-0a46-4190-bcf0-2cf4311a8d56,DSC026,广汽本田嘉程佳信店,绵阳嘉程佳信汽车销售服务有限公司,2748c9c0-a2df-45c3-b509-e87ec404fd28,104.741776,31.504357,四川省绵阳市涪城区长虹大道北段135号,0816-2691122,0816-2692211,0816-2692211,1,绵阳,四川
250,80eda5ec-7248-4ad4-81a1-44b45d14a4d1,DSD043,广汽本田嘉琪店,枣庄嘉骐汽车销售服务有限公司,7d45f0aa-a461-4f18-9f02-78d2224f3c1b,117.28,34.8084,山东省枣庄市高新区光明西路455号,0632-8633881,0632-8633882（8633887）,8633111,1,枣庄,山东
490,bc5a6f65-a7bd-43b9-94b1-8552a040826d,DJS026,广汽本田鑫田店,常州鑫田汽车销售服务有限公司,97b7cb3d-75fe-422d-a7ff-fb010ac84e7f,119.954,31.6977,江苏省常州市武进区湖塘镇汽车城A区2号,0519-88882626,0519-86529509(86529556),88880110,1,常州,江苏
507,1bb8b28f-1600-49be-8dd6-12de9101bcf0,DHEN15,广汽本田迅利店,洛阳迅利汽车销售服务有限公司,1f11740e-bf5d-41da-8238-c94c47c00695,112.625,35.9554,洛阳市洛龙区开元大道与杜预街向南200米,0379-68622333,0379-65272682（65272299),68622666,1,洛阳,河南
298,8cc94da6-5689-4ffc-9196-753f2f41e690,DGD055,广汽本田聚源店普宁分店,揭阳市聚源汽车销售服务有限公司普宁分公司,1a8512ab-6db3-42f2-869c-718c376b5a02,116.195,23.3128,普宁市环城北路大林路段,0663-2666000,0663-2666111,8695111,2,揭阳,广东
389,1429fc28-e98a-4fb4-b006-180d073ea603,DHEB20,广汽本田锐安店,保定锐安汽车销售服务有限公司,7f70e3b3-8c41-48ed-92fb-5cd18e0523ef,116.035523,39.912117,保定市莲池区东二环539号,0312-2126000,0312-2126066,13171900667,1,保定,河北
263,1cde8217-61b8-4a86-9809-1e69dc89c102,DHUB14,广汽本田金沙鄂东店,黄冈金沙汽车有限公司,a47c1c76-c7c6-4af8-b442-b63b6ea5e6cc,114.901,30.4629,湖北省黄冈市黄州区赤壁大道96号,0713-8812800,0713-8811066(8812727),8811999,1,黄冈,湖北
264,e04da398-6def-4ca3-ad0b-17ae2cc8bbfa,DHUB14,广汽本田金沙鄂东店鄂州分店,黄冈金沙汽车有限公司鄂州分公司,bb6cd389-af49-4412-b3b0-6da584bce4b8,114.878,30.3885,湖北省鄂州市花园路五里墩汽车综合市场10号楼1层商铺（东至西3间）,0711-3351008,0711-3350838,8811999,2,鄂州,湖北
450,030de89c-91af-4d4b-9281-5d4f497d6008,DJS037,广汽本田铜山店,徐州沪彭金田汽车销售服务有限公司,386cb362-8938-48db-8db7-798532b1466b,117.171,34.1526,江苏省徐州市铜山经济开发区北京路南首,0516-85530000,0516-85530028(85530022),85530000,1,徐州,江苏
270,4a5f1539-6623-4c65-8577-22f90c38c3b0,DHEB11,广汽本田金时店,承德市金时汽车贸易有限公司,49e35f64-b953-464e-a075-f833c5baa5f8,117.879,40.9881,承德市双桥区高庙路北（西站对过）,0314-5926868,0314-2189999(5926868),2189999,1,承德,河北
272,6ad4d641-46a7-4e1c-9f67-ca9b38d9d0cd,DGS001,广汽本田金穗康店嘉峪关分店,兰州金穗康商贸有限公司嘉峪关分公司,5d022163-eb00-4e7f-be8f-ef6ae7b60469,98.3467,39.7766,嘉峪关市工业园区金港路西侧,0937-6391515,0937-6391585,7751999,2,嘉峪关,甘肃
273,76432277-0cf4-4d13-941d-1afb23b6badc,DGS001,广汽本田金穗康店临夏分店,兰州阜康金穗汽车销售服务有限公司临夏分公司,39276f32-4979-47fe-8810-929e74648fa8,103.221,35.5862,临夏市南滨河路中段,,,7751999,2,临夏,甘肃
274,630b6b22-2c5a-4e7e-80d2-2b26e058f0a4,DGS001,广汽本田金穗康店张掖分店,兰州金穗康商贸有限公司张掖分公司,9659b738-e4f9-4130-bfc5-5f5d3b71a379,100.477,38.9533,张掖市甘州区东北郊工业园区昆仑大道东侧乌兰路北侧,0937-6391515,0937-6391585,7751999,2,张掖,甘肃
279,d8adfe72-9da5-4a93-b4e4-d0f6fd10f4cf,DHEN33,广汽本田锦昌店,开封市锦昌汽车销售有限公司,dba06b3d-03f2-4b8a-bbc4-9c53b30aca4c,114.309566,34.809002,河南省开封市金明大道与连霍高速交叉口北800米路西,0371-22665996,0371-22665969,0371-22665969,1,开封,河南
280,0d8f33cc-d6d5-4a3f-b280-b15f73f6ad38,DHUB06,广汽本田锦发店,黄石市锦发汽车销售有限公司,6dc2f73c-1b4b-4ccc-b78e-5e1e46b67c3b,115.048,30.2505,湖北省黄石市花湖街道办事处锁前社区大泉路31号,0714-6517800,0714-6517877(6526666),13995952233,1,黄石,湖北
283,672bbcc9-5d05-4e91-be2e-4defa91b03e0,DHEN26,广汽本田锦瑞店,商丘市锦瑞汽车销售服务有限公司,29873ad6-2909-4263-9c0c-9b683c306f8b,115.56296,34.45084,商丘市梁园区金桥路与锦绣路交叉口向北200米路西,0370-2967967,0370-2967967,0370-2967967,1,商丘,河南
285,a0b076e5-5db1-466c-aa04-7f33deb5a388,DHEN30,广汽本田锦祥店,平顶山市锦祥汽车销售有限公司,ca96a953-f54f-49a6-8e77-4a940cd193d4,113.367894,33.739184,河南省平顶山市建设路东段建设路与公园街交叉口西南侧657号,0375-3985777,0375-3986777,0375-3986777,1,平顶山,河南
286,cdad9e72-bc5f-41af-bfe1-535745c0c4d5,DLN005,广汽本田锦州店,锦州市欧亚汽车销售服务有限责任公司,971bf959-9d6e-4981-9621-2cb2a658e6bb,121.139,41.0821,锦州市高新技术产业园区光彩市场东侧,0416-3892008（3789999）,0416-3219999,3219999,1,锦州,辽宁
287,91a7001c-1843-4d5d-ba3c-ca424ae987f2,DAH017,广汽本田经开区店,宿州融申汽车销售服务有限公司,0355191c-4ca3-4903-92c3-4bcb90eac00d,116.966,33.6039,安徽省宿州市经开区西昌南路与外环南路交叉口往南600米,0557-2987779(2987766),0557-2987769,2987766,1,宿州,安徽
543,3b463954-c75f-4f51-aac8-431e780758e5,DFJ012,广汽本田远通店,石狮市远通汽车销售服务有限责任公司,ae37878d-e747-45e8-803c-676c3f00a36d,118.652,24.7427,石狮市濠江路与宝岛路交叉口(一中东侧),0595-88556222,0595-88617700(88619911),88556000),1,泉州,福建
290,ae787a29-7292-41a6-9f51-480895ed5c46,DHUN20,广汽本田九城宝盛店,湘乡市宝盛汽车销售服务有限公司,4b8d896c-6796-479a-a75d-75322d35e914,112.500581,27.7631531,湖南湘乡经济开发区湘乡大道26号,0731-52733333,0731-52688000,0731-52688000,1,湘乡,湖南
291,995af4c3-a326-4356-b8d6-df49cc46af1a,DHUN23,广汽本田九鼎店,张家界九鼎汽车销售服务有限公司,722aa96b-d1d0-488b-8588-a132360807d8,110.580654,29.138889,张家界市永定区阳湖坪工业园九城汽车大世界,0744-8586777,0744-8535777,0744-8535777,1,张家界,湖南
376,6624d1f4-c55e-42c8-bbf5-179cb0610dee,DFJ007,广汽本田莆田店仙游分店,莆田市九牧汽车服务有限公司仙游分公司,a922a2db-df65-4a2a-8482-261f8d881026,118.719,25.3533,仙游县鲤南工业园区,0594-8056666,0594-8069988,2883199）,2,莆田,福建
293,f0c10a08-f30b-4263-949f-169324f30116,DFJ025,广汽本田玖龙店,三明玖龙金鼎汽车销售服务有限公司,6649dbc7-80e0-4fe7-9ce9-39feef72c1b4,117.824214,26.390216,福建省三明市沙县虬江街道洋坊村（205国道旁）,0598-5636666,0598-5631555,18859811339,1,三明,福建
496,c4db8b78-fdeb-43c1-957b-5577225f0b2f,DHEB21,广汽本田信盛中天店,邯郸市信盛中天汽车销售有限公司,3d77d4c6-6b6d-4819-a132-e486eb987821,114.476465,36.654931,河北省邯郸市复兴区北环路88号现代（邯郸）国际汽贸城汽车4S店3-10号,0310-5515555,0310-5520997,15932795623,1,邯郸,河北
321,3cd95b98-62fc-4b17-ad57-e5c96fe17082,DGD083,广汽本田骏英店,英德市骏英汽车销售服务有限公司,6652c79b-9b24-46ac-99a2-a36101152104,113.419999,24.204175,英德市和平北路东北江三号路西,0763-2200009,0763-2200005,18938625289,1,清远,广东
546,6f1778a8-9ddd-4ccb-a1a1-d7f0539af8be,DGD009,广汽本田湛江店吴川分店,湛江市骏凯汽车技术服务有限公司吴川分公司,bf8cf15f-95b1-48de-86a0-7e1d9a795869,110.79,21.4186,吴川市325国道旁创业路井头村1号,0759-5581289,0759-5581282,3310908,2,湛江,广东
310,f2f30810-0f1b-4df6-84f3-f318c43ef32d,DJS012,广汽本田骏力店东海分店,连云港骏力汽车贸易有限公司东海分公司,85f35bd1-c5dd-4f61-a288-9ec30bf4ee42,118.774,34.5358,连云港市东海县牛山镇富辰路东港公司东侧,0518-87780123,0518-87780123,85818333,2,连云港,江苏
311,273f1bc4-4968-4aaf-8911-ed68d0f00828,DXZ001,广汽本田骏马店,西藏骏马汽车销售服务有限公司,9da21a0a-e64a-4c03-8782-7e29dacfe040,91.0936,29.6485,西藏自治区拉萨市金珠中路8号（西郊客运站斜对面/纪念碑西100米）,0891-6824059,0891-6824060（6822018）,6825000,1,拉萨,西藏
