id,title,functions,contacts,contact,address,lal
470,长沙合致汽车销售服务有限公司,,731702,84091018,长沙市星沙开发区中南汽车大世界金茂西路F05栋,"113.075635,28.240239"
474,湖南涨亿贸易有限公司,,733801,22969988,株洲市天元区株洲大道体育中心室外足球场旁,"113.159532,27.869942"
475,衡阳一鸣汽车贸易有限公司,,734002,8808185,衡阳市蒸湘区杨柳村第三组（杨柳汽车城内）,"112.590565,26.918919"
481,常德锦江汽车销售有限公司,,736002,7809111,常德市龙港北路湘西北汽车城对面,"111.682065,29.075613"
482,常德帝豪汽车销售服务有限公司,,736701,7704288,湖南省常德市武陵区新世纪汽车城内,"111.726065,29.060086"
487,益阳川普汽车销售服务有限公司,,737701,4448111,湖南省益阳市桃花仑东路1210号,"112.386977,28.569805"
488,益阳中宇汽车贸易有限公司,,737802,4212999,益阳市鹿角园路鸿基汽车广场,"112.353534,28.553223"
492,邵阳市帝豪汽车销售有限公司,,739001,5355999,邵阳市双清区宝庆工业集中区邵阳大道建龙路口,"111.524541,27.254957"
499,江门市新会鑫源汽车贸易有限公司,,750004,6168111,江门市新会区冈州大道东52号东(大都会酒楼侧),"113.068106,22.542919"
502,韶关市丰日汽车贸易有限公司,,751002,8288899,韶关市韶南大道五公里,"113.591836,24.761891"
506,韶关市昌盛汽车销售服务有限公司,,751804,0751-8813666,韶关市浈江区韶南大道中13号原长乐村委1号铺至8号铺,"113.591428,24.759423"
507,惠州市冠通汽车贸易有限公司,,752701,2528787,惠州市河南岸演达一路汽车大市场36号,"114.422333,23.067688"
508,惠州市鼎顺汽车贸易有限公司,,752801,2825536,惠城区惠博沿江路金山汽车城,"114.402906,23.136837"
509,梅州市顺达汽车销售服务有限公司,,753002,2133222,梅州市环市西路（城西职业中学侧）,"116.096622,24.303792"
510,梅州市吉沃汽车销售服务有限公司,,753701,2521139,梅州市宪梓大道扶外路新城汽车城,"116.10291,24.300178"
511,梅州市龙源汽车贸易有限公司,,753801,2208870,梅州市梅江区环市西路车管所侧旁,"116.095265,24.307921"
513,深圳市振意汽车销售有限公司,,755012,26897755,深圳市罗湖区宝安北路华南汽车交易广场A05号,"113.854956,22.762804"
516,珠海合利汽车贸易有限公司,,756002,5115678,广东省珠海市斗门区百蕉大道37西部车城6号综合楼,"113.518267,22.280847"
517,珠海合越汽车销售服务有限公司,,756701,3345678,珠海市上冲国际名车城华威路126号,"114.148712,22.550887"
518,珠海志远贸易有限公司,,756802,8501528,珠海市香洲区梅华西路911号中立信汽车城2栋,"113.528416,22.281979"
520,佛山市鹏威汽车销售服务有限公司,,757702,82786999,佛山市佛山大道83号佛山（国际）车城南区7座18-23号,"113.106543,23.01116"
522,佛山市顺德区华日英联汽车销售服务有限公司,,757802,29311166,佛山市顺德区容边天河北路3号南宏汽车城,"113.240932,22.85912"
526,锡林郭勒盟草原天佑汽贸有限公司,,479801,8809999,锡林浩特市民禾物流园区内,"116.01854,43.943625"
539,南通恒源汽车销售有限公司,,513007,87501800,江苏省如皋市益寿北路90号,"120.552896,32.415237"
540,南通赛路丰汽车销售服务有限公司,,513701,89020988,南通市长江北路299-8号,"120.786654,32.042773"
545,盐城市阜绅汽车销售服务有限公司,,515701,68665555,江苏省盐城市盐都区永宁汽车城开创路2号-3B,"120.189415,33.371426"
546,盐城市捷弘汽车销售有限公司,,515801,81779333,盐城市宝才工业园区中联路1号,"120.140875,33.332955"
549,徐州市翔胜汽车贸易有限公司,,516701,81919998,徐州市三环东路30号广山段,"117.239887,34.287193"
552,淮安市克江商贸有限公司,,517001,84924666,淮安市淮阴区钱江路78号,"119.035021,33.650772"
553,淮安翔盛博润汽车销售有限公司,,517701,80262222,淮安市淮海南路和雨田路交叉口3号（新车管所南三公里）,"119.034996,33.597832"
555,常州吉运汽车销售有限公司,,519005,86905761,常州市新北区黄河东路95号,"119.962583,31.756881"
557,常州市中诚汽车销售服务有限公司,,519801,88888928,常州市新北区通江中路688-1幢-1、2号,"119.985435,31.839909"
559,泰州杰诚汽车销售服务有限公司,,523001,86550088,泰州市龙翔路159号,"119.868859,32.496085"
566,菏泽安泰汽车销售服务有限公司,,530005,6204888,菏泽市黄河东路399号,"115.56775,35.2719"
570,山东帝豪汽车有限公司,,531702,88986666,山东省济南市历下区工业南路32号,"117.158877,36.701659"
573,青岛豪德汽车销售服务有限公司,,532003,84356686,山东青岛平度市南外环与广州路交叉路口北,"120.004414,36.76073"
584,德州红鼎汽车俱乐部有限公司,,534001,0534-2421110,德州市经济开发区晶华路与太湖路交叉口处,"116.289015,37.448821"
585,庆云万盛隆汽车销售有限公司,,534005,3866388,庆云县商城大街（机车市场）,"117.403244,37.799075"
589,莱州市增信汽车销售服务有限公司,,535003,2092978,莱州市南苑路851号,"119.922199,37.179142"
595,潍坊泽宇汽车销售有限公司,,536004,8803701,潍坊市奎文区潍州路金宝汽车城金宝宾馆南邻路西,"119.135772,36.658282"
598,潍坊弘博汽车销售服务有限公司,,536701,2200888,潍坊市寒亭区海龙路408号,"119.191472,36.762666"
601,青州市欧凯越汽车销售服务有限公司,,536803,3291489,青州市王桑路口南500米路西（东方北路666号）,"118.523395,36.723211"
607,济宁交通汽车销售服务有限公司,,537001,3152299,济宁市车站西路18号,"116.601584,35.397322"
616,临沂市兴华汽车销售服务有限公司,,539002,8027866,山东省临沂市兰山区临西五路鲁南汽车城20号,"118.316472,35.105228"
618,临沂茂华汽车销售服务有限公司,,539701,7678886,山东省临沂市罗庄区沂河路西段远通汽车广场内,"118.275851,35.021146"
620,邹平县金田汽车贸易有限公司,,543005,4343089,邹平县马庄桥南100米路西,"117.740173,36.91249"
627,东营胜华汽车销售有限公司,,546004,8290777,东营市东营区南二路1118号,"118.467721,37.413861"
633,合肥名邦车业有限公司,,551005,64381222,合肥新站区新海大道北,"117.362665,31.898907"
634,安徽汇英行汽车销售服务有限公司,,551702,65303962,合肥市蜀山区长江西路名车广场,"117.182486,31.859162"
643,安庆睿景汽车销售有限公司,,556001,5228596,安徽省安庆市宜秀区安庆英德利国际汽车城一期17幢17-19室,"117.064459,30.571934"
647,宿州富源汽车贸易有限公司,,557001,3805555,宿州市东十里循环经济园区汽车城,"116.995174,33.618989"
649,阜阳市润龙汽车销售服务有限公司,,558002,2211555,阜阳市开发区汽贸物流园向东500米,"115.871123,32.86664"
653,黄山市凯兴汽车贸易有限公司,,559003,7815588,黄山休宁县万安镇新河村,"118.339773,29.727351"
654,淮北景森汽车销售服务有限公司,,561001,3057222,淮北市寇湾汽车城西大门对面,"116.800198,33.931267"
655,宣城市新世纪汽车贸易有限公司,,563701,3028566,安徽省宣城经济技术开发区林海路与玉荷路交叉口,"118.744845,30.953772"
663,杭州骏业汽车销售有限公司,,571702,28181188,000杭州市余杭区良渚镇金家渡南路一号,"120.104574,30.344798"
664,杭州鼎伦汽车有限公司,,571803,81606005,杭州市秋涛北路226号,"120.206072,30.286995"
665,湖州吉旭汽车贸易有限公司,,572001,2606866,湖州市创业大道188号,"120.071295,30.882476"
666,嘉兴市东菱汽车销售服务有限公司,,573002,82222388,嘉兴市昌盛路与嘉杭路交叉口北侧,"120.727719,30.733989"
670,宁波东方红龙汽车销售服务有限公司,,574801,28858588,浙江省宁波市鄞州区嵩江西路（原店嵩江中路1008号往西500米）,"121.544642,29.839559"
671,绍兴市英吉汽车销售服务有限公司,,575801,88376699,绍兴市柯桥区齐贤阳嘉龙村（钱陶公路399号）102室-3,"120.603499,29.968654"
675,瑞安市柯隆汽车销售有限公司,,577010,65353777,浙江省瑞安市塘下镇陈宅旺村,"120.683787,27.827125"
679,丽水市吉通汽车销售服务有限公司,,578002,2153999,丽水市莲都区水阁工业园区绿谷大道329号,"119.95318,28.475455"
680,丽水市豪帝汽车销售服务有限公司,,578702,2527333,丽水市莲都区人民路777号,"119.942783,28.474011"
682,义乌市信凯汽车贸易有限公司,,579006,85435778,义乌市经发大道358号,"120.047587,29.304131"
683,义乌市康大汽车贸易有限公司,,579007,85238777,义乌市稠江街道贝村路102号,"120.068023,29.306759"
686,福州赛马贸易有限公司,,591103,88897777,福州市仓山区城门镇黄山村观音亭一层,"119.354033,26.019252"
691,厦门惠胜置业有限公司,,592702,5799977,厦门市湖里区枋湖北二路828号,"118.154038,24.522095"
693,宁德市远辉汽车贸易有限公司,,593004,2788777,宁川路古溪路口南侧1号（城南中心小学旁）,"119.550519,26.646813"
695,莆田市志强汽车贸易有限公司,,594001,7511888,福建省莆田市荔城区西天尾镇洞湖口,"119.055398,25.477277"
696,福建省步峰汽车贸易有限公司,,594701,3118888,莆田市涵江区白塘镇埭里工业区,"119.086556,25.476271"
698,泉州市鲤中汽车贸易有限公司,,595002,22352557,泉州市鲤中区清蒙迎宾大道鸿盛汽车城,"118.561283,24.88228"
700,泉州鲤城劲达汽车贸易有限公司,,595801,24697888,泉州市鲤城区南环路元宏路1号,"118.544726,24.9126"
701,漳州豪福汽车配件贸易有限公司,,596701,7095599,漳州市迎宾大道吉马国际汽车城B1-02栋,"117.744232,24.50115"
702,龙海市鸿伟汽车销售服务有限公司,,596801,6380666,漳州台商投资区角美镇洪岱村,"117.886516,24.529362"
710,南平市汇福贸易有限公司,,599802,6121388,福建省邵武市316国道旁汽贸城,"117.511785,27.334339"
715,威海祥瑞汽车销售有限公司,,631801,5995456,威海市温泉镇冶口村金蚂蚁汽车广场7号展厅7号展厅,"122.143723,37.375755"
716,滕州市鸿阳汽车销售服务有限公司,,632006,0632-5237222,000滕州市平行南路生态家园对过,"117.163118,35.04686"
720,日照辉煌汽车服务有限公司,,633701,2191688,日照开发区南昌路奎山汽车城,"119.441739,35.401725"
722,日照百成汇汽车销售服务有限公司,,633802,8561777,山东省日照市经济开发区奎山汽车城204国道西侧包头路南侧,"119.439006,35.401158"
723,莱芜鑫泰汽车销售服务有限公司,,634003,6784666,莱城工业区（口镇南山阳村西）,"117.659309,36.290859"
726,天津市佳辉汽车销售有限公司,,220004,58189189,天津市西青区卫津南路王兰庄汽车城,"117.202723,39.055393"
727,天津骏宜达汽车销售有限公司,,220009,25291287,天津开发区第四大街59号,"117.699989,39.05047"
730,天津森之源汽车销售有限公司,,220015,022-82687588,天津市宝坻区南环东路南侧机动车交易市场汽车园,"117.34985,39.717286"
738,重庆市万州区汽车贸易有限公司,,230012,02358965506,万州区沙龙路3段1336号,"108.405298,30.775436"
742,重庆轩辚汽车销售服务有限公司,,230802,89181118,重庆市九龙坡区袁家岗奥体车市A区2-2,"106.515741,29.530558"
746,沈阳中驰汽车贸易有限公司,,240801,86906666,沈阳市皇姑区鸭绿江街32甲,"123.463255,41.851598"
752,武汉昌利源经贸有限公司,,270007,65695315,武汉市黄浦科技园石桥一路4号,"114.286985,30.6332"
759,北京腾远兴顺汽车服务有限公司,,100016,85575471,北京市朝阳区平房西口甲130号,"116.535313,39.945375"
760,北京利豪广厦汽车销售有限公司,,100020,83826866,北京市丰台区张仪村甲7号,"116.238078,39.878167"
765,北京庞大豪庭汽车销售服务有限公司,,100703,67295888,北京朝阳区王四营乡道口村村西,"116.552527,39.87963"
776,湛江市湛豪汽车销售有限公司,,759701,3301316,湛江市麻章区金康路8号,"110.327383,21.281444"
780,河源市志佳汽车销售有限公司,,762701,0762-3128333,河源市区鸿达开发区桂山旅游大道南面河浦大道西边,"114.696631,23.706676"
781,清远市圆泰汽车销售服务有限公司,,763701,3829999,清远市清城区横荷街道泰洋湖工业区北区,"113.026144,23.648881"
784,潮州市长威贸易有限公司,,768801,0768-2979336,广东省潮州市潮汕公路东侧如意路口斜对面,"116.610121,23.627854"
785,东莞市兴隆汽车贸易有限公司,,769004,81251199,东莞市寮步镇国际汽车城2号路,"113.855228,23.014496"
787,吉安吉通汽车销售服务有限公司,,769802,8111388,吉安市青原区汽车文化展示园1号地,"115.024419,27.117091"
788,南宁开河汽车销售服务有限公司,,771003,5858777,南宁市安吉大道36-11号汽车市场斜对面,"108.307039,22.871968"
792,南宁市运泽汽车销售有限责任公司,,771801,4870001,南宁市江南区南站大道29号内C号,"108.264807,22.780802"
797,柳州市骏驭汽车销售有限公司,,772801,8803168,柳州市燎原路27号（方盛汽贸园内）,"109.3704,24.313112"
807,河池市汽车服务有限责任公司,,778001,2271939,河池市南环路（中段金宜二级路旁),"108.050917,24.689086"
811,江西恒茂汽车销售服务有限公司,,791003,83895866,南昌市庐山南大道昌北国际汽车城A3馆,"115.855647,28.730013"
812,江西省和众汽车销售服务有限公司,,791004,83721806,南昌市经开区玉屏东大道（环球公园旁）,"115.846948,28.732193"
815,九江展新汽车贸易有限公司,,792001,6731166,九江市港口汽车城,"115.893639,29.618084"
817,九江浩通汽车销售有限公司,,792801,8366266,九江市濂溪大道89号,"115.986062,29.678843"
819,上饶市呈祥汽车销售服务有限公司,,793003,8459218,上饶市三清山西大道2号,"117.927318,28.46164"
820,上饶市英豪汽车销售服务有限公司,,793702,6091333,上饶市三清山西大道国际家居城A4栋7号,"117.913495,28.462971"
822,抚州市四海汽车销售有限公司,,794002,8219918,抚州市临川大道清华锦园3-5号店,"116.377967,27.98889"
826,丰城市瑞利汽车销售服务有限公司,,795702,6281001,宜春市丰城市剑南路82号,"115.813075,28.184089"
827,高安市瑞利汽车销售服务有限公司,,795802,5608888,江西省高安市西郊（高安市源盛检测站旁，吉尼斯陶瓷往石脑方向2公里）,"115.402623,28.443426"
830,赣州市赣通汽车贸易有限公司,,797701,0797-8081668,赣州市客家大道国际汽车城2号钢棚区第11-15号,"114.922087,25.839368"
833,景德镇市隆鑫贸易有限公司,,798001,2814688,江西省景德镇市洪源工业园区,"117.158416,29.326643"
834,江西加西亚迪隆汽车有限公司,,798701,8275000,江西省景德镇市珠山区昌江大道佳怡商住楼108号,"117.216055,29.315548"
840,攀枝花市华驰车业有限责任公司,,812702,3558888,攀枝花市渡仁西线迤沙拉大道307号,"101.712501,26.542829"
841,自贡市正道汽车销售服务有限公司,,813004,0813-2626550,自贡市贡井区南环路附3号,"104.730343,29.335141"
844,绵阳西物商贸有限公司,,816006,2543888,绵阳市高新区永兴镇永昌路,"104.636486,31.460867"
853,达州吉越汽车销售服务有限公司,,818001,8192666,达州市达川区商贸物流园区正通路3号,"107.468181,31.20858"
855,遂宁市万兴隆汽车销售有限公司,,825001,8100999,遂宁市船山区西部现代物流港汽车城内临（四维环保对面）,"105.56358,30.53436"
857,广安振兴车业有限公司,,826701,2679088,四川省广安经济技术开发区护安汽博城,"106.678537,30.494445"
860,泸州捷成汽车贸易有限公司,,830002,3592888,泸州市纳溪区二级路浙江产业园汽车城内,"105.418621,28.840061"
861,泸州富豪汽车销售有限公司,,830701,6668777,泸州市江阳区蓝田兰安路二段川南国际汽车公园内,"105.447934,28.920508"
873,雅安市合利西物汽车贸易有限公司,,835001,6213999,四川省雅安市多营汽车中心(市交通局旁）,"102.963715,29.997693"
877,成都吉利汽车超市连锁有限公司德阳分公司,,838701,2601599,德阳市金沙江西路672号,"104.393359,31.080721"
880,广元市红亮汽车销售有限公司,,839701,3660658,广元市下西滨江大道帝豪汽车4S店,"105.87265,32.436382"
881,广元旭光汽车贸易服务有限公司,,839801,3660029,广元市上西则天路北段川港汽车城,"105.894188,32.432746"
884,遵义市凯欣致利贸易服务有限公司,,851008,28427818,贵州省遵义市汇川区董公寺经济开发区汽车商贸城,"106.954646,27.720169"
885,贵州远卓汽车贸易服务有限公司,,851011,83716122,贵阳市花溪区孟关国际汽车贸易城,"106.754428,26.406559"
888,贵州兴龙盛汽车贸易有限公司,,851801,0851-88573823,贵州省贵阳市牛郎关改毛村（富源南路）,"106.753249,26.454273"
889,贵州浩峰汽车贸易服务有限公司,,851802,84355098,贵州省贵阳市白云区白云南路457号B栋,"106.665112,26.671254"
890,遵义吉欣盛汽车销售服务有限公司,,852003,27676700,遵义市红花岗区海尔大道九园商住楼A栋2-6号,"106.902727,27.655634"
891,贵州航天实业有限公司汽车服务分公司,,852701,28618061,遵义市重庆路与汇川大道交汇处,"106.95754,27.72214"
892,遵义市凯泉商贸有限责任公司,,852802,28627550,遵义市汇川区长沙路汽车城A区三层,"106.955581,27.721031"
893,凯里市圣浩汽车维修有限公司,,855701,8511188,凯里市（开发区）经纬国际汽车城金源西大道6号,"107.983056,26.598276"
894,贵州赛路丰汽车有限公司,,856001,5629888,贵州省铜仁市碧江区梵净山大道77号（金域蓝山门面）,"109.192111,27.703821"
895,铜仁市宜星贸易服务有限公司,,856801,5255999,铜仁市梵净山大道东太副产品批发市场二楼,"109.193282,27.69892"
897,六盘水永吉汽车销售服务有限公司,,858002,08586239680,贵州省六盘水市钟山经济开发区（红桥新区）经六路 ,"104.820992,26.609479"
901,兴义市吉达汽贸有限公司,,859801,3814488,贵州省兴义市坪东大道（坪东西路33号）,"104.882431,25.10144"
903,昆明中机金鼎汽车技术服务中心有限公司,,871005,68329749,昆明市高新开发区新区M2-2地块,"102.663403,25.081221"
908,大理金吉汽车销售服务有限责任公司,,872002,2324939,大理市经济开发区滇源路泛亚汽车城,"100.271326,25.602975"
910,大理港鑫帝豪贸易有限公司,,872701,3105566,大理经济开发区宝源路泛亚汽车城F楼1-4号,"100.271715,25.602563"
911,曲靖港鑫汽车贸易有限公司,,874003,3418188,云南省曲靖市花柯路68号,"103.808373,25.484941"
915,文山胜峰汽车有限责任公司,,876001,0876-2125888,云南省文山市新平坝社区城南片区（国际车城）4SA-21号,"104.240777,23.384635"
917,玉溪一捷经贸有限公司,,877701,2293700,玉溪市高新区腾宵路14号,"102.534111,24.326734"
918,楚雄鸣扬鸿文汽车销售服务有限公司,,878001,3367489,云南省楚雄开发区滇中汽车城2号展厅,"101.531863,25.046914"
919,楚雄亿亚通汽车销售服务有限公司,,878801,3367111,楚雄开发区程家坝（滇中汽车城）,"101.577976,25.059589"
922,拉萨市兴虹汽车销售有限公司,,891701,6816304,西藏自治区拉萨市罗布林卡路21号,"91.106798,29.655411"
923,西藏钧天贸易有限公司,,891801,6912227,拉萨市城关区金珠西路与农科路交汇处展厅1号,"91.069491,29.667614"
924,海南瑞达通贸易有限公司,,898003,68667866,海口市椰海大道苍西村西北边导桥村口,"110.309933,20.001655"
931,延安新元丰汽车销售服务有限公司,,911002,2321688,延安市北郊陵园路,"109.456284,36.640638"
938,榆林市博润汽车销售有限公司,,912701,6665888,陕西省榆林市高新技术产业园区草海则村电厂路东 ,"109.735353,38.231331"
940,陕西渭南佳润汽车销售服务有限公司,,913002,2159001,渭南市高新区东兴街与恒通东路十字东南角32号,"109.512158,34.516863"
943,渭南神州汽车贸易有限公司,,913802,2681222,渭南市临渭区民生街北段（渭蒲桥南300米路东）,"109.528869,34.522367"
944,商洛国利汽车销售服务有限公司,,914701,2255565,商洛市商州区杨峪河镇赵湾村口,"109.532469,34.523194"
948,安康市宝瑞达汽车销售有限公司,,915801,3325366,安康市高新区创业西路东侧,"109.008908,32.716383"
949,汉中润峰汽车贸易有限公司,,916001,8123888,汉中市汉台区东迎宾大道（金富豪汽车城）,"107.050131,33.09073"
958,甘肃星威汽车销售服务有限公司,,931802,4682999,甘肃省兰州市城关区段家滩路20号,"103.903279,36.051787"
962,甘肃国林汽车销售服务有限公司,,932801,6696333,定西市陇西县文峰镇长安路中药材园区,"104.685696,34.972547"
966,庆阳之星汽车销售服务有限公司,,934701,8890555,庆阳市西环路北段安宁大厦,"102.64257,37.914967"
967,庆阳市协合汽贸有限公司,,934802, 5550008  8615557  ,庆阳市西峰区西环路北段安宁大厦正对面,"107.631378,35.753842"
969,武威昶利汽车销售有限公司,,935801,6268666,武威市凉州区南关中路,"102.642876,37.919669"
973,酒泉市润达汽车商贸有限公司,,937002,2609393,酒泉市西郊工业园区玮一路口,"98.431622,39.766204"
974,酒泉市大长江豪爵商贸有限公司,,937801,2800288,甘肃省酒泉市肃州区西郊工业园区纬一路八一钢厂对面,"98.429807,39.768375"
975,天水吉瑞达汽车贸易有限公司,,938001,8380665,天水市东十里工业园区春城锅炉厂东侧全球鹰4S店,"105.793312,34.576194"
976,天水国臻汽车销售服务有限公司,,938802,8372505,天水市秦州区东十里银通汽贸,"105.787579,34.578467"
979,白银驰辰汽车销售服务有限公司,,943701,8308888,甘肃省白银市白银区王岘西路炮团路口,"104.182838,36.538875"
982,银川茂泉汽车贸易有限公司,,951804,6727148,宁夏银川市兴庆区丽景北街国际汽车城东大门C区19号,"106.303561,38.496198"
983,宁夏润通汽车贸易有限公司,,951805,8956559,银川市德胜工业园区德成东路2号,"106.321833,38.528171"
985,固原经济开发区润通汽车贸易有限公司,,954802,7285202,固原市经济开发区建业街,"106.259104,36.011339"
987,青农集团青海青农汽车销售有限公司,,971006,8814843,西宁市经济技术开发区民和路39号（嘉荣华小区旁）,"101.832789,36.585482"
995,新疆莲盛汽车销售服务有限公司,,991805,6638833,乌鲁木齐市鲤鱼山北路赛博汽车城B02-1-01,"87.601009,43.883829"
996,巴州腾昊汽车销售有限公司,,996002,2708229,库尔勒市石化大道74号神州国际汽车城,"86.223663,41.721692"
1001,广安平安汽车销售服务有限公司,,826001,0826-2888505,广安市广安经济技术开发区护安汽博城,"106.652115,30.482855"
1115,大庆同方通用汽车销售服务有限公司,,459701,5152945,黑龙江省大庆市让胡路区南一路401号-1,"124.919418,46.595161"
1116,大同市友瑞商贸有限公司,,352801,03522084111,山西省大同市南郊区庞大汽车文化园林广场34号,"113.296136,40.083742"
1117,临汾利通驰汽车销售服务有限公司,,357701,2510222,山西省临汾市尧都区机场路车管所对面交易市场,"111.518608,36.061643"
1118,重庆勇成汽车销售有限公司,,230017,68668228,重庆市九龙坡区杨家坪直港大道滨江路8号,"106.518124,29.526206"
1119,武汉市创力汽车贸易有限责任公司,,270805,82295676,武汉市中环商贸城C13号展厅,"114.308825,30.668189"
1120,上海华庭汽车销售服务有限公司,,210011,400-0210770,上海市闵行区华翔路3660号,"121.308192,31.22635"
1122,甘肃驰辰汽车销售服务有限公司,,943001,2565555,甘肃省兰州市七里河区南滨河西路188号,"103.698345,36.09186"
1123,伊犁宏建商贸有限责任公司,,999802,8136766,伊犁州解放路310号,"81.300582,43.946186"
1124,巴州环驰汽车销售有限责任公司,,996701,2688251,新疆维吾尔族自治区库尔勒市新城辖区石化大道北侧神州汽车城院内1楼9号展厅,"86.152337,41.790943"
1125,阿克苏宏泰汽车销售服务有限公司,,997701,2637888,阿克苏金土地汽车城二期20号展厅,"80.307524,41.15472"
1126,周口鹏峰汽车贸易有限公司,,394802,8888111,周口市太清路与大庆路交叉口,"114.682603,33.656604"
1128,晋中市世通汽贸有限责任公司,,354005,2442229,山西晋中市榆次区汇通路张村段汽车园区,"113.586414,37.901023"
1129,高密市鸿发汽车销售有限公司,,536809,2860166,高密市夷安大道东侧曙光路南,"119.782539,36.408093"
1131,义乌吉生汽车销售服务有限公司,,579702,81585111,义乌市稠江街道经发大道207号,"120.065562,29.293001"
1132,巴彦淖尔市捷泰汽车贸易有限责任公司,,478802,8233535,巴彦淖尔市临河区临五路与建设路十字路口东100米路南,"107.4265,40.781934"
1135,忻州伸通汽贸有限公司,,350701,3122869,忻州市忻府二十里铺职业技术学院路口北60米,"112.733651,38.471833"
1136,平顶山市源升汽车销售服务有限公司,,375701,6171118,平顶山市卫东区建设路东段宜东汽车城东加油站院内,"113.457405,33.736431"
1137,绥化吉顺合汽车销售服务有限公司,,455701,7863111,绥化市经济开发区六马架加油站南150米处,"126.994935,46.593453"
1138,淮北中兴汽车工业贸易有限责任公司,,561701,6899998,淮北市濉溪县202省道西侧八里村郭楼,"116.775741,33.93621"
1139,咸宁市宏达商贸有限公司,,715002,8339066,咸宁市银泉大道99号,"114.33652,29.851499"
1140,娄底亚马逊汽车贸易有限公司,,738005,8877000,湖南省娄底市娄星区韦三路与潭邵连接线交叉口,"112.035168,27.739881"
1141,红河港鑫汽车贸易有限公司,,873701,3723266,红河州蒙自市天马路延长线州车管所路口,"103.289938,23.709442"
1143,武威亚威汽车贸易有限责任公司,,935701,2985888,武威市南关中路,"102.64257,37.914967"
1144,鹤壁淇兴汽车销售服务有限公司,,392701,3621111,鹤壁市淇滨区黎阳路东头路南,"114.301124,35.749708"
1147,山东泰汽电动车辆有限公司,,531999,,山东省寿光市东城工业园泰丰高新技术产业园,
1148,鞍山浩友汽车销售服务有限公司,,412005,7269888,辽宁省鞍山市千山区建设大道616号,"122.953916,41.156964"
1149,巴中市泓达汽车销售服务有限公司,,827702,5182999,巴中市经济开发区时新街道办事处长石街16号,"106.752385,31.872555"
1151,青岛利驰汽车销售服务有限公司,,532010,85565999,青岛市即墨烟青路17号,"120.440373,36.34699"
1152,金华利捷汽车销售有限公司,,579008,82089977,金华市汽车城中心广场东侧,"119.698448,29.150501"
1154,定西市汇丰农机有限责任公司,,932701,8316181,甘肃省定西市安定区交通路444号,"104.620613,35.60986"
1155,张北弘宇汽车销售有限公司,,313806,2734998,张家口市张北县顺达汽配城6号楼,"115.246652,37.970521"
1156,辽阳盛翔汽车销售服务有限公司,,419001,2295888,辽阳市太子河区东宁乡蔡庄村,"121.623225,42.010083"
1157,邹城北辰汽车销售有限公司,,537702,5341777,邹城市国宏大道6396号,"116.675563,35.427513"
1158,邵阳赛路丰汽车销售服务有限公司,,739701,5128668,邵阳市双清区双坡南路9栋1号,"111.502872,27.247728"
1159,孝义市龙标汽车销售有限公司,,358702,7669888,山西省孝义市永安路汽车站往南500米,"111.805549,37.143812"
1160,民和天杰商贸有限责任公司,,972001,8523866,青海省海东市民和县川口镇果园村桥头九社,"102.814349,36.335985"
1161,北海开心汽车服务有限公司,,779001,0779-2217999,北海市北部湾东路汽车交易市场内,"109.168635,21.502331"
1164,肇庆市祥润汽车销售服务有限公司,,758004,2166000,肇庆市端州区过境公路肇庆学院牌坊西侧众大利汽车城内,"112.52838,23.122153"
1166,山东惠民丰驰汽车销售有限公司,,543001,5053123,惠民县城鲁北大街10号,"117.54571,37.500189"
1167,鹰潭市易捷汽车销售服务有限公司,,701001,6689123,鹰潭市天洁西路星嘉苑102号,"117.013211,28.233918"
1168,晋城市鼎峰汽车销售服务有限公司,,356702,8888099,晋城市中原街与金鼎路交叉口南100米,"112.859102,35.483275"
1170,单县吉星汽车销售服务有限公司,,530803,4266000,单县经济技术开发区孟诸路东樊楼路南,"116.132204,34.775096"
1171,涡阳县吉晟汽车销售有限公司,,558010,7369999,涡阳汽车城二期,"116.199366,33.513465"
1176,德州世中汽车销售有限公司,,534702,2769666,德州市经济开发区晶华北路派出所北临,"116.385144,37.466296"
1180,湘西自治州太阳马汽车贸易有限公司,,743701,8222210,湖南省吉首市大田湾广通汽车城17-20号,"111.502872,27.247728"
1182,黄冈市奔腾汽车销售服务有限公司,,713701,0713-8580999,黄冈市黄州区路口大道蓝天汽车城,"114.983916,30.451429"
1183,日照乾丰汽车销售有限公司,,633001,8800111,日照市奎山汽车城204国道西侧,"119.438426,35.397967"
1185,乌海市佳利汽车服务有限责任公司,,473702,2023888,乌海市海勃区海达西街15号三金汽贸大厦,"106.814659,39.659367"
1186,河北鸿通汽车销售有限公司,,311806,031185655239,河北省石家庄市长安区北二环东路86号,"114.556469,38.077333"
1189,哈尔滨嘉实汽车销售有限公司,,451009,58660960,哈尔滨市道里区阳明滩大道哈尔滨环城汽车营销中心,"126.543231,45.703019"
1190,毕节志合汽车销售服务有限公司,,857001,8544666,毕节市碧阳大道兰乔圣菲S4栋,"105.313326,27.287024"
1192,靖江市苏靖汽车销售有限公司,,523003,84899099,靖江市江平路368号,"120.259482,32.031424"
1194,铜川新区圣达汽车销售服务有限责任公司,,919001,3159188,陕西省铜川市新区长虹南路1号,"108.970062,34.884976"
1195,湖北捷众汽车销售服务有限公司,,728002,0728-6686688,湖北省潜江市园林办事处潜阳西路55号天驰汽车城A-4号,"112.869881,30.420388"
