_id,_location,_name,_address,JVFlag,Website,DealerAffiliation,WeChatUrl,Fax,AdministrativeArea,DealerEntity,WeiboURL,DealerNewVehicle,ServicePhoneNumber,ServiceHistoryID,PrimaryPhone,eDaijiaPhone,SalesPhoneNumber,Email,Servicehours,Locality,eDaijiaCustomerID,PostCode,VehicleServices,FCOPhoneNumber,DealerID,eDaijiaFlag,Saleshours,_createtime,_updatetime,_province,_city,_district,_distance,_image
27495,"118.658047,24.954918",泉州国骏汽车销售服务有限公司,泉州市洛江区塘西社区万虹公路边,"CAF,FCO",,Category1,,0595-22827999,福建,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特福克斯,福特福睿斯,福特新蒙迪欧,福特金牛座,福特翼搏,福特翼虎,全新福特锐界,新福特撼路者,福特Mustang",0595-28598988,,销售:0595-28985888; 服务:0595-28598988,,0595-28985888,qzgj_HR@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",泉州,,362000,,,A22895,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-10-17 16:21:42,福建省,泉州市,洛江区,9163,[]
26775,"118.548152,24.870546",福建丰诺汽车销售服务有限公司,福建省泉州市清濛开发区迎宾大道（324国道旁）,CAF,,Category2,,0595-22366027,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0595-22497060,,销售:0595-28978899; 服务:0595-22497060,,0595-28978899,fordfn_vip@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",泉州,,362000,,,A33948,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:35:55,福建省,泉州市,鲤城区,12878,[]
27494,"118.769187,24.988788",泉州国骏惠安分公司,泉州市丰泽区海峡体育中心西侧大门内,"CAF,FCO",,Category1,,,福建,,,"福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0595-27653666,,销售:0595-27653666; 服务:0595-27653666; 进口:0595-28985888,,0595-27653666,gongyj188@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",泉州,,362000,,0595-28985888,A40746,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 15:34:09,福建省,泉州市,惠安县,15866,[]
27080,"118.516721,24.915324",泉州和祥汽车销售服务有限公司,泉州市鲤城区江南高新园区常泰路L6号（泉州万国对面）,CAF,,Category2,,0595-22455008,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0595-22451555,,销售:0595-22454999; 服务:0595-22451555,,0595-22454999,gm@a35457.caf.so,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",泉州,,362000,,,A35457,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:23:09,福建省,泉州市,鲤城区,16683,[]
26444,"118.516632,24.729084",泉州全顺汽车销售服务有限公司,晋江市泉安路灵水段万代好工业园区前,JMC,Category3,,,福建,0595-22475796,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,0595-36795855,,"销售:0595-85715677, 0595-85715689;服务:0595-36795855",,mailto:qzqs@jmc.com.cn,0595-85715677,泉州,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,362000,"销售,保养,机修,钣喷",,,1113107A,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,泉州市,晋江市,22769,[]
27081,"118.396628,24.986252",泉州泉福汽车销售服务有限公司,福建省泉州南安市美林街道柳美北路（南安火车站对面）,CAF,,Category2,,0595-26692330,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0595-26508898,,销售:0595-26529988; 服务:0595-26508898,,0595-26529988,gm@a34764.caf.so,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",泉州,,362300,,,A34764,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:23:06,福建省,泉州市,南安市,30792,[]
26782,"118.161165,25.081557",福建省亿海丰和汽车销售服务有限公司,福建安溪县西二环路亿海国际汽车城,CAF,,Category2,,0595-26068800,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0595-26069799,,销售:0595-26069988; 服务:0595-26069799,,0595-26069988,Fordyhfh@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",安溪,,362400,,,A23455,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:24:17,福建省,泉州市,安溪县,3811,[]
26666,"118.210362,25.484556",安溪亿海丰和德化分公司,福建泉州市德化县进城大道,CAF,Category2,,,福建,0591-38712899,,"全新福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,0591-38712788,,销售:0591-38712788; 服务:0591-38712788,,Fordyhfh@163.com,0591-38712788,德化,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",,362000,,,,A40742,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,泉州市,德化县,3182,[]
27330,"117.719669,24.529794",漳州市华骏天元汽车销售服务有限公司,福建省漳州市龙文区龙文北路,CAF,,Category2,,0596-2136611,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0596-2139999,,销售:0596-2136666; 服务:0596-2139999,,0596-2136666,office@zzford.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",漳州,,363000,,,A36262,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:07:50,福建省,漳州市,龙文区,7544,[]
26446,"117.736961,24.496378",漳州市宏瑞汽车销售有限公司,漳州市龙文区吉马家具广场东侧（吉马国际汽车城）商用车区（3区1-10号店面）,JMC,Category3,,,福建,0596-2910900,,"福特经典全顺,福特新世代全顺",,0596-2131180,,销售:0596-2910800;服务:0596-2131180,,mailto:zzhr@jmc.com.cn,0596-2910800,漳州,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,363000,"销售,保养,机修,钣喷",,,1113303S,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,漳州市,龙文区,9245,[]
27329,"117.60312,24.146853",漳浦华骏天驰汽车销售服务有限公司,漳州市漳浦县绥安工业开发区绥安工业园,CAF,,Category2,,0596-3160098,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0596-3160099,,销售:0596-3160088; 服务:0596-3160099,,0596-3160088,zphuajun@sian.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",漳浦,,363200,,,A34148,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:07:53,福建省,漳州市,漳浦县,3484,[]
26779,"119.271559,26.095108",福建吉诺汽车有限公司,福州市鼓楼区梅峰路148号,CAF,,Category2,,0591-87865076,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0591-87887313,,销售:0591-28183828; 服务:0591-87887313,,0591-28183828,Sunnylee2005@hotmial.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",福州,,350003,,,A21118,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:24:06,福建省,福州市,鼓楼区,3386,[]
27444,"119.262958,26.052312",福建华骏仓山分公司,福州市仓山区建新镇金山大道10号,"CAF,FCO",,Category1,,0591-83702815,福建,,,"福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0591-83703931,,销售:0591-83703931; 服务:0591-83703931; 进口:0591-83536969,,0591-83703931,mmk00@163.com,;;;;;;,福州,,350019,,0591-83536969,A40740,,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:10,2017-09-26 14:44:18,福建省,福州市,仓山区,4163,[]
27616,"119.362306,26.074498",福建诺之星汽车有限公司,福建省福州市晋安区红光路12号,CAF,,Category2,,福建,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0591-83612330,,销售热线：0591-83618871；服务热线 ：0591-83612330,,0591-83618871,gm@A43442.caf.so,福州,,,350001,,,A43442,,,2017-09-12 16:57:42,2017-09-26 13:59:00,福建省,福州市,晋安区,6577,[]
26777,"119.351177,26.013807",福建华骏汽车销售服务有限公司,福州仓山区黄山高速公路连接口华夏汽车城内,CAF,,Category2,,0591-83493520,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0591-83536969,,销售:0591-83536969; 服务:0591-83536969,,0591-83536969,jacky4u@vip.sina.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",福州,,350019,,,A07232,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:23:59,福建省,福州市,仓山区,8688,[]
26784,"119.194722,26.070706",福州丰骏福瑞汽车销售服务有限公司,福州市闽侯县上街镇美岐村国宾大道南侧,CAF,,Category2,,0591-22890988,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0591-22660888,,销售:0591-22660888; 服务:0591-22660888,,0591-22660888,gm@a33419.caf.so,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",福州,,350107,,,A33419,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:24:28,福建省,福州市,闽侯县,10179,[]
26778,"119.425272,26.023434",福建华骏天行汽车销售服务有限公司,福州市马尾区快安延伸区公北路1#楼,CAF,Category2,,,福建,0591-88622988,,"全新福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,0591-88622978,,销售:0591-88622977; 服务:0591-88622978,,GM@A33383.caf.so,0591-88622977,福州,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",,350015,,,,A33383,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,福州市,马尾区,14070,[]
26442,"119.381561,25.918242",福州江铃全顺汽车销售服务有限公司,福州市闽侯县尚干镇祥通路9号青口汽车城江铃汽车,JMC,Category3,,,福建,0591-22266673,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,0591-22266690,,销售:0591-22250088;服务:0591-22266690,,mailto:fzqs@jmc.com.cn,0591-22250088,福州,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,350112,"销售,保养,机修,钣喷",,,1113105A,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,福州市,闽侯县,19354,[]
26785,"119.324121,25.716876",福州汇京福瑞汽车贸易有限公司,福清市宏路镇清荣大道与福政路交叉路,CAF,,Category2,,0591-28393080,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0591-28392999,,销售:0591-28391999; 服务:0591-28392999,,0591-28391999,fqhjfr@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",福清,,350301,,,A18795,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:24:31,福建省,福州市,福清市,6054,[]
26445,"119.021484,25.438547",莆田市江铃全顺汽车销售服务有限公司,莆田市荔城区西天尾镇洞湖村(北大路口正对面),JMC,Category3,,,福建,0594-2868639,,"福特经典全顺,福特新世代全顺,全新福特撼路者",,0594-2897333,,销售:0594-2896777;服务:0594-2897333,,mailto:ptycfw@jmc.com.cn,0594-2896777,莆田,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,351131,"销售,保养,机修,钣喷",,,1113302S,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,福建省,莆田市,荔城区,2210,[]
26776,"119.059757,25.474229",福建丰润汽车销售服务有限公司,福建省莆田市荔城区西天尾镇龙山村,CAF,,Category2,,0594-2868031,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",13706075119,,"销售:0594-2897666,0594-2686777; 服务:13706075119",,0594-2897666,fengrun@fjfenghe.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",莆田,,351100,,,A14862,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:35:53,福建省,莆田市,荔城区,5682,[]
26783,"118.956234,25.393487",福建新诺汽车销售服务有限公司,福建省莆田市城厢区华林经济开发区下花路口,CAF,,Category2,,0594-6210136,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0594-6291199,,销售:0594-6295566; 服务:0594-6291199,,0594-6295566,2832106117@qq.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",莆田,,351100,,,A40741,,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-09-26 16:24:25,福建省,莆田市,城厢区,8502,[]
26996,"117.051768,25.126057",龙岩市全福汽车销售服务有限公司,福建省龙岩市新罗区东城东兴路220号,CAF,,Category2,,0597-2330256,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0579-2886686,,销售:0597-2365553; 服务:0579-2886686,,0597-2365553,longyanquanxing@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",龙岩,,364000,,,A07472,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:06:03,福建省,龙岩市,新罗区,6634,[]
26992,"116.954845,25.1018",龙岩龙丰福瑞汽车销售服务有限公司,福建省龙岩市新罗区龙门镇物流大道309号,CAF,,Category2,,0597-3211855,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0597-3221999,,销售:0597-3221888; 服务:0597-3221999,,0597-3221888,gm@33763.caf.so,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",龙岩,,364015,,,A33763,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:05:48,福建省,龙岩市,新罗区,6980,[]
26995,"116.761291,25.666006",龙岩市全福连城分公司,连城县文亨汽车城,CAF,,Category2,,0597-8952291,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0597-8922091,,销售:0597-8922091; 服务:0597-8922091,,0597-8922091,zrs13985907460@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",连城,,364000,,,A40764,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:05:59,福建省,龙岩市,连城县,5002,[]
26993,"116.348561,25.84332",龙岩龙丰福瑞长汀分公司,福建省龙岩市长汀县环城北路兴民开发区,CAF,,Category2,,0597-6595261,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0597-6860666,,销售:0597-6860666; 服务:0597-6860666,,0597-6860666,8815958@qq.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",长汀,,366300,,,A40762,,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-09-26 16:05:53,福建省,龙岩市,长汀县,1415,[]
26997,"116.431099,25.064609",龙岩市全福上杭分公司,上杭县水溪渡大桥南侧,CAF,,Category2,,0597-3966680,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0597-3881000,,销售:0597-3881000; 服务:0597-3881000,,0597-3881000,fengchiauto@126.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",上杭,,364000,,,A40765,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:06:07,福建省,龙岩市,上杭县,2012,[]
27026,"118.361486,27.052438",南平华骏汽车销售服务有限公司,福建省建瓯市笋竹城C区9号地块,CAF,,Category2,,0599-6929988,福建,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0599-6929999,,销售:0599-6929999; 服务:0599-6929999,,0599-6929999,wphuajunford@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",建瓯,,353100,,,A19778,,"08:30,18:00;08:30,18:00;09:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:29:55,福建省,南平市,建瓯市,6501,[]
27609,"120.193678,27.293336",福建丰达福鼎分公司,福建省宁德福鼎市星火工业园区15号,CAF,,Category2,,福建,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0593-7268111,,销售热线 ： 0593-7860111；服务热线 ： 0593-7268111,,0593-7860111,sales@A19777.caf.so,福鼎,,,355200,,,A44682,,,2017-09-01 18:19:47,2017-09-26 13:59:19,福建省,宁德市,福鼎市,4161,[]
27479,"103.88621,36.058035",兰州赛福汽车销售服务有限公司,甘肃省兰州市城关区均家滩371号,"CAF,FCO",,Category1,,0931-8551166,甘肃,,,"全新福特撼路者,全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0931-8551112,,销售:0931-8559103; 服务:0931-8551112; 进口:0931-8551111,,0931-8559103,gsyulinke@chinagrandauto.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",兰州,,730000,,0931-8551111,A03890,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 15:32:11,甘肃省,兰州市,城关区,4679,[]
26953,"103.778909,36.080663",兰州金岛长福安宁分公司,兰州市安宁区北滨河中路1250号（顺丰肥牛东侧）,CAF,,Category2,,,甘肃,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0931-8323830,,销售:0931-8323830; 服务:0931-8323830,,0931-8323830,251536673@qq.com,;;;;;;,兰州,,730070,,,A41183,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:10:48,甘肃省,兰州市,安宁区,5434,[]
26955,"103.720116,36.086737",兰州永泰汽车销售服务有限公司,甘肃省兰州市七里河区南滨河中路1155号,CAF,,Category2,,0931-2771836,甘肃,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界,福特探险者,福特福克斯ST,全新福克斯RS",0931-2608555,,销售:0931-2213111; 服务:0931-2608555,,0931-2213111,lzytford@126.com,"08:40,18:00;08:40,18:00;08:40,18:00;08:40,18:00;08:40,18:00;08:40,18:00;08:40,18:00",兰州,,730030,,,A35804,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:10:40,甘肃省,兰州市,七里河区,10652,[]
26527,"103.688326,36.079341",甘肃全顺江铃汽车销售服务有限公司,甘肃省兰州市七里河区南滨河西路1428号,JMC,Category3,,,甘肃,0931-2583868,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,0931-2562580,,销售:0931-2580070;服务:0931-2562580,,mailto:gsqs@jmc.com.cn,0931-2580070,兰州,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",,730051,"销售,保养,机修,钣喷",,,1326101A-02,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-07-20 12:55:09,甘肃省,兰州市,七里河区,13276,[]
26526,"103.674248,36.10054",甘肃全顺江铃汽车销售服务有限公司,甘肃省兰州市七里河区南滨河西路1428号,JMC,Category3,,,甘肃,0931-2583868,,"福特经典全顺,福特新世代全顺",,0931-2562580,,销售:0931-2583775;服务:0931-2562580,,mailto:gsqsfw@jmc.com.cn,0931-2583775,兰州,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",,730050,"销售,保养,机修,钣喷",,,1326101A-01,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-07-20 12:55:09,甘肃省,兰州市,七里河区,15038,[]
26954,"103.636923,36.137455",兰州金岛长福汽车销售有限公司,甘肃省兰州市安宁区北滨河路西段新纪元汽车城,CAF,,Category2,,,甘肃,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0931-7706111,,销售:0931-7706222; 服务:0931-7706111,,0931-7706222,wyz123722@sohu.com,"09:00,17:30;09:00,17:30;09:00,17:30;09:00,17:30;09:00,17:30;09:00,17:30;09:00,17:30",兰州,,7360128,,,A18235,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:10:44,甘肃省,兰州市,安宁区,19662,[]
26906,"98.303731,39.781384",嘉峪关良志汽车销售有限公司,嘉峪关市迎宾东路与钢成南路交叉处东南角,CAF,,Category2,,0937-6397777,甘肃,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0937-6397777,,销售:0937-6397777; 服务:0937-6397777,,0937-6397777,jiayuguanliangzhi@163.com,"08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30",嘉峪关,,735100,,,A18595,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:16:05,甘肃省,嘉峪关市,,1548,[]
27187,"105.872127,34.553203",天水福汇达汽车销售有限公司,天水市花牛镇花牛村,CAF,,Category2,,0938-6837004,甘肃,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0938-6837000,,销售:0938-6837666; 服务:0938-6837000,,0938-6837666,fhd1012@yahoo.com.cn,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",天水,,741002,,,A25095,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:18:24,甘肃省,天水市,麦积区,13824,[]
