id,dealer_code,username,password,dealer_name,province,city,address,sale_tel,after_tel,x,y,qrcode,wechat,wechat_name,about,created_at,updated_at
27,70195Y,,,济宁华安汽车销售服务有限公司,山东省,济宁市,济宁高新区金宇路51号(振宁汽车广场东风雪铁龙4S店),0537-3155166,0537-2366688,116.637424,35.437247,,,,,1459419202,1459419202
593,70984F,,,曲阜博奥汽车销售服务有限公司,山东省,济宁市,曲阜市开发区327国道海关东600米路南,0537-3260888,0537-3260366,117.058694,35.607578,,,,<p>&nbsp; &nbsp;</p>,1483409113,1484809386
189,70502G,,,淄博远方泰龙汽车销售服务有限公司,山东省,淄博市,淄博市开发区中心路北首178号,05333184666 3179000,3179333,118.059134,36.804685,,,,,1459419202,1459419202
190,70037B,,,淄博龙煜汽车有限公司,山东省,淄博市,淄博市张店区山泉路82号,2988193,2972215,118.046922,36.777321,,,,,1459419202,1459419202
256,70910A,,,山东滨州运景汽车销售服务有限公司,山东省,滨州市,山东省滨州经济开发区渤海二十二路以东长江三路以南,2217666,2214666,117.939189,37.381401,,,,,1459419202,1459419202
257,70472Z,,,滨州泰龙汽车销售服务有限公司,山东省,滨州市,滨州市滨城区市东办事处渤海五路866号,0543-2111222,0543-2111722,118.024133,37.428404,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494489391
192,70603S,,,诸城市亚飞喜龙汽车销售服务有限公司,山东省,潍坊市,诸城市西外环路南段路东(东升国际物流城内),6160588,6151777,119.382223,35.986643,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477033199
208,75476N,,,潍坊鑫华厦汽车贸易有限公司,山东省,潍坊市,潍坊市奎文区潍州路519号,0536-8809999,0536-8808123,119.137767,36.650268,,,,,1459419202,1459419202
209,75677G,,,潍坊百大汽车销售服务有限公司,山东省,潍坊市,潍坊市寒亭区通亭街555号,0536-7363969,0536-7367666,119.185447,36.76432,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494559522
213,70605U,,,山东寿光龙骏汽车销售服务有限公司,山东省,潍坊市,山东省寿光市南环路南徐小区对面,0536--5108156,0536--5109156,118.762925,36.824361,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477033232
219,70781K,,,青州百嘉汽车销售服务有限公司,山东省,潍坊市,青州市玲珑山北路2888号,3299556,3520900,118.488567,36.746267,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477033279
252,70588A,,,高密市隆运汽车销售服务有限公司,山东省,潍坊市,高密市夷安大道8888号,2216677,2216767,119.788797,36.4417,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477033164
260,70895J,,,安丘市恒德汽车销售服务有限公司,山东省,潍坊市,安丘双丰大道中段翰沃城路南（恒德汽车园）,0536-4768188,0536-2263000,119.230092,36.409652,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477033132
202,70681B,,,烟台君美汽车销售有限公司,山东省,烟台市,烟台市芝罘区幸福南路9号,6808000,6806000,121.345679,37.565634,,,,,1459419202,1459419202
203,70210P,,,烟台市黄海汽车贸易有限公司,山东省,烟台市,烟台市芝罘区机场路191号,0535-6016123,0535-6010676,121.371159,37.507786,,,,,1459419202,1459419202
236,70762P,,,莱州市弘远汽车销售服务有限公司,山东省,烟台市,莱州市果达埠村西,0535-2809099转1,0535-2809099转2,119.912833,37.165842,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1496642631
234,70711J,,,聊城金宇汽车销售服务有限公司,山东省,聊城市,聊城市光岳路北段路东江北汽车城内,0635-8521234,0635-8760906,115.986869,36.455829,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494559733
237,70537V,,,莱芜平安汽车贸易有限公司,山东省,莱芜市,莱芜市高新区汇源东大街68号,6866777,6869111,117.736415,36.202386,,,,,1459419202,1459419202
251,70658B,,,菏泽同源汽车销售服务有限公司,山东省,菏泽市,菏泽市开发区黄河东路666号（汽车交易大市场东200米路南）,0530-5702228,0530-5702226,115.568904,35.271488,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494489333
222,70164P,,,青岛市进口汽车大修厂,山东省,青岛市,青岛市市南区福州北路30号,0532-85778217,0532-85778219,120.406078,36.092442,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494489006
224,70592E,,,青岛和胜达汽车销售服务有限公司,山东省,青岛市,青岛平度市青岛路西端615号,0532-85362222转1,0532-85362222转2,119.928339,36.780034,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494489046
248,70538W,,,青岛永日汽车工贸有限公司,山东省,青岛市,青岛即墨市经济开发区烟青一级路196号甲,0532-86536698,0532-86536699,120.504721,36.379878,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477032897
435,70631X,,,兰州利达汽车销售服务有限公司,甘肃省,兰州市,兰州市七里河区南滨河西路1427号,2682000,2682111,103.685517,36.10438,,,,,1459419202,1459419202
436,70439N,,,兰州奔马汽车销售服务有限公司,甘肃省,兰州市,兰州市城关区北滨河东路88号,0931-8344444,0931-8311111,103.830663,36.072376,,,,,1459419202,1459419202
440,70755G,,,嘉峪关丰汇汽车销售服务有限公司,甘肃省,嘉峪关市,嘉峪关市体育大道东2458号,0937-6338777 0937-6338999,0937-6338999,98.320978,39.785132,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494903210
432,70792X,,,天水奔马汽车销售服务有限公司,甘肃省,天水市,甘肃省天水市麦积区花牛镇花牛村华世汽贸城,6837777,6837778,105.875425,34.552943,,,,,1459419202,1459419202
38,70923P,,,庆阳奔马汽车销售服务有限公司,甘肃省,庆阳市,甘肃省庆阳市西峰区刘家岭村陇东汽车城东风雪铁龙4S店,0934-8889827,0934-8889827,107.626295,35.763828,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494903253
414,70899N,,,张掖市天顺汽车销售有限公司,甘肃省,张掖市,甘肃省张掖市滨河新区绿洲现代物流园区规划崇业路和腾飞路交汇处西南角,8589111,8589119,100.459892,38.93932,,,,,1459419202,1459419202
12,70930X,,,武威瑞晨汽车销售服务有限公司,甘肃省,武威市,甘肃省武威市凉州区城西沿金色大道城市连接线段金沙社区西侧,0935-2356080,0935-2356082,102.70943,37.927644,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494903291
447,70799E,,,白银海天东龙汽车销售服务有限公司,甘肃省,白银市,甘肃省白银市白银区银西工业园区（甘肃海天国际汽车城内）,6950670,0943--6950662,104.205649,36.501822,,,,,1459419202,1459419202
347,70884X,,,保山明通汽车销售服务有限公司,云南省,保山市,云南省保山市隆阳区永昌街道工业园区下村产业孵化园,0875-2206615,0875-2855666,99.20028600000001,25.146716,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494904430
611,70996U,,,大理汇利汽车销售服务有限公司,云南省,大理市,云南省大理白族自治州大理市大理经济开发区苍山东路539号泛亚汽车城品牌店D1-1号,0872-2202518,0872-2202518,100.270194,25.601294,,,,<p>&nbsp; &nbsp;</p>,1506668227,1506668227
18,70927U,,,文山明进汽车销售服务有限公司,云南省,文山市,云南省文山州文山市国际汽车城,0876-2667717 0876-2669897,0876-2661001 0876-2665166,104.244423,23.369871,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494904287
334,75720D,,,昆明都市车迷汽车服务有限责任公司,云南省,昆明市,昆明市北京路延长线金刀营村,0871-8053899/0871-8053866,0871-8053911,102.737214,25.089014,,,,,1459419202,1459419202
335,70460L,,,云南合兴汽车服务有限公司,云南省,昆明市,昆明市西二环路609号,0871-8317588,0871-8317388,102.674319,25.074265,,,,,1459419202,1459419202
603,70986H,,,昆明平诺汽车销售服务有限公司,云南省,昆明市,云南省昆明市官渡区官南路与福达路交叉口1幢,0871-65325188,0871-65335188,102.727268,25.015117,,,,<p>&nbsp; &nbsp;</p>,1496642422,1496642422
17,70929W,,,普洱鸿达悦康汽车销售服务有限公司,云南省,普洱市,云南省普洱市思茅区北部新区环城路,0879-2186222,0879-2178333 0879-2155333,100.973633,22.796497,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494904333
321,70077V,,,云南曲靖交通集团精工达汽车技贸有限公司,云南省,曲靖市,曲靖市环城东路北段,0874-3515688、3519588,0874-3511222、3515577,103.782539,25.520758,,,,,1459419202,1459419202
315,70684E,,,云南玉溪诚雪汽车销售服务有限公司,云南省,玉溪市,玉溪市红塔区太极路中段(亚太国际汽车城),2798088,2798111,102.550859,24.385497,,,,,1459419202,1459419202
525,70953X,,,丽江鑫良骏汽车贸易有限公司,云南省,丽江市,云南省丽江市古城区金山石屏上村丽江汽车城内,0888-5108556,0888-5108556,100.254297,26.872679,,,,<p>&nbsp; &nbsp;</p>,1459765997,1494904521
528,70941J,,,德宏上通汽车销售服务有限公司,云南省,德宏傣族景颇族自治州,云南省德宏州芒市阔时路下段,2998866,2995799,98.581431,24.44968,,,,<p>&nbsp; &nbsp;</p>,1459766441,1505899933
517,70960E,,,楚雄佳通汽车销售服务有限公司,云南省,楚雄彝族自治州,楚雄市雄宝路6号（小河口）,3897999,3896999,101.567321,25.055025,,,,<p>&nbsp; &nbsp;</p>,1459419202,1505900386
596,70981C,,,临沧添福源福龙汽车销售有限公司,云南省,临沧市,云南省临沧市临翔区缅宁大道214线交叉路口,0883-2888188,0883-2888088,100.112332,23.928331,,,,<p>&nbsp; &nbsp;</p>,1483411005,1483427902
443,70904U,,,固原正通汇汽车销售服务有限公司,宁夏区,固原市,宁夏固原市经济开发区九龙路,2930913,2930914,106.272704,36.006277,,,,,1459419202,1459419202
418,70510R,,,宁夏正通汽车销售服务有限公司,宁夏区,银川市,银川市德胜工业园区109国道18号,0951-8987888,0951-8989222,106.318751,38.528432,,,,,1459419202,1459419202
23,70925S,,,亳州市天瑞汽车销售服务有限公司,安徽省,亳州市,亳州市谯城区杜仲路3号,0558-5151001,0558-5151999,115.761664,33.836932,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1476970322
291,70630W,,,蒙城风之源汽车销售服务有限公司,安徽省,亳州市,安徽省亳州市蒙城县汽车产业园,7787999,7970999,116.578356,33.251084,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477012892
293,70672S,,,六安鑫源汇汽车销售服务有限公司,安徽省,六安市,安徽省六安市金安经济开发区312国道与胜利路交叉口西500米,0564-3837200,0564-3837222,116.619685,31.773214,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494581199
301,70667L,,,安徽伟嘉行汽车销售服务有限公司,安徽省,合肥市,合肥市包河工业区安徽南方车业有限公司(长春街北京现代专卖店西边)13#厂房,63732588,63732789,117.328948,31.779139,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1476970389
302,70649S,,,安徽致翔汽车销售服务有限公司,安徽省,合肥市,安徽省合肥市蜀山区新产业园,65849588,65849599,117.176664,31.86809,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1486435171
303,70038C,,,合肥悦意汽车销售服务有限公司,安徽省,合肥市,合肥高新区天智路4号,65328822,65133292,117.214822,31.83659,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1486435050
304,75220K,,,安徽伟风汽车销售服务有限公司,安徽省,合肥市,合肥市双七路国际汽车城14号,0551-64395101,0551-64395338,117.323979,31.894869,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494578365
312,70693P,,,安庆亚成汽车销售有限公司,安徽省,安庆市,安徽省安庆市开发区中兴大道(1.3平方公里工业园),5876666,5253999,117.062223,30.561875,,,,,1459419202,1459419202
299,70710H,,,淮北市强顺汽车销售服务有限公司,安徽省,淮北市,淮北市相山区相阳路寇湾汽车城2号,0561-3118899,0561-3113122,116.800137,33.96914,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494581268
298,70802H,,,淮南致翔汽车销售服务有限公司,安徽省,淮南市,淮南市洛河经济开发区国庆路41号,3316588,3316599,117.03491,32.655428,,,,,1459419202,1459419202
307,70682C,,,滁州宁德汽车销售服务有限公司,安徽省,滁州市,滁州市经济技术开发区金凤路66号,6813333,6813000,118.32457,32.317351,,,,,1459419202,1459419202
35,70900P,,,芜湖佳和汽车销售服务有限公司,安徽省,芜湖市,芜湖经济技术开发区长虹工业园6幢,0553-5910888,0553-5911120,118.384108,31.36602,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494581335
275,70671R,,,铜陵国通汽贸有限公司,安徽省,铜陵市,铜陵市铜都大道南段桥南4S店集群,0562-2661888,0562-3815333,117.772169,30.871621,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494581002
306,70647P,,,阜阳九天汽车销售服务有限公司 ,安徽省,阜阳市,阜阳汽贸物流园阜颖路4号,0558-2151888,0558-2113999,115.871678,32.849265,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494578496
292,70774C,,,马鞍山德厚兴隆汽车销售服务有限公司,安徽省,马鞍山市,安徽省马鞍山市当涂经济开发区,0555-6711060,0555-6738670,118.646673,31.503024,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494581420
540,70943L,,,黄山市东鑫汽车销售服务有限公司,安徽省,黄山市,歙县郑村镇向杲村（黄山市亚林经贸有限公司内）,6630666,6620888,,,,,,<p>&nbsp; &nbsp;</p>,1459767851,1459767851
324,75377F,,,广西龙康汽车销售服务有限公司,广西区,南宁市,南宁市五一中路5-8号,07714853366、07714853399,4828111,108.292848,22.802785,,,,,1459419202,1459419202
325,75202R,,,广西弘龙汽车销售服务有限公司,广西区,南宁市,南宁市江南区南站大道北侧,0771-4912258,0771-4912255,108.226019,22.769113,,,,,1459419202,1459419202
330,70864A,,,桂林恒久汽车销售服务有限公司,广西区,桂林市,广西灵川八里街工业园区桂林惠信汽车市场第5栋1号,6592228,6592226,110.315271,25.358865,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477013129
319,70881U,,,梧州市弘龙汽车销售服务有限公司,广西区,梧州市,梧州市长洲区三龙大道西段18号3号展厅,3810908,3898832,111.22932,23.451191,,,,,1459419202,1459419202
338,70893G,,,河池市汇华汽车销售服务有限公司,广西区,河池市,河池市金城江区东江镇百旺社区中村金城江区人民法院斜对面,0778-2309925,0778-2309975,108.098124,24.694694,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494578241
316,70734J,,,广西玉林骏越汽车销售服务有限公司,广西区,玉林市,广西玉林市教育东路162号,0775-2691888,0775-2697888,110.181352,22.658481,,,,,1459419202,1459419202
609,70993R,,,百色万弘汽车销售服务有限公司,广西区,百色市,百色市右江区大旺路12号大旺汽车广场内,0776-8800886,0776-8801333,106.666445,23.859126,,,,<p>&nbsp; &nbsp;</p>,1506667813,1506667813
58,70852M,,,天津鹏瑞龙汽车贸易有限公司,天津市,天津市,天津市西青区大寺镇津荣道15号101汽车文化广场,28286666,28439680,117.261482,39.031657,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1493367005
59,70715N,,,天津市利丰泰坤汽车销售服务有限公司 ,天津市,天津市,天津市北辰区新宜白大道南侧,26319777,26319777,117.217114,39.211727,,,,,1459419202,1459419202
60,70703A,,,天津腾龙汽车销售有限公司,天津市,天津市,天津开发区第四大街59号,66193366,66193337,117.559015,39.096073,,,,,1459419202,1459419202
62,70526H,,,天津港保税区合兴创业国际贸易有限公司,天津市,天津市,天津空港经济区汽车园中路16号,022-84905000转20,022-84905050转50,117.379295,39.165461,,,,,1459419202,1459419202
63,70025N,,,天津九州汽车贸易发展有限公司,天津市,天津市,天津市南开区长江道289号,022-83560088,022-87612948,117.144519,39.124125,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494487417
287,70869F,,,江苏东润汽车销售服务有限公司,江苏省,南京市,南京市浦口区泰山街道沿山东路9-10号,025-58101688,025-58150200,118.724798,32.142327,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494572683
288,70675V,,,江苏东联汽车销售有限公司,江苏省,南京市,南京市栖霞区仙尧路18号,025-85205088/85205188,025-86691331,118.898403,32.113954,,,,,1459419202,1459419202
290,70521C,,,南京万帮汽车贸易服务有限公司,江苏省,南京市,南京市秦淮区大明路168号,025-52626665,025-52645588,118.816549,32.010052,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494572589
282,70889C,,,江苏太平洋汽车集团如皋城西服务有限公司,江苏省,南通市,如皋市如城街道顾庄社区五组,0513-85332000,0513-87905588,120.580144,32.273616,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505965290
283,70839Y,,,江苏太平洋汽车集团如东福顺有限公司,江苏省,南通市,如东县掘港镇城南工业园区（国清寺南1公里）,0513-81968111,0513-81968122,121.173498,32.284256,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505965271
285,70685F,,,江苏太平洋汽车集团南通港闸服务有限公司,江苏省,南通市,南通市城港路136号,0513-85606000,0513-85308919,120.813369,32.040176,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505965196
286,70646N,,,江苏太平洋汽车集团南通崇川服务有限公司,江苏省,南通市,南通市青年东路东延段北、车管所西侧,0513-81018888,0513-81188699,120.9503,32.004748,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505964802
305,70780J,,,江苏太平洋汽车集团海门汽车销售有限公司,江苏省,南通市,海门市海门镇人民西路1579号,0513-81215000,0513-81215011,121.134608,31.89391,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505965234
527,70551K,,,宿迁明翔车业有限公司,江苏省,宿迁市,宿迁市宿城区双庄镇双庄街南（迅驰路东侧）,0527-88889278,0527-82860299,118.24418,33.937524,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459766293,1497335551
308,70618H,,,江苏明都恒龙汽车销售服务有限公司,江苏省,常州市,常州市武进区湖塘镇武进汽车城B-9号,0519-86500999-1,0519-86500999-2,119.968969,31.700033,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1501495019
309,70491V,,,江苏明都常龙汽车销售服务有限公司,江苏省,常州市,常州市新北区通江中路597号,85166999,85166999,119.989227,31.846328,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1476971288
261,70905V,,,张家港驰乐汽车配件有限公司,江苏省,张家港市,张家港经济开发区塘市金塘路103号,0512-55373111,0512-55373222,121.665449,31.238047,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494573538
268,75766D,,,徐州神龙汽车销售有限公司,江苏省,徐州市,徐州经济开发区三环东路金山桥,0516-87778222,0516-87770222,117.253309,34.303295,,,,,1459419202,1459419202
284,70890D,,,邳州市亿能汽车销售服务有限公司,江苏省,徐州市,邳州市赵墩镇澎湖村,0516-86299999,0516-86281999,117.866247,34.308511,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477034906
612,70999X,,,扬州东峻天裕汽车销售服务有限公司,江苏省,扬州市,扬州市邗江区荷叶东路98号,0514-82079066,0514-82079166,119.397772,32.455105,,,,<p>&nbsp; &nbsp;</p>,1506668313,1506668313
273,75230W,,,无锡市龙顺汽车销售服务有限公司,江苏省,无锡市,无锡市崇安区学前东路919号,0510-85436999,0510-85437999,120.305686,31.529805,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1476971187
274,75655H,,,无锡神龙汽车销售服务有限公司,江苏省,无锡市,无锡市金城东路290号（纺城大道口）东方汽车新城A7座,82121118,0510-82127778,120.410976,31.567033,,,,,1459419202,1459419202
297,70673T,,,江阴奥龙汽车销售有限公司,江苏省,无锡市,江阴市澄杨路127号,0510-80666688,0510-80666919,120.326434,31.889284,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494573212
276,70532P,,,泰州福泰汽车销售服务有限公司,江苏省,泰州市,泰州市开发区泰高路309号,0523-82909888,0523-82909889,119.910366,32.426068,,,,,1459419202,1459419202
532,70951V,,,淮安市龙吉汽车销售有限公司,江苏省,淮安市,淮安市清浦区北京南路41号,0517-83792111,0517-83792999,119.019555,33.580725,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459767041,1505892842
265,70595H,,,盐城市嘉禾汽车销售有限公司,江苏省,盐城市,盐城市盐都区开创路2号(东方汽贸广场),0515-68822666,0515-68822600,120.14127,33.333471,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1505964730
595,70982D,,,森风集团盐城明德汽车有限公司,江苏省,盐城市,盐城经济技术开发区希望大道南路9-3号,,0515-88272111-2,120.234541,33.36277,,,,<p>&nbsp; &nbsp;</p>,1483410371,1483410371
279,70916G,,,苏州市中南汽车销售服务有限公司,江苏省,苏州市,苏州市高新区汽车城汇通路9号,0512-66616111,0512-66626299,120.560393,31.326431,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494573354
280,70848H,,,苏州欧亚伟业汽车销售服务有限公司,江苏省,苏州市,苏州相城经济开发区华元路99号,65759991,65759995,120.644613,31.381533,,,,,1459419202,1459419202
281,70527J,,,苏州新望汽车服务有限公司,江苏省,苏州市,苏州市吴中区木渎镇中山东路170号,66878888,0512-66878999,120.554917,31.264132,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1469602457
296,75823R,,,昆山锦通汽车贸易有限公司,江苏省,苏州市,昆山玉山镇城北富士康路1398号,57756001,57756005,120.936873,31.420747,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1477035449
310,70458J,,,常熟市佳安汽车修配有限公司,江苏省,苏州市,常熟市黄河路333号,0512-52842111,0512-52844211,120.739115,31.679391,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494573394
583,70977Y,,,连云港山河汽车销售服务有限公司,江苏省,连云港市,连云港市海州区宁海华人华侨工业园迎宾大道,83068666,83065666,119.234535,34.554955,,,,<p>&nbsp; &nbsp;</p>,1475218549,1478052061
529,70949T,,,镇江龙鼎汽车销售有限公司,江苏省,镇江市,镇江市新区丁卯纬三路128号1幢,0511-88616688,0511-83997561,119.529578,32.180387,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459766710,1494574030
395,70567C,,,娄底市湘华交通物流有限公司,湖南省,娄底市,娄底市娄星区万宝镇仙女街,0738-8766666,0738-8710666,112.025101,27.668236,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1476971438
608,70992P,,,东风鸿泰汽车销售有限公司岳阳分公司,湖南省,岳阳市,岳阳经济技术开发区通海路管理处八字门天力电磁综合楼一楼,0730-8316688,0730-8708177,113.183523,29.372614,,,,<p>&nbsp; &nbsp;</p>,1504233824,1504233824
413,70490U,,,常德市恒瑞汽车贸易有限公司,湖南省,常德市,常德市龙港北路湘西北汽贸城内东风雪铁龙4S店,0736-7707771,0736-7705969,111.653718,29.012149,,,,,1459419202,1459419202
404,70771Z,,,怀化市可鑫汽贸有限公司,湖南省,怀化市,湖南省怀化市鸭嘴岩高速入口汽车大世界,0745-2839777,0745-2839777,109.986959,27.557483,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494901801
350,70424X,,,株洲同力交通实业有限责任公司,湖南省,株洲市,湖南省株洲市荷塘区红旗中路513号,0731-28413668,0731-28423988,113.164615,27.870192,,,,,1459419202,1459419202
359,70608X,,,永州新兰天汽车贸易有限公司,湖南省,永州市,永州市零陵区零陵大道潇湘汽车城东风雪铁龙永州新兰天4S店,6317888,6317999,111.637963,26.348494,,,,,1459419202,1459419202
360,70653W,,,益阳兰天国龙汽车销售服务有限公司,湖南省,益阳市,益阳市十洲路(赫山地税局对面),0737-4206000,0737-4260000,112.397797,28.57937,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494901753
405,70508N,,,衡阳天成汽车销售服务有限公司,湖南省,衡阳市,衡阳市西外环路西侧杨柳村二组,0734-8669999转1 0734-8669977,0734-8669999转2 0734-8809516,112.577005,26.869341,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494901701
388,70625R,,,邵阳市兰天兴龙汽车贸易有限公司,湖南省,邵阳市,邵阳市双清区邵阳大道与大兴路交叉路口,5199009,5199019,111.558493,27.259533,,,,,1459419202,1459419202
412,70747Y,,,郴州承鹏汽车贸易有限责任公司,湖南省,郴州市,郴州市郴资桂路南侧（郴州三旗植物高级营养素有限公司内）,0735-2298111,0735-2868111,113.037704,25.782264,,,,,1459419202,1459419202
352,70758K,,,湖南省快乐裕和汽车销售服务有限公司,湖南省,长沙市,长沙市岳麓区西二环（阳光100对面）东风雪铁龙4S店,0731-88727777,0731-88727771,112.947749,28.147857,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1473052890
353,70535T,,,湖南星一汽车销售服务有限公司,湖南省,长沙市,长沙县中南汽车世界H09号,84037989,84037996,113.071501,28.240571,,,,,1459419202,1459419202
354,70475C,,,湖南省兰天汽车销售有限公司,湖南省,长沙市,长沙市长沙大道558号,0731-85954268 85954368,0731-85954568,113.047806,28.175503,,,,,1459419202,1459419202
355,75317R,,,长沙市龙众汽车销售服务有限公司,湖南省,长沙市,长沙市天心区芙蓉南路雀园路口东,0731-82314888 0731-82314999,0731-82314818,112.993872,28.141626,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494901533
399,70822E,,,湖南辉瑞汽车有限公司,湖南省,湘西土家族苗族自治州,吉首市经济开发区（湘西职业技术学院正对面）,0743-8768888,0743-8769999,109.770926,28.317143,,,,<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>,1459419202,1494901859
