No,DealerCreatedTime,Point,ZanCount,QQhref,Longitude,Latitude,DealerGuidId,Medal,IS_E,DealerId,Name,DealerTag,Rate,SalesPhone,Address,Website,Email,Summery,ShareToMicroBlog,TianMaoWebsite,CheBaBaWebsite,province,city
H2950,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2922114072&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.061369,23.667787,7ce53982-2689-44f6-8643-d031b1654b6e,,False,,清远金江,,0,0763-3864519,广东省清远市新城B28号区12号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/qingyuan/qyjjiang,Qingyuanjinjiang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015036994127.htm,广东省,清远市
H2985,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.422947,24.228818,a3460fae-7098-4850-88c6-c11655cd3300,,False,,清远银山英德,,0,0763-31172221,清远英德市天佑北路（观音山大道）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/qingyuan/qyysyde,qingyuanyinshanyingde@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201114.htm,广东省,清远市
H2969,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=446493603&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,116.4918,23.257071,90a54be0-e40f-44ef-abeb-98ede3f8e118,,False,,汕头中升恒利,,0,0754-89931808,汕头市潮阳区和平中寨188号广汕公路324国道旁（蕾琪化妆品隔壁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shantou/stzshli,shantouzhongshenghengli@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210781.htm,广东省,汕头市
H2911,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,116.752053,23.353818,cfdd0f5f-da98-46cc-a0e0-3b5bb4ec7807,,False,,汕头中升恒达,,0,0754-88991189,广东省汕头市龙湖区泰山路中段14A,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shantou/sthda,shantouhengda@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210399.htm,广东省,汕头市
G2931,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2205174789&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,115.39526,22.804766,66f42682-e849-46f7-9b4d-cb6001ae80e8,,False,,汕尾中升恒通,,0,0660-3813666,汕尾市区海汕公路赤岭段东侧东风日产中升恒通专营店（市区交警大队隔壁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shanwei/swhtong,shanweizhongshenghengtong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210487.htm,广东省,汕尾市
H2943,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2248628245&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.592726,24.766789,4817b1dc-f124-4141-9af3-c27ab339b17d,,False,,韶关通九州,,0,0751-8261333,韶关市浈江区韶南大道北83号（南郊四公里）通九州大厦,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shaoguan/sgtjzhou,shaoguantongjiuzhou@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015036976092.htm,广东省,韶关市
H2987,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.587072,24.7422,ae11e790-25b1-439b-b11c-dadbd2d59fcd,,False,,韶关通九州韶冶,,0,0751-8227818,广东省韶关市浈江区韶南大道南壹拾贰号之壹,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shaoguan/shaoguantongjiuzhoushaoye,shaoguantongjiuzhoushaoye@dfl.com.cn,,,,,广东省,韶关市
G2920,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=270385167&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.899749,22.586917,3bcadb70-8945-427b-ad40-61f470470126,,False,,深圳东风南方华新,,0,0755-27473022,深圳市宝安区前进一路与新安四路交汇处，天虹沃尔玛旁,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhxin,shenzhendongfengnanfanghuaxin@dfl.com.cn,,,,http://www.chebaba.com/dealer_S15012015402606597.htm,广东省,深圳市
G2922,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=0&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.035512,22.564558,04594d66-d178-4772-b39c-097e6260b641,,False,,深圳裕朋,,0,"0755-88316602,",深圳市福田区北环大道7028号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szypeng,shenzhenyupeng@fengshenmotor.com                                   ,,,,http://www.chebaba.com/dealer_S2015072210496.htm,广东省,深圳市
H2980,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2553148795&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.819709,22.680751,a2f9fa49-14a2-48e5-9599-cd783b9ec4b6,,False,,深圳东风南方华昌,,0,0755-23158889，0755-23156889,深圳市宝安区福永立新路与福洲大道交汇处花园酒店旁（福永中学北行300米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/nfhchang,shenzhendongfengnanfanghuachang@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201036.htm,广东省,深圳市
H2988,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=343873609&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.086195,22.715193,204d849d-5578-4c6b-9a22-6cc29a3fc6c1,,False,,深圳东风南方观澜华盛,,0,0755-28030666,深圳市龙华新区观澜福兴围社区观平路182号（福兴围幼儿园旁边）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szglhsheng,343873609@qq.com,,,,http://www.chebaba.com/dealer_S2015072210935.htm,广东省,深圳市
G2925,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1831050276&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.807123,22.739019,6e9c77ba-1a98-4a72-b365-fc6c1306006e,,False,,深圳新大兴,,0,0755-27283502,深圳市宝安区沙井西环路2111号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szxdxing,shenzhenxindaxing-dmc@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210548.htm,广东省,深圳市
G2927,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=911437536&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.017624,22.655139,b56d2799-1267-4e5d-ab67-a576f94b1679,,False,,深圳东风南方华龙,,0,0755-27706789,深圳市龙华新区布龙路龙胜新村B区281号（地铁4号线龙胜站B出口胜龙加油站旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhlong,shenzhendongfengnanfanghualong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210544.htm,广东省,深圳市
G2912,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=411307689&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.146171,22.549005,2fcfaffd-8d91-4f93-a564-678eb1d9db41,,False,,深圳东风南方华鹏,,0,0755-82378225,深圳市罗湖区延芳路东益汽车交易广场二期D1区,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhpeng,shenzhenfengshenhuapeng@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210534.htm,广东省,深圳市
G2923,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2859541970&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.942216,22.532582,677d6566-fd03-43d9-a727-c0f9971a9117,,False,,深圳东风南方华旭,,0,0755-26720506,深圳市南山区白石路桂庙新村118号（深圳大学南门出口200米处）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhxu,shenzhenfengshenhuaxu@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210541.htm,广东省,深圳市
G2921,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1412322841&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.231618,22.708842,4752783d-8189-45f9-9096-74652f302c4e,,False,,深圳东风南方华翔,,0,0755-89628111,深圳市龙岗中心城如意路与沙园路交叉段（龙城街道办旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhxiang,shenzhenfengshenhuaxiang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210537.htm,广东省,深圳市
H2986,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1148076402&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.231569,22.673198,d0453ae9-2a51-4759-bc44-7f2391bcfef9,,False,,深圳东风南方华景,,0,0755-89762999,深圳市龙岗区横岗街道银盛路33号20号展位,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhjing,dfnissanhjxsbdxz@163.com,,,,http://www.chebaba.com/dealer_S2015072201025.htm,广东省,深圳市
G2926,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2082025045&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.037728,22.547094,eb5a0c5f-16b8-4094-ac77-18576ea08c5a,,False,,深圳东风南方华瑞,,0,0755-83888866,深圳市福田区深南大道6068号联合华鹏汽车交易广场C1-2(香蜜湖度假村旁边),http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/shenzhen/szhrui,shenzhenfengshenhuarui@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210542.htm,广东省,深圳市
H2971,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2839793148&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.946853,21.86648,65f2ad11-9c1f-4ba1-a7f0-33f2d16a792d,,False,,阳江广宝丰,,0,0662-3118888,阳江市漠江中路北侧（独洲大道路口）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/yangjiang/yjgbfeng,yangjiangguangbaofeng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210786.htm,广东省,阳江市
H2937,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=384554942&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.006983,21.877942,c67d03ec-cae7-4c51-892a-e64e2b127f3e,,False,,阳江金山,,0,0662-3303900,阳江市东风三路163号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/yangjiang/yjjshan,yangjiangjinshan@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210317.htm,广东省,阳江市
H2997,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.788588,22.181922,aa5ed954-4652-45a0-824e-9fa09d51fe5f,,False,,阳江阳春溢美,,0,0662-7653866,广东省阳春市春城迎宾大道二桥头北侧中保大楼首层,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/yangjiang/yjycymei,"<link url=""yangjiangyangchunyimei@dfl.com.cn"" linktype=""internal"" id="""" />",,,,http://www.chebaba.com/dealer_S2016010637630.htm,广东省,阳江市
H2998,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.621228,22.73351,a3b90fd4-a74e-4e0e-902e-18af50a22a3a,,False,,云浮罗定怡诚,,0,0766-3893088,罗定市素龙街道田边村（陈其超屋）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/yunfu/yfldycheng,yunfuguangli@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210642.htm,广东省,云浮市
H2957,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=574708019&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.039349,22.953885,a1f3fa66-d0f1-49ba-8fbe-6f0d7730720d,,False,,云浮怡诚,,0,0766-8337788,广东省云浮市城北过境公路高峰段自编3号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/yunfu/yfycheng,yunfuyicheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210642.htm,广东省,云浮市
H2977,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2281597381&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.377675,21.25517,31cc3759-a1b5-46cd-9296-b5e0d75e643a,,False,,湛江东升行,,0,0759-3395888,湛江赤坎区椹川大道北65号。（北站路口、乘坐公交1、13、15线到尖嘴岭村站下车，前行50米即到）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhanjiang/zjdshang,zjdongshenghang@sina.com,,,,http://www.chebaba.com/dealer_S2015072201038.htm,广东省,湛江市
H2923,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=120392479&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.385524,21.284264,d95d5208-986a-4d01-8101-62fde652c55f,,False,,湛江骏浩,,0,0759-3207188,湛江市赤坎区海田路73号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhanjiang/zjjhao,zhanjiangjunhao@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015036991465.htm,广东省,湛江市
H2973,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2779395579&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.740511,23.320124,37356303-68db-4b45-96f5-6f72d1acd611,,False,,肇庆合利恒四会,,0,0758-3231988,广东省肇庆四会市四会大道南16号之二（广汇家私旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhaoqing/zqhlhshui,zhaoqinghelihengsihui@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201097.htm,广东省,肇庆市
H2932,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2387548721&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.504967,23.108141,823ad4f6-9e6b-485d-911b-c64b700a9c8c,,False,,肇庆合利,,0,0758-2751288,广东省肇庆市过境公路肇庆学院牌坊东侧,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhaoqing/zqhli,zhaoqingheli@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210362.htm,广东省,肇庆市
H2999,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.41653,22.558734,b75cb975-9594-4630-bd37-4de97d2ce7e5,,False,,中山名城,,0,0760-28170388,广东省中山市东区长江北路361号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zhongshanmingcheng,zhongshanmingcheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_detail-3538-1.html,广东省,中山市
H2962,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2567064076&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.33587,22.46523,a24bb652-1516-4d27-8b20-268b0bfd251a,,False,,中山创日,,0,0760-88553008,中山市南区城南四路33号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zscri,zscryx@qq.com,,,,http://www.chebaba.com/dealer_S2015072210966.htm,广东省,中山市
H2928,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2455529033&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.347333,22.576581,a4e32bba-3c3f-41ad-b983-ffa46d4a6d58,,False,,中山东日,,0,0760-88555888,中山市西区沙港西路7号（沙朗BP加油站旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zsdri,zhongshanjide@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210463.htm,广东省,中山市
H2922,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1064916390&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.459678,22.537213,6651d469-0b40-4073-aac3-ef7249bc6e97,,False,,中山众杰,,0,0760-85337999,广东省中山市火炬开发区江陵大道西13号汽车贸易城,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zszjie,zhongshanzhongjie@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210508.htm,广东省,中山市
H2945,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2534580585&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.231727,22.651462,5ca0c892-b579-4783-87fa-330b67e9df50,,False,,中山创世纪,,0,0760-22277399,中山市小榄镇永宁菊城大道西,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zscsji,zhongshanchuangshiji@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210316.htm,广东省,中山市
H2976,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.488919,22.635335,bac64af0-6425-4ce5-ba48-d9f081ec5fd3,,False,,中山创诚,,0,0760-89930081,中山市民众镇番中公路民众大道北路口,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhongshan/zsccheng,zhongshanchuangcheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201183.htm,广东省,中山市
H2968,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=520001630&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.332775,22.222244,7202ddb9-0ff9-4ca9-968a-bd15f5217655,,False,,珠海黄浦,,0,0756-5517688,珠海市斗门区白蕉大道37号（西部车城内）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhuhai/zhhpu,hpnissan@hpnissan.cn,,,,http://www.chebaba.com/dealer_S2015072210750.htm,广东省,珠海市
H2951,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=564416890&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.462962,22.213302,7b7c1d8c-77df-482d-9798-adc483666206,,False,,珠海南屏,,0,0756-8915992,珠海市南屏科技工业园屏西三路1号华科汽车展览中心展厅1（A）区,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhuhai/zhnping,zhuhainanping@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210497.htm,广东省,珠海市
H2933,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=236308978&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.501533,22.295823,7982d40e-f224-4e7e-911f-0d37fd36b8ab,,False,,珠海明珠,,0,0756-3895666 0756-3895999,珠海市香洲区前山工业区华语路123号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangdong/zhuhai/zhmzhu,zhuhaimingzhu@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015036934562.htm,广东省,珠海市
G3023,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=524400499&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.676798,23.86005,45c62069-5608-4387-b77c-b9544f82ad8c,,False,,百色广缘城东,,0,0776-2996768,广西壮族自治区百色市右江区城东大道大华厂路口北侧武警支队下坡300米处,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/baise/bsgycdong,2304959915@qq.com,,,,http://www.chebaba.com/dealer_S2015072210747.htm,广西省,百色
G3015,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,109.176666,21.50531,a8b21e59-c21d-412e-8d51-c68e510d5933,,False,,北海弘盛,,0,0779-2075881,广西壮族自治区北海市南珠大道中段南珠车站斜对面,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/beihai/bhhsheng,beihaihongsheng@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210361.htm,广西省,北海市
G3022,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1804468435&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,108.396013,21.790636,c17e0b2d-9fdf-4f4f-81ef-0ad53188ce08,,False,,防城港鑫广达,,0,0770-3238008,广西防城港市防城区防钦路888号（距高速路出入口约1公里）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/fangchenggang/fcgxgda,1804468435@qq.com,,,,http://www.chebaba.com/dealer_S2015072210470.htm,广西省,防城港市
G3016,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1535260155&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,109.634139,23.110318,31f6ddb8-f9a8-459f-b186-981dd4b37433,,False,,贵港金港,,0,0775-4582322,贵港市金港大道东段（市交警考试场对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/guigang/ggjgang,guigangjingang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210553.htm,广西省,贵港市
G3011,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=511293927&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.314431,25.358546,fe2bd60e-98b0-43b8-bc83-1b88e0461b68,,False,,桂林友爱,,0,0773-2639888,广西壮族自治区桂林市灵川八里街工业园区29-2-1号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/guilin/glyai,guilinyouai@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210418.htm,广西省,桂林市
G3021,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2793124545&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.202621,25.26878,a9a6d4aa-bd60-4127-b78e-3984348837ed,,False,,桂林真龙大成,,0,0773-5588511,广西省桂林市临桂县临桂镇鲁山工业园,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/guangxi/guilin/glzldcheng,guilinzldc@163.com,,,,http://www.chebaba.com/dealer_S2015072210974.htm,广西省,桂林市
