Id,DealerSN,DisName,CityID,Tel,Sales_tel,open_service,Lng,Lat,Address,Dealer_type,DisSort
12274,D3347,桐城市利之星汽车销售服务有限公司,12274,0556-8819977,0556-8887666,0,116.947967,31.021731,安徽省桐城市文昌街道交通村合安路东侧4#101,1,4s店
11646,D3319,蚌埠市润通汽车销售有限公司,11646,0552-3712345,0552-3712233,0,117.32058,32.871129,蚌埠市高新区迎宾大道中段国际汽车城,1,4s店
11652,D3326,安徽瑞和汽车销售服务有限公司,11652,0558-7651000,0558-7608000,0,116.577031,33.248752,亳州市蒙城县汽车产业园区,1,4s店
11663,D3337,亳州市英豪汽车销售服务有限公司,11652,0558-5771311,0558-5107888/5771711/5771511,0,115.755467,33.83106,安徽省亳州市谯城区淮河路与振谯路交叉口（亳州春雨国际汽车城内）,1,4s店
11649,D3323,巢湖南峰汽车销售服务有限公司,11649,0551-82362999,0551-82362888,0,117.906266,31.635262,巢湖市半汤路中段,2,4s店
11661,D3335,安徽省池州市盛奇汽车销售服务有限公司,11661,0566-2227110,0566-2227100,0,117.541505,30.626049,池州市站前区青年路莲路汽车服务业集聚区,1,4s店
11660,D3334,滁州宁宝汽车销售服务有限公司,12315,0550-6826789,0550-6826666,0,118.35318,32.271287,滁州经济技术开发区金凤路88号,1,4s店
12315,D3349,天长市环圣汽车销售服务有限公司,12315,0550-7615999/7862999,0550-7300888/7043888,0,119.043175,32.674711,天长市炳辉路与秦栏路交汇处,1,4s店
11648,D3322,安徽省阜阳市飞达汽车销售服务有限公司,11664,0558-2219332,0558-2219336,0,115.869461,32.845418,阜阳市经济技术开发区十八里铺汽贸物流园经六路与汽贸路交叉口,1,4s店
11664,D3338,阜阳市伟田汽车销售服务有限公司,11664,0558-2219105,0558-2219101,0,115.848156,32.875056,阜阳市开发区七里铺288号,1,4s店
11643,D3316,合肥市伟光汽车销售服务有限公司,11643,0551-64289722,0551-64289755/0551-64289766,0,117.343507,31.890681,合肥市新站区北二环路汴河段安徽国际汽车城16号,1,4s店
11645,D3318,安徽稳达汽车销售服务有限公司,11643,0551-63444277,0551-63445288,0,117.310675,31.797117,合肥市包河区繁华大道与庐州大道交口南50米,1,4s店
11656,D3330,安徽伟合汽车销售服务有限公司,11643,0551-63400678,0551-63400677,0,117.352984,31.803631,安徽省合肥市包河工业区长春街（纬一路）18号,1,4s店
11662,D3336,合肥亚越汽车销售服务有限公司,11643,0551-65837575,0551-65837171,0,117.217932,31.837519,合肥市环湖东路19号亚夏汽车城,1,4s店
11668,D3342,合肥恒信华通汽车销售服务有限公司,11643,0551-67186999,0551-67186888,0,117.275925,31.916844,蒙城北路1111号合肥恒信华通现代4S店,1,4s店
12256,D3348,合肥弘现汽车销售服务有限公司,11643,0551-82362999,0551-82362888,0,117.8947222,31.63166666,巢湖市半汤路中段,2,4s店
12349,D3350,合肥锐现汽车销售有限公司,11643,0551-87013088,0551-87011088,0,117.283573,31.285439,庐江县合铜公路,1,4s店
11654,D3328,淮北市北润汽车销售服务有限公司,11654,0561-3866789,0561-3113115,0,116.804231,33.932735,淮北市相山区汽车城瑞骑路15号,1,4s店
11658,D3332,淮南市恒美汽车销售服务有限公司,11658,0554-3312211,0554-3312233,0,117.075245,32.666772,安徽省淮南市洛河经济技术开发区管委会大楼东200米绿十字对面,1,4s店
11655,D3329,黄山市亚翔汽车销售服务有限公司,11655,0559-2317333,2559-2523777,0,118.275338,29.753612,安徽省黄山市屯溪区经济开发区齐云大道,1,4s店
11651,D3325,六安市万通汽贸有限公司,12249,0564-3615777,0564-3613777,0,116.481379,31.719208,六安市裕安区城南开发区（天裕米业对面）,1,4s店
11667,D3341,六安汇添汽车销售服务有限公司,12249,0564-3960336,0564-3637711,0,116.617657,31.767397,安徽省六安市金安经济开发区312国道胜利南路西侧,1,4s店
12249,D3346, 舒城景瑞汽车服务有限公司,12249,0564-8567177,0564-8579777,1,116.987715,31.49587,舒城县桃溪镇合安路西北侧,2,4s店
11653,D3327,马鞍山伟厚汽车销售服务有限公司,12212,0555-6759999,0555-6756666,0,118.504752,31.646298,马鞍山当涂经济开发区,1,4s店
12212,D3344,马鞍山瑞洲汽车销售服务有限公司,12212,0555-7197999,0555-7197888,0,118.504699,31.646554,湖西南路152号,2,4s店
11657,D3331,宿州市万上汽车销售服务有限公司,11657,0557-2652999,0557-2652888,0,116.977987,33.610838,"宿州市经济技术开发区西昌南路东侧
（外环南路与西昌南路交叉路口）",1,4s店
12272,D3345,宿州亿之杰汽车销售服务有限公司,11657,0557-2870999,0557-2870555,0,117.051969,33.638016,安徽省宿州市市辖区循环经济示范园仁和路东侧800米,1,4s店
11659,D3333,铜陵金丰鑫海汽车贸易有限公司,11659,0562-6822777,0562-6822666,0,118.320423,32.270318,铜陵市铜芜路铜陵国际汽车城,1,4s店
11644,D3317,芜湖亚夏轿车销售服务有限公司,11644,0553-2870558,0553-2870555,0,118.406323,31.366638,芜湖市弋江北路亚夏汽车城,1,4s店
11665,D3339,芜湖伟胜汽车销售服务有限公司,11644,0553-5882288,0553-5891555,0,118.420304,31.374431,鸠兹家苑南门斜对面翰文中学向东200米 芜湖汽车服务中心（芜宣高速北侧、纬次路南端鸠兹家苑南门对面）2号地块,1,4s店
11650,D3324,宣城亚绅汽车销售服务有限公司,12291,0563-2628666,0563-2628999,0,118.984266,30.612149,安徽省宣城市经济技术开发区昭亭南路亚夏汽车城,1,4s店
12291,D3343,宣城亚夏北现汽车销售服务有限公司,12291,0563-2527166,0563-2067222,0,118.836914,30.94807,安徽省宣城市宣州区宁阳路亚夏汽车文化财富广场,1,4s店
12138,S4019,福建省福鼎市宏顺汽车维修有限公司,12138,0593-7871555, ,0,120.209422,27.302879,福建省福鼎市星火工业园区18号,4,维修站
11810,D4028,福清市吉诺汽车贸易有限公司,11810,0591-85257111,0591-85215111,0,119.342973,25.726496,福清市清荣大道石竹街道前亭村,1,4s店
11804,D4017,福州中诺汽车有限公司,11813,0591-83530300,0591-83535350,0,119.352576,26.021219,福州市仓山区则徐大道625号,2,4s店
11807,D4021,福建中源汽车销售有公司,11813,0591-88809777,0591-88813888,0,119.359717,26.090435,福建省福州市晋安区前横路199号,1,4s店
11813,D4033,福建新锐汽车销售服务有限公司,11813,0591-22263688,0591-22252111,0,119.386828,25.924157,福建省闽侯县尚干镇祥通路11号,1,4s店
12185,T4016,福州华威机动车修理有限公司,11813,0591-83501291, ,0,119.296122,26.014571,福州市仓山区建新镇长埕路269号,3,维修站
12190,D4039,福州吉诺中凯汽车有限公司,11813,0591-22931111,0591-22952222,0,119.204667,26.079562,福建省福州市闽侯县上街镇新峰村惠好路（惠好集团正对面）,2,4s店
11809,D4023,龙岩通顺汽车销售服务有限公司,11814,0597-2361666,0597-2362666,0,117.051883,25.119231,龙岩市东城东新路148号,1,4s店
11814,D4034,龙岩中天汽车销售服务有限公司,11814,0597-5306008,0597-5306006,0,116.972087,25.103105,龙岩市新罗区龙门镇第十中学路口旁,1,4s店
11818,D4041,南平吉诺龙鑫汽车销售服务有限公司,11818,0599-8806777,0599-8807999,0,118.130239,26.589263,南平市延平区西芹镇水溪口,1,4s店
12312,D4044,宁德市优品汽车有限公司,12312,0593-2935968,0593-2921288,0,119.542619,26.639121,宁德市蕉城京都商贸区站前路南侧（后岗环岛加油站旁）,1,4s店
11808,D4022,福建奇奇工贸有限公司,11808,0594-2889938,0594-2889928,0,119.058483,"25.478379
",福建省莆田市荔城区西天尾镇龙山村,1,4s店
12105,D4038,仙游县阿强汽车销售服务有限公司,11808, ,0594-6709666,0,118.745127,25.337493,仙游县赖店镇罗峰村,2,4s店
11803,D4016,泉州中达汽车销售服务有限公司,11806,0595-22350333,0595-22350888,0,118.532921,24.912324,泉州市鲤城区南环路田洋村路口（雷克萨斯４Ｓ店旁）,1,4s店
11806,D4019,晋江市远通汽车销售服务有限责任公司,11806,0595-22926766,0595-88152888,0,118.572852,24.795591,福建省晋江市泉安南路新华都商场南100米北京现代4S店,1,4s店
11812,D4030,泉州市华友汽车销售有限公司,11806,0595-27739999,0595-28157888,0,118.667629,24.934672,泉州市丰泽区海峡体育中心北区商业街B幢,1,4s店
12192,D4042,泉州北现合众汽车销售有限公司,11806,0595-82252277,0595-82252288,0,118.611535,24.773532,晋江市新塘街道荆山达狮雄汽车城北现合众店,2,4s店
12239,D4036,泉州国贸启润汽车销售服务有限公司,11806,0595-22621222,0595-22620333,0,118.551792,24.876087,清濛开发区迎宾大道北京现代4S店,2,4s店
11817,D4040,三明吉诺中源汽车销售服务有限公司,11817,0598-8959900,0598-8950888,0,117.661206,26.286224,福建省三明市新市北路闽中汽车城,1,4s店
11805,D4018,厦门国戎汽车销售服务有限公司,11805,0592-5703333,0592-5702222,0,118.123686,24.525125,厦门市湖里区嘉禾路598号佳益工业园B栋底层,1,4s店
11811,D4029,厦门国贸启润汽车销售服务有限公司,11805,0592-5377555,0592-5767666,0,118.10506,24.488809,厦门市思明区湖滨北路101号滨北汽车城之17 ,1,4s店
11815,D4035,厦门国贸宝润汽车服务有限公司,11805,0592-6880790,0592-6882188,0,118.015552,24.496594,厦门市海沧区中沧东路8号,1,4s店
11816,D4037,漳浦安泰汽车销售有限公司,12233,0596-3263456,0596-3121666,0,117.598243,24.115368,福建省漳州市漳浦县大南坂镇通站大道9号,1,4s店
12233,D4043,漳州福丰汽车销售有限公司,12233,0596-6105777,0596-6181666,0,117.73709,24.506666,龙文区水仙大街与迎宾路交叉口以西,2,4s店
12049,D5124,白银恒信华通汽车销售服务有限公司,12049,0943-8836345,0943-8836000,0,104.145139,36.518718,白银市白银区中小企业创业基地,1,4s店
12051,D5126,定西恒信华通汽车销售服务有限公司,12051,0932-8318999,0932-8319888,0,104.644283,35.551427,定西市安定区南川开发区北京现代4S店,1,4s店
12045,D5119,嘉峪关市飞瑞汽车销售服务有限责任公司,12045,0937-6316909,0937-6318755,0,98.311138,39.785589,甘肃省嘉峪关市钢城路968号(污水处理厂西侧）,1,4s店
12225,D5133,金昌市金奥顺驰商贸有限公司,12225,0935-8330309,0935-8330799,0,102.242841,38.533244,金川区长沙路47号,2,4s店
12053,D5129,酒泉吉元利达汽车销售服务有限公司,12053,0937-2822555,0937-2822666,0,98.42893,39.765806,酒泉市肃州区西郊工业园区纬一路9号,2,4s店
12044,D5118,甘肃通汇汽车销售服务有限公司,12055,0931-8701555,0931-8704998,0,103.85264,36.076724,甘肃省兰州市城关区盐场路165号（西北汽车城院内）,2,4s店
12046,D5120,兰州金岛兴合汽车销售服务有限公司,12055,0931-7706019,0931-7709999,0,103.637659,36.144824,兰州市安宁区北滨河西路88号,1,4s店
12052,D5128,甘肃京瑞达汽车销售有限公司,12055,0931-8613222,0931-8673111,0,103.829466,36.127967,甘肃省兰州市皋兰县忠和镇忠和村（城关区大沙坪8公里）,1,4s店
12055,D5132,甘肃永丰北现汽车销售服务有限公司,12055,0931-2550111,0931-2551888,0,103.741667,36.080329,兰州市七里河区南滨河中路1155号,1,4s店
12257,D5130,临夏州京华汽车销售有限公司,12257,0930-6662478,0930-6662476,1,103.242024,35.591771,临夏市南龙镇牛津河大道穆斯林物流园区华仕捷汽车城,2,4s店
12152,S5120,临夏前进汽车销售服务有限公司,12152,0930-6283545/6289989, ,0,106.287393,29.943903,甘肃省临夏市城关镇祁家村十三社（州农科所对面）,4,维修站
12048,D5123,平凉恒信华通汽车销售服务有限公司,12048,0933-8695553,0933-8695552,0,106.765065,35.514938,工业园区东一路,1,4s店
12151,S5119,庆阳惠通汽车销售服务有限责任公司,12151,0934-8611111/5988001, ,0,107.645996,35.726615,甘肃省庆阳市广场南路(惠通大厦院内),4,维修站
12347,D5134,庆阳恒荣汽车销售服务有限公司,12151,0934-8665111,0934-8665000,0,107.635629,35.726505,西峰区庆化大道大道南段（王岭煤场对面）,1,4s店
12047,D5121,天水永林汽车销售服务有限公司,12047,0938-6837111,0938-6837888,0,105.875891,34.559901,天水市麦积区花牛镇花牛村（天水机场东侧）,1,4s店
12054,D5131,武威市泰和昌汽车销售服务有限公司,12054,0935-6988996/6988998,0935-6988988,0,102.64188,37.911538,甘肃省武威市凉州区南二环路28区(南入市广场斜对面）,2,4s店
12050,D5125,张掖市银通汽车销售有限公司,12050,0936-8683666,0936-8682666,0,100.486701,38.970358,甘肃省张掖市甘州区昆仑大道东侧,1,4s店
12078,D6230,广西联泰汽车销售服务有限公司,12078,0776-2222090,0776-2222080,0,106.672489,23.859356,百色市右江区进城大道与东环路交汇处,1,4s店
12079,D6231,北海金钰汽车销售服务有限公司,12079,0779-2665777,0779-2663999,0,109.177209,21.503429,北海市南珠大道南地海江南对面（东风日产旁边）,1,4s店
12072,D6224,贵港市中博汽车销售服务有限责任公司,12314,0775-4369988,0775-4350888,0,109.572304,23.107118,贵港市金港大道与西环路交汇处,1,4s店
12314,D6234,贵港市博途汽车销售服务有限公司,12314,0775-4359988,0775-4350888,0,109.538896,23.120669,贵港市港北区根竹乡江口村,1,4s店
12067,D6216,桂林顺景汽车销售有限公司,12077,0773－2638999,0773-2638899,0,110.31426,25.353738,桂林市八里街经济开发区灵川大道56号,1,4s店
12077,D6229,桂林万亚汽车销售有限公司,12077,0773-2555222,0773-2555111,0,110.238552,25.264012,桂林市秀峰区机场路路口村东南侧,1,4s店
12076,D6228,河池明远汽车有限公司,12076,0778-2272988,0778-2272666,0,108.095735,24.687756,河池市东江镇百旺社区中村（金城江区人民法院对面）,1,4s店
12154,S6217,广西贺州市润丰小汽车服务中心,12154,0774-5128909, ,0,111.578113,24.422124,广西贺州市八步区八达中路188号,4,维修站
10519,D4208S01,恒翔来宾店,10519,,0772-4239111,0,109.231833,23.750563,来宾市兴宾区盘古大道116号,5,卫星店
12071,D6223,柳州市恒翔汽车销售服务有限公司,12214,0772-8252800,0772-8250988,0,109.442895,24.364247,柳州市东环大道161号,1,4s店
12214,D6233,柳州胜现汽车销售有限公司,12214,0772-8803999,0772-8803888,0,109.370226,24.313982,柳州市柳南区广西汽车贸易园广汽路5号,2,4s店
12068,D6217,广西通源汽车销售服务有限公司,12350,0771-4884889,0771-4884881,0,108.303889,22.782243,广西南宁市江南区白沙大道67号,1,4s店
12069,D6218,广西鑫广达汽车贸易有限公司,12350,0771-3218119,0771-3218115/116,0,108.27794,22.868466,南宁市高新区科园大道59号,1,4s店
12075,D6227,广西全越汽车服务有限公司,12350,0771-3186706,0771-3186701,0,108.367167,22.868427,广西南宁市兴宁区秀厢大道68-1-2号,1,4s店
12350,D6236,广西宝资润鑫汽车销售服务有限公司,12350,0771-4889122,0771-4899199,0,108.25116,22.777915,江南区南站大道38号,1,4s店
12073,D6225,钦州市恒骋汽车销售服务有限公司,12073,0777-5312088,0777-5312188,0,108.650643,21.965019,广西钦州市扬帆北大道华龙街6-3号,1,4s店
12074,D6226,梧州金欣汽车有限公司,12074,0774-3897777,0774-3817777,0,111.412398,23.480565,梧州市万秀区上都连冲（车管所旁）,1,4s店
12070,D6222,广西玉林市得利汽车销售服务有限公司,12070,0775－2693366,0775-2693322,0,110.200993,22.636461,玉林市二环东路31号,1,4s店
11745,D3623,安顺恒信德龙汽车销售服务有限公司,11745,0851-33604999,0853-33604888,0,106.00837,26.280271,贵州省安顺市西秀区工业园区二六路1.6公里处,1,4s店
11750,D3628,贵州佰润京汉汽车销售服务有限公司,11750,0857-8630777,0857-8286888,0,105.395513,27.267771,毕节市碧阳大道中段小坝路口,2,4s店
11748,D3626,都匀恒信华通汽车销售服务有限公司,11748,0854-8314448,0854-8315558,0,107.46675,26.316094,甘塘产业园区文明村佘家庄,1,4s店
11739,D3616,贵州乾通北现汽车销售服务有限公司,11752,0851-83713555,0851-83817555,0,106.750239,26.406129,贵州省贵阳市花溪区孟关乡孟关国际汽贸城内,1,4s店
11741,D3619, 贵州宏健东汽车销售服务有限公司,11752,0851-83809951,0851-83809912,0,106.693226,26.516161,贵州省贵阳市小河区西南环线北侧（小河21路公交车终点站旁）,1,4s店
11742,D3620,贵州安泰和汽车销售有限公司,11752,0851-88589111,0851-88589111,0,106.760844,26.631287,贵阳市乌当区新添大道北段29号,1,4s店
11749,D3627,贵州瀚羿睿骏汽车销售服务有限公司,11752,0851-82713111,0851-82710111,1,106.513883,26.569118,金马大道旁（金清大道转金马大道前行2000米）贵阳致尚汽车生活广场,2,4s店
11752,D3630,贵州华瑞兴汽车贸易服务有限公司,11752,0851-84848187,0851-84138317,0,106.639468,26.597081,贵州省贵阳市云岩区金阳大道南段118号华通汽车城北现店,1,4s店
11747,D3625,凯里恒信德龙汽车销售服务有限公司,11747,0855-3970668,0855-3970666,0,107.918559,26.536445,贵州省凯里市鸭塘镇舟溪路口南300米（原职院驾校处）,1,4s店
12135,S3618,凯里市贵兴汽车修理厂,11747,0855-8121256, ,0,107.971471,26.575823,贵州省凯里市迎宾大道凯运司大修厂内,4,维修站
11744,D3622,六盘水远现汽车销售服务有限公司,11744,0858-8606000,0858-6621000,0,104.916794,26.540655,贵州省六盘水市红桥新区红山大道八号路段,1,4s店
12285,D3632,贵州黔道汽车产业投资有限责任公司,11744,0858-2186777,0858-2186416,0,104.457849,25.726218,贵州盘县红果镇盘州大道,1,4s店
11743,D3621,铜仁恒信华通汽车销售服务有限公司,11743,0856-3237555,0856-3521555,0,109.172369,27.690652,铜仁市万山区谢桥新区塘家寨村火焰塘村民组63号铜大高速出入口（铜仁南）下高速前行200米,1,4s店
11746,D3624,贵州林兴汽车销售服务有限公司,11746,0859-3379799,0859-3379666,0,104.865879,25.129152,贵州省兴义市坪东大道延伸段木贾物流园,1,4s店
11740,D3618,遵义市千乘汽车销售服务有限公司,11740,0851-28425000,0852-28430800,0,106.889638,27.636924,贵州省遵义市遵南大道北段东侧,1,4s店
11751,D3629,遵义市普汇汽车销售服务有限公司,11740,0851-23160002,0851-23160222,0,106.950267,27.74436,遵义市汇川区汇川大道南段,2,4s店
12275,D3631,遵义市汇工汽车销售服务有限公司,11740,0851-23160002,0851-28912226,0,106.928447,27.785221,贵州省遵义市汇川区董公寺镇和平村汇川汽博城第18号,1,4s店
10520,D2401S01,京诚儋州店,10520,,0898-23885196,0,109.61135,19.525382,儋州市中兴大道华诚汽车超市（儋州市财政局斜对面）,5,卫星店
11905,D4416,海南京诚汽车销售服务有限公司,11905,0898-68636363,0898-68631088,0,110.297082,20.001799,海口市南海大道西8号,1,4s店
11907,D4418,海南华诚汽车销售服务有限公司,11905,0898-65720331,0898-65720586,0,110.418678,19.997059,海口市琼山区琼山大道文雅经济社,1,4s店
11906,D4417,三亚骏诚汽车销售服务有限公司,11906,0898-88665223,0898-88665155,0,110.418678,19.997059,三亚市迎宾大道龙坡村路口西侧389号,1,4s店
11959,D4818,保定轩宇世纪汽车贸易有限公司,11959,0312-3336986,0312-3336984,0,115.47536,38.909825,保定市朝阳北大街1233号,1,4s店
11970,D4830,保定市天华汽车贸易有限公司,11959,0312－5918858,0312-5918899,0,115.513699,38.83514,保定市长城南大街1485号,1,4s店
11971,D4832,涿州市朝阳世纪汽车销售服务公司,11959,0312－3638222,0312-3638111,0,115.969626,39.487348,涿州市107国道桃园路西口北京现代4S店,1,4s店
11988,D4852,保定市嘉通汽车销售有限公司,11959,0312-5953333,0312-5930333,0,115.451223,38.826958,保定市南二环路929号,2,4s店
11994,D4858,保定盛世金鼎汽车销售服务有限公司,11959,0312-2906222,0312-2932111,0,115.912863,39.344138,河北省保定市高碑店市盛世北大街16号,1,4s店
11995,D4859,保定轩宇瑞浩汽车销售服务有限公司,11959,0312-2351099,0312-2351088,0,114.92971,38.555179,河北省定州市定曲路保定工业学校西行100路南,1,4s店
12117,D4868,保定北健信诚汽车销售服务有限公司,11959,0312-5632111, 0312-6548888,1,115.543213,39.359942,易县章村,1,4s店
10490,D2822S01,安捷黄骅店,10490,,0317-8888871,0,117.33453,38.349133,黄骅市开发区银河路与泰山道交叉口,5,卫星店
11972,D4834,沧州恒源汽车销售服务有限公司,10490,0317-3505155,0317-3505005,0,116.90237,38.292518,沧州市新华区长芦南大道代家坟西侧（东外环）,1,4s店
11974,D4837,沧州安捷汽车销售服务有限公司,10490,0317-5673777,0317-5673666,0,116.855696,38.353918,沧州市运河区小王庄镇韩家场村,1,4s店
11980,D4843,沧州市蓝池泰龙汽车销售服务有限公司,10490,0317-2051222,0317-2057333,0,116.845129,38.279787,沧州市运河区海河路与朝阳大街交叉口东北侧,1,4s店
11985,D4849,任丘市宏丰汽车销售服务有限公司,10490,0317-2627288,0317-2627555,0,116.127358,38.748206,任丘市经济技术开发区（迎宾道东侧）,1,4s店
11969,D4829,承德市冀东乐业汽车销售服务有限公司,11969,0314-2120299,0314-2120658,0,117.991943,40.892764,河北省承德市双桥区大石庙镇偏岭南,1,4s店
11998,D4862,承德万森汽车销售有限公司,11969,0314-7578668,0314-5911111,0,117.842465,41.025789,河北省承德市双滦区松狮线13号,1,4s店
12146,S4823,定州市九洲汽车修理厂,12146,0312-2311999/2315866, ,0,115.004735,38.53807,河北省定州市清风北路路东300米,4,维修站
11961,D4820,邯郸市嘉华汽车销售服务有限公司,10486,0310-7123111,0310-7121888,0,114.542256,36.648516,邯郸市高开区东环路北头路东（联华汽车广场）,1,4s店
11978,D4841,邯郸市华宝汽车销售服务有限公司,10486,0310-5509550,0310-5509555,0,114.435725,36.572329,邯郸市邯山区南环路与机场路交叉口西行2公里路南（赵王城遗址公园南门对面）,1,4s店
11984,D4848,邯郸市远洋汽车销售服务有限公司,10486,0310-5602333,0310-5601333 ,0,114.474298,36.657683,邯郸市北环路88号,1,4s店
11991,D4855,武安市悦华汽车销售服务有限公司,10486,0310-5631111,0310-5631333,1,114.244497,36.712635,武安市东环路北头,1,4s店
11992,D4856,邯郸恒信华通汽车销售服务有限公司,10486,0310-5601811,0310-5601800,0,114.459325,36.61509,邯郸市复兴区复兴路北侧工厂342号,1,4s店
12348,D4879,武安市仁丰汽车销售服务有限公司,10486,0310-5631111,0310-5631333,0,114.243098,36.712563,武安市河渠村东邯武复线与下河路交叉路口东北角,1,4s店
12357,D4878,邯郸市峰和汽车销售服务有限公司,10486,0310-5511789,0310-5511678,0,114.473111,36.656809,河北省邯郸市复兴区北环路88号（现代汽贸城内）,1,4s店
10489,D2819S01,恒源泊头店,10489,,0317-8318006,0,116.597621,38.065106,泊头104国道货场北行50米，原外贸大楼对面,5,卫星店
11965,D4825,衡水德昌汽车贸易有限公司,10489,0318－7098555,0318-7098666,0,115.64435,37.743832,河北省衡水市开发区昌明南大街369号,1,4s店
11979,D4842,衡水衡冲汽车销售服务有限公司,10489,0318-2232988,0318-2236288,0,115.713051,37.775791,衡水市北外环与榕花大街交叉口东行300米路北,1,4s店
12145,S4822,涞源县天利车业,12145,0312-7327100, ,0,114.727319,39.351775,河北省保定市涞源县108国道泉坊转盘往西200米路北,4,维修站
10491,D2820S01,亿龙文安店,11999,0316-5230866,,0,116.458601,38.865569,河北省文安县国泰道254号,5,卫星店
11967,D4827,廊坊市瑞龙伟业汽车销售有限公司,11999,0316－2057888,0316-2211111,0,116.743772,39.525866,河北省廊坊市广阳区东外环路188号,1,4s店
11973,D4835,霸州市亿龙汽车销售服务有限公司,11999,0316-7110995,0316-7288666,0,116.395342,39.095622,河北省霸州市城内四街106国道西侧上海大众北侧,1,4s店
11990,D4854,廊坊万运汽车销售有限公司,11999,0316-2803188/99,0316-2559999,0,116.762092,39.57988,河北省廊坊市开发区金源道80号,1,4s店
11999,D4863,三河市和鑫汽车销售有限公司,11999,0316-3301666,0316-3301999,0,116.862953,39.993236,三河市高楼镇燕灵路南侧,1,4s店
11958,D4817,秦皇岛瑞通佰盛汽车销售服务有限公司,11982,0335-5999958,0335-5303333,0,119.535978,39.944955,河北省秦皇岛市经济技术开发区峨眉山北路新管委西侧,1,4s店
11982,D4845,秦皇岛庞大广盈汽车销售服务有限公司,11982,0335-3529703,0335-3529705,0,119.591509,39.990386,秦皇岛市海港区北部工业园区新102以南红旗北路以西,1,4s店
12208,D4874,秦皇岛荣德汽车服务有限公司,11982,0335-3536789,0335-3535678,0,119.635706,39.97484,秦皇岛市海港区北环路33号,2,4s店
11957,D4816,河北骏通汽车贸易有限公司,11957,0311－86125611,0311-86126999,1,114.522297,38.007957,石家庄市南二环东路5号,1,4s店
11960,D4819,河北盛文汽车贸易有限公司,11957,0311－85677177,0311-85610640,1,114.556687,38.079797,石家庄市北二环东路86号,1,4s店
11968,D4828,河北广德行汽车销售服务有限公司,11957,0311-83807888,0311-83831234/0311-83838588,1,114.445218,38.021539,石家庄西二环与新石中路交叉口东北角,1,4s店
11977,D4840,河北天徽志远汽车销售服务有限公司,11957,0311-89255255,0311-89255808 ,1,114.456119,38.101724,石家庄市新华区西三庄大街185号,1,4s店
11987,D4851,河北国和众现达汽车销售服务有限公司,11957,0311-85818388,0311-85817788,1,114.578802,38.04174,石家庄市裕华区裕华东路166号,1,4s店
11993,D4857,河北正博汽车贸易有限公司,11957,0311-85950112,0311-85950111,1,114.553797,38.14108,正定县车站南大街148号,1,4s店
11996,D4860,河北天松汽车贸易有限公司 ,11957,0311-88237888,0311-88237887,1,114.633458,38.045949,高新区华山街121号,1,4s店
12118,D4871,石家庄鹿泉骋,11957, 0311-67361110,0311-67361113,0,114.37764,38.074069,鹿泉昌盛大街103号,2,4s店
12204,D4872,河北翼路翔汽车贸易有限公司,11957,0311-88580555,0311-88580333,0,114.516444,38.007043,南环路北交警大队东临,2,4s店
12222,D4875,河北致祥汽车销售有限公司,11957, ,0311--84481888,0,115.081866,38.03118,河北省石家庄市晋州市中兴路与东环路交叉口西北角,2,4s店
11962,D4821,唐山海洋汽车服务有限公司,10487,0315-2989955,0315-2989911,0,118.261923,39.633352,唐山市新华东道与开越路交叉口路南（市新车管所南0,1,4s店
11964,D4823,唐山冀东广大汽车销售服务有限公司,10487,0315-2960711,0315-2960611,0,118.203659,39.600231,唐山市路南区唐柏路158号,1,4s店
11975,D4838,唐山庞大广盛汽车销售服务有限公司,10487,0315-3852298,0315-3852098,0,118.203659,39.600231,唐山市高新区新城子,1,4s店
11983,D4846,迁安庞大广发汽车销售服务有限公司,10487,0315-5351958,0315-5351000,0,118.740159,39.98461,迁安市迁安镇丰安大路2106号,1,4s店
11989,D4853,遵化庞大广鸿汽车销售服务有限公司,10487,0315-5208111,0315-5208111,0,117.959205,40.147851,遵化市西留村乡白方寺村,1,4s店
12199,D4873,唐山荣园汽车销售服务有限公司,10487,0315-3159099,0315-3158811,0,118.184283,39.673541,唐山市机场路立交桥北侧荣川汽车园区,2,4s店
12147,S4824,蔚县华众汽车技术服务有限公司,12147,0313-7019922/7019932, ,0,114.616652,39.84077,河北省张家口蔚县前进东路东盛南街,4,维修站
11963,D4822,邢台京鹏贸易有限公司,11963,0319－3222155,0319-3215896,0,114.526416,37.111325,邢台市迎宾路10号,1,4s店
11981,D4844,邢台德翔汽车服务有限公司,11963,0319--7656999,0319--7656888,0,114.642161,37.109943,邢台市任县河头村西侧滏阳路南侧,1,4s店
11986,D4850,邢台德瑞达汽车服务有限公司,11963,0319-8190555,0319-8190666,0,115.639681,37.068705,清河县邢清路南侧,1,4s店
11997,D4861,邢台蓝池洋龙汽车销售服务有限公司,11963,0319-5558858,0319-5558880,0,114.458243,37.104453,邢台市桥西区汽车文化名城D-3-3,1,4s店
11966,D4826,张家口美华汽车贸易有限公司,12227,0313-4087888,0313-4087666,0,114.616906,39.840853,张家口市高新区胜利南路105号,1,4s店
11976,D4839,张家口市泰成达汽车销售服务有限公司,12227,0313-4052666,0313-2311988,0,114.927773,40.814984,张家口市桥东区东兴街龙泉广场南1号,1,4s店
12227,D4876,张家口迪悦汽车销售有限公司,12227,0313-7019922,0313-7019932,0,114.616634,39.844593,河北省张家口市蔚县蔚州镇东盛南街路东,2,4s店
