id,name,lng,lat,province,city,address,phone_service,phone_seal,website,phone
939,齐齐哈尔汇达,124.071387,47.349593,黑龙江,齐齐哈尔,黑龙江省齐齐哈尔市铁锋区联通大道汽贸城地段丰田4S店,0452-5656999,0452-5656888,qqhehd,
949,哈尔滨运通伊春分店,128.843754,47.856323,黑龙江,哈尔滨,黑龙江省伊春市伊春区凤凰水岸C区000125号门市,0458-6162345,0458-6161888,hebyt_yc,
950,哈尔滨运通阿城分店,126.992980,45.552513,黑龙江,哈尔滨,哈尔滨市阿城区会宁路203号,0451-53725888,0451-51724666,hebyt_ac,
427,鸡西名派,130.979933,45.311606,黑龙江,鸡西,鸡西市鸡冠区产业园区A-12-B9鸡西名派丰田4S店,0467-6992728,0467-6223333,jxmp,
610,鹤岗东山龙晟,130.354227,47.335138,黑龙江,鹤岗,鹤岗市东山区新一二公里处路南,0468-3334700,0468-3272111,hgdsls,
611,双鸭山华通,131.169070,46.725672,黑龙江,双鸭山,双鸭山集贤东外环挹楼大道西侧华通丰田,0469-6131456,0469-6133222,sysht,
19,大庆吉昌龙,124.913444,46.611481,黑龙江,大庆,大庆市让胡路区北方汽配城吉昌龙丰田4S店,0459-5911110|0459-5911100,0459-5911866|0459-5911788,dqjcl,
609,大庆名派,125.017334,46.613407,黑龙江,大庆,庆市萨尔图区中七路11号(中七路客运站西侧),0459-6972222,0459-6999000,dqmp,
465,佳木斯友谊华通,130.238775,46.804529,黑龙江,佳木斯,佳木斯市四合经济开发区友谊路1497号(长青乡四合村),0454-8512068,0454-8889888,jmsyyht,
404,哈尔滨华通七台河分店,130.947663,45.783916,黑龙江,七台河,七台河市桃山区大明街森帝工业园区东侧,0464-8216333,0464-8216111,hebht_qth,
20,牡丹江名派,129.643566,44.602402,黑龙江,牡丹江,牡丹江市光华街268号,0453-6322111|0453-6337555,0453-6365555|0453-6655555,mdjmp,
612,黑河嘉德利,127.514467,50.224077,黑龙江,黑河,黑河市合作区202国道0公里南600米二公河工业园区				,0456-8888811&lt;/br&gt;0456-8965999				,0456-6761666,hhjdl,
936,哈尔滨运通黑河分店,127.498481,49.988379,黑龙江,黑河,黑河市爱辉镇136号,0456-6180033,0456-6180022,hebyt_hh,
608,绥化庞大丰雅,126.986889,46.590016,黑龙江,绥化,绥化市经济开发区六马架加油站西700米庞大汽车园院内,0455-8124700,0455-3580000|0455-3584505,shpdfy,
961,绥化庞大丰雅庆安分店,127.503050,46.890987,黑龙江,绥化,黑龙江省绥化市庆安县凯悦新城商服,0455-3584701,0455-3584702,shpdfy_qa,
1020,绥化庞大丰雅肇东分店,125.967962,46.056336,黑龙江,绥化,黑龙江省绥化市肇东市八南四委四十八组,,0455-3584702,pdfy_zd,
501,加格达奇华通,124.108665,50.437548,黑龙江,大兴安岭,加格达奇区阿加公路西出口路长虹社区北侧,0457-2756789,0457-2755678,hebht_jgdq,
158,上海和裕,121.337262,31.174411,上海,上海,上海市沪青平公路999号,021-64202819,021-64202769,shhy,
159,上海东昌,121.550690,31.211140,上海,上海,上海浦东新区浦建路1317号,021-50450000,021-50450000,shdc,
160,上海永达,121.639093,31.230500,上海,上海,上海市浦东新区龙东大道2865号,021-58965678,021-58965678,shyd,
161,上海天虹,121.539604,31.193267,上海,上海,上海市浦东新区沪南公路4546号,021-50395700,021-50395900,shth,
163,上海锦江,121.421458,31.193682,上海,上海,上海市徐汇区吴中路88号(近内环线),021-62702258,021-64645678,shjj,
164,上海中汽,121.418626,31.236811,上海,上海,上海市普陀区宁夏路711号(轻轨金沙江路站对面),021-62232233,021-62232233,shzq,
165,上海中升,121.377871,31.240524,上海,上海,上海市普陀区金沙江路2033号,021-52708965,021-52708996,shzs,
166,上海冠松,121.514326,31.318354,上海,上海,上海市杨浦区淞沪路718号(近五角场),021-65119600,021-65657890|021-65659898,shgs,
167,上海万兴,121.537535,31.279007,上海,上海,上海市杨浦区黄兴路168号(周家嘴路长阳路之间),021-65395099,021-65398777,shwx,
168,上海冠松绅晖,121.390908,31.276001,上海,上海,上海市普陀区真南路818号(中环线真北路真南路口附近),021-62502628,021-62502727,shgssh,
169,上海协通,121.179153,31.290346,上海,上海,上海市嘉定区安亭国际汽车城安驰路558号,021-69502470,021-69502929,shxt,
763,上海中汽松江分店,121.250650,31.027006,上海,上海,松江区美能达路800号,021-62231880|021-62232233,021-62231880|021-62232233,shzq_sj,
764,上海东昌奉贤分店,121.596075,30.917779,上海,上海,上海市奉贤区青村镇光大路1号,021-57505788-809,021-57505788-802,shdc_fx,
765,上海冠松浦东分店,121.628634,31.204183,上海,上海,上海浦东新区张江路1160号,021-58581616,021-68688111,shgs_pd,
215,南京朗驰,118.819950,31.969590,江苏,南京,南京市栖霞区栖霞大道2号（晓庄汽车园）,025-52153100,025-52153111,njlc,
216,南京中升迎宾,118.865535,32.024573,江苏,南京,南京市白下区光华路119号(百安居向东200米),025-66629222,025-66626222,njzsyb,
217,南京中升,118.804162,31.989920,江苏,南京,南京市雨花台区软件大道10号,025-52458777,025-52458666,njzs,
674,南京江宁中升,118.879398,31.985746,江苏,南京,南京江宁区东山街道天行路2号,025-81031028<br>025-51190000,025-81031018|025-51190000,njjnzs,
676,江苏浦口冠松,118.729434,32.127872,江苏,南京,南京市浦口区浦珠北路36号,025-83576800|025-83576866,025-83576888|025-83576868,jspkgs,
770,江苏冠松六合分店,118.742999,32.231323,江苏,南京,南京市沿江工业开发区宁六路349号,025-57065188,025-57065188,jsgs_lh,
180,无锡常隆,120.395307,31.585473,江苏,无锡,无锡市东亭锡沪东路232号,0510-88250998,0510-88252200,wxcl,
181,江阴盛达,120.315831,31.926032,江苏,无锡,江阴市东外环路8-10号,0510-86407878,0510-86407788|0510-86418829,jysd,
182,无锡中威,120.295828,31.622074,江苏,无锡,无锡市凤翔路26号,0510-83119999,0510-83115555,wxzw,
183,无锡金城,120.301191,31.530582,江苏,无锡,无锡市金城西路金城湾路口(卜蜂莲花超市金城店北面),0510-85071199|0510-85072299,0510-85073800|0510-85073900,wxjc,
187,宜兴新苏南,119.792334,31.394017,江苏,无锡,宜兴经济开发区(融达汽车城),0510-87229222|0510-80700699,0510-80700000,yxxsn,
341,无锡新洲,120.393245,31.542014,江苏,无锡,无锡市新区行创四路18号（新洲人家小区对面）,0510-85201100|0510-85203008,0510-85202888|0510-85202008,wxxz,
512,江阴常隆,120.202900,31.906540,江苏,无锡,江阴市夏港国际汽车城(五星路1688号),0510-80661919|0510-80669533,0510-80662222,jycl,
566,无锡金城惠山分店,120.190770,31.641351,江苏,无锡,江苏省无锡市洛社人民路与312国道交叉口(融威起重机公司旁),0510-83326699,0510-83326600,wxjc_hs,
769,江阴盛达长泾分店,120.505930,31.754310,江苏,无锡,江阴市长泾镇云顾路69号,0510-86003388,0510-86409028,jysd_cj,
771,宜兴新苏南环科园分店,119.774551,31.365698,江苏,无锡,江苏省宜兴市新街街道堂前村绿园西路彭庄601号,0510-80735999,0510-80735666,yxxsn_hky,
223,徐州润东,117.246823,34.212660,江苏,徐州,徐州市云龙区域南104国道西侧两山口北,0516-83206811,0516-83209888,xzrd,
491,徐州常缘,117.288364,34.276435,江苏,徐州,徐州经济技术开发区城东大道北侧徐海路28号（高铁西北一公里）,0516-85065555,0516-85781111,xzcy,
184,常州外汽,119.988174,31.842107,江苏,常州,常州新北区黄河东路96号,0519-85116288,0519-85110088,czwq,
185,常州天宁,119.965303,31.699905,江苏,常州,常州市武进汽车城A区6号,0519-86523999,0519-86522388|0519-86523988,cztn,
186,常州世纪行,119.907124,31.784213,江苏,常州,常州市钟楼区龙江中路19号,0519-83282288<br>0519-83903999,0519-83282288|0519-83903666,czsjh,
342,溧阳新苏南,119.504750,31.469542,江苏,常州,昆仑经济开发区腾飞路2号,0519-87555588,0519-87775588,lyxsn,
171,常熟海邦,120.800569,31.642270,江苏,苏州,常熟市青墩塘路188号,0512-52805999,0512-52806666,cshb,
172,苏州康福,120.668201,31.311984,江苏,苏州,苏州工业园区中新大道西188号,0512-67672323,0512-67620202,szkf,
173,苏州汇凯 <em style='color:red;font-style:normal;'>【暂停服务】</em>,120.665694,31.283618,江苏,苏州,苏州市工业园区通园路100号,0512-67162999,0512-67166211,szhk,
174,苏州由由,120.558470,31.330769,江苏,苏州,苏州新区塔园路388号,0512-66620019,0512-66620588,szyy,
175,苏州华成,120.549476,31.263704,江苏,苏州,苏州市吴中区木渎镇中山东路152号(木渎凯马汽车城内),0512-66259889,0512-66258828,szhc,
176,苏州中园,120.679780,31.183424,江苏,苏州,吴江经济开发区庞北路188号,0512-63009888,0512-63009999,szzy,
177,苏州裕达,120.644923,31.417453,江苏,苏州,苏州市相城区太阳路1988号,0512-65869688,0512-65869888,suzhouyd,
178,张家港东联,120.596703,31.876909,江苏,苏州,张家港市张杨路蒋桥,0512-58294171,0512-58985222,zjgdl,
179,昆山通和,120.986097,31.377873,江苏,苏州,昆山市长江中路105号,0512-57360996,400 186 3579,ksth,
343,太仓森丰盛达,121.102379,31.482738,江苏,苏州,太仓市太平北路111号森茂国际汽车城4S区3号展厅,0512-53776969,0512-53776666,tcssfsd,
679,昆山昆嘉,121.081391,31.369124,江苏,苏州,昆山开发区昆嘉路(交警队斜对面，一汽马自达4S店东面),0512-55218777,0512-55218888,kskj,
766,苏州中园盛泽分店,120.631213,30.898120,江苏,苏州,苏州市吴江区盛泽镇西二环路(色坯商城南100米),0512-63988599,0512-63988288,szzy_sz,
768,常熟海邦深圳路分店,120.757897,31.696998,江苏,苏州,常熟市深圳路12号,0512-52191666,0512-52806666,cshb_szl,
851,张家港东联金港分店,120.462646,31.967470,江苏,苏州,苏州张家港市保税区中华路99号东联丰田分店,0512-35027115,0512-58985111 ,zjgdl_jg,
907,苏州裕达高教园区分店,120.752859,31.266369,江苏,苏州,苏州工业园区独墅湖高校区雪堂街1号,0512-62751119,0512-62752999,yd_ggyq,
1019,苏州裕达常熟分店,120.953341,31.751759,江苏,苏州,常熟市经济技术开发区汽渡路28号3幢（金开顺羊毛衫厂对面,0512-52061999,0512-52061998,yd_cs,
984,常熟海邦梅李分店,120.863575,31.717031,江苏,常熟,常熟市梅李镇将军路18号1幢107、109,,0512--52889855,hb_ml,
221,南通大生,120.809849,32.040335,江苏,南通,南通市城港路187号,0513-85601999,0513-85601999,ntds,
222,南通长江,120.954046,31.928751,江苏,南通,南通市经济技术开发区星湖大道1081号,0513-85929988,0513-85929999,ntcj,
345,海门常嘉,121.132341,31.891722,江苏,南通,南通海门市人民西路1688号,0513-82181199,0513-82181188,hmcj,
452,如皋益昌盛达,120.553452,32.361802,江苏,南通,如皋市惠政西路(国际车城，新汽车站向西800米),0513-87200999,0513-87228188,rgycsd,
680,南通先锋新城,120.975909,32.006113,江苏,南通,江苏省南通市通州区青年东路618号,0513—86329698,0513—86329555,gtxfxc,
681,启东市启粮金城,121.686094,31.836514,江苏,南通,启东市城北工业园兴龙东路666号,0513-6803 7999,0513-6803 0888,qdqljc,
682,如东众腾,121.173869,32.297928,江苏,南通,南通市如东县掘港镇芳泉村十五组,0513-68121668,0513-68121666,rdzt,
772,如皋益昌盛达海安分店,120.513568,32.542621,江苏,南通,海安县经济技术开发区迎宾路18号（苏海汽车城内）,0513-68335222,0513-68335111,rgycsd_ha,
985,南通大生通州分店,121.085632,32.083608,江苏,南通,南通市通州区金沙镇北二环路南侧（通州中专内）,,0513-62599188,ds_tz,
317,连云港天澜,119.221075,34.577852,江苏,连云港,连云港市新浦区瀛洲南路7-1号,0518-85913333,0518-85917333,lygtw,
321,淮安众和,119.062428,33.623225,江苏,淮安,淮安市淮阴区黄河东路188号,0517-84806888,0517-84806666,hazh,
548,淮安众和盱眙分店,118.548888,33.016826,江苏,淮安,盱眙县盱城镇工业集中区入口（山水大道宁宿徐高速立交往东800M）,0517-88286222,0517-88286111,wazh_xy,
188,盐城通和,120.138384,33.333726,江苏,盐城,盐城市盐都新区开创路2-10号,0515-88858882,0515-88858000|8007109988,ycth,
666,盐城东昌,120.229697,33.376134,江苏,盐城,盐城经济技术开发区泰山南路11号,0515-80895666,0515-80891111,ycdc,
328,扬州成辉,119.396387,32.454259,江苏,扬州,扬州市国际汽车城荷叶东路118号,0514-87757758,0514-87728772,yzch,
518,扬州阳光高邮分店<em style='color:red;font-style:normal;'>【暂停服务】</em>,119.483097,32.792670,江苏,扬州,扬州市高邮市新长途客运站东第二个红绿灯北手800米,0514-84606119,0514-84601110,yzyg_gy,
675,扬州仙达,119.612827,32.438050,江苏,扬州,扬州市江都区长江东路国际汽车城内一号地块,0514-86661999,0514-86661888,yzxd,
219,镇江京鹏,119.425121,32.190502,江苏,镇江,镇江市丁卯桥路290号,0511-85998822|0511-85998833,0511-85998855|0511-85998815,zjjp,
224,泰州中升,119.943181,32.452091,江苏,泰州,泰州市海陵区客运南站向东三公里（328国道车辆检测中心旁）,0523-86860366,0523-86862666,tzzs,
485,泰州中园,119.912064,32.425731,江苏,泰州,泰州市泰州大道国际汽车城内（二手车交易市场对面）,0523-86052999,0523-86202666,tzzy,
385,宿迁天宁,118.241581,33.934810,江苏,宿迁,宿迁市双庄汽车产业园红海路东侧,0527-82996777,0527-84896666,sqtn,
665,沭阳联众,118.801849,34.094937,江苏,宿迁,沭阳县常州路18号（经贸学院南100米）,0527-83180000,0527-83801111,sylz,
190,杭州金丰,120.205492,30.286697,浙江,杭州,杭州市江干区秋涛北路381号,0571-86998696,0571-86993231,hangzhoujf,
191,杭州元通八下里,120.161486,30.338698,浙江,杭州,杭州市石祥路256号,0571-88293999|13588879988,0571-88028288|0571-88293111,hzhcbxl,
192,浙江元通龙通,120.102876,30.317014,浙江,杭州,杭州西湖区古墩路704号,0571-28207999,0571-28207777,hzlt,
193,杭州江干,120.276333,30.308412,浙江,杭州,杭州市江干区下沙路1163号(迎宾路口),0571-86702222,0571-86702200,szjg,
194,杭州康桥,120.295579,30.217863,浙江,杭州,杭州市萧山区通惠北路698号(振宁路交叉口),0571-82879901|0571-82879902,0571-82877100|0571-82877800,hzkq,
212,杭州东昌,119.947354,30.093206,浙江,杭州,杭州市富阳高桥镇新桥新路1号,0571-63165050,0571-63165500,hzdc,
513,杭州康隆,120.281572,30.410088,浙江,杭州,杭州市余杭区临平藕花洲大街西段152号,0571-89276188,0571-89058777,hzkl,
677,杭州滨文,120.224051,30.187017,浙江,杭州,杭州市滨江区聚业路16号,0571-56234567,0571-56234567,hzbw,
775,杭州康桥蜀山分店,120.263325,30.118432,浙江,杭州,杭州市萧山区蜀山街道亚太路78号,0571-83695050,0571-83695151,hzkq_ss,
776,桐庐八下里,119.769308,29.830338,浙江,杭州,杭州市桐庐县凤川镇凤川大道111号,0571-64396888,0571-64398588,hcbxl_tl,
778,杭州金丰临安分公司,119.691264,30.212464,浙江,杭州,临安市华兴汽车城16号厅,0571-61065185,0571-61065180,hzjf_la,
200,宁波中升,121.525670,29.936479,浙江,宁波,宁波市江北区江北大道288号（购车钜惠抄底价请致电）（江北万达向北一公里）,0574-86692009,0574-86691525,nbzs,
201,宁波雅华,121.520418,29.836328,浙江,宁波,宁波雅戈尔大道56号,0574-88262188,0574-88262188,nbyh,
202,宁波宁兴,121.577462,29.854151,浙江,宁波,宁波市江东区中兴南路66号（现代商城对面）,0574-87893338,0574-87872555,nbnx,
203,宁波轿辰,121.598724,29.819699,浙江,宁波,宁波鄞州区下应北路800号（汽车4S一条街内）,0574-87951008,0574-87951000,nbjc,
209,慈溪常隆,121.229298,30.133969,浙江,宁波,慈溪市横河镇马堰村加油站对面(余慈高速连接线),0574-63019999,0574-63978888,cxcl,
322,余姚宁兴,121.197621,30.024523,浙江,宁波,余姚梨洲街道东南经二路1号(谭家岭东路、阳光公寓东侧),0574-62816388,0574-62571999,yynx,
420,宁波和信,121.474822,29.365526,浙江,宁波,宁海县梅林街道平安西路12号(高速出口处汽车4S园区),0574-83526888,0574-83538555,nbhx,
528,宁波宁兴北仑分店,121.874010,29.912973,浙江,宁波,宁波市北仑区明州路东延伸段（北仑公交总站旁）,0574-86826860,0574-86821119,nbnx_bl,
669,象山龙华,121.887825,29.456527,浙江,宁波,象山经济开发区城南高新创业园（汽车城）,0574-25738866,0574-25738888,xslh,
670,奉化宁兴,121.417098,29.716582,浙江,宁波,奉化市江口街道江宁路183号,0574-88568988,0574-88568999,fhnx,
773,宁波中升镇海分店,121.608882,29.925220,浙江,宁波,宁波市镇海区庄市街道东昌路368号,0574-86689890,0574-86689925,nblh_zh,
777,慈溪常隆逍林分店,121.322101,30.171612,浙江,宁波,浙江省慈溪市逍林大道678号红星美凯龙往北300米,0574-63250925,0574-63250929,cxcl_xl,
980,宁波宝利行,121.821416,29.914904,浙江,宁波,宁波市北仑区新碶街道大港中路29号,86861333,86879777,nbblh,
204,温州华通,120.673351,27.987868,浙江,温州,温州市温州大道南郊工业区44-45号,0577-88605888,0577-88628888,wzht,
206,温州瓯通,120.749069,27.987919,浙江,温州,温州市机场大道屿田北路,0577-88845678|13282881111,0577-85621111,wzot,
210,乐清龙华,120.862423,28.050354,浙江,温州,乐清市北白象镇塘下工业区,0577-62861999,0577-62863888,yqlh,
847,乐清龙华瑞安分店,120.686815,27.799851,浙江,温州,瑞安市莘塍工业园区104国道边（下山根加油站斜对面）,0577-65188895,0577-65196999,yqlh_ra,
886,瑞安卡卡,120.682245,27.829311,浙江,温州,瑞安市塘下镇罗凤路口104国道边（塘下高速出口瑞安方向200米）,65191111|13758780077,65191111,rakk,
195,嘉兴宝达,120.816785,30.742170,浙江,嘉兴,嘉兴市南湖区广益路1338号（三环东路交叉口）,0573-82670930；0573-82671222,0573-82671288,jxbd,
196,嘉兴良友,120.753813,30.791829,浙江,嘉兴,嘉兴市中环北路3568号,0573-83976600,0573-83977666,jxly,
323,海宁佳禾,120.675633,30.553576,浙江,嘉兴,海宁经济开发区佳丰路1号(海宁大道与由拳路口),0573-87011919|0573-87017889,0573-87017881|0573-87017882,hnjh,
389,嘉兴宝达平湖分店,121.029240,30.690779,浙江,嘉兴,平湖市南市路南门外古横桥东堍,0573-85089902；5089903,0573-85121288,jxbd_ph,
683,桐乡常隆,120.587568,30.623908,浙江,嘉兴,嘉兴桐乡市振东新区中华东路北侧,0573-88021999,0573-88268888,txcl,
199,湖州信达,120.077244,30.865080,浙江,湖州,湖州市凤凰开发区七里亭路399号,0572-2166808,0572-2167666,hzytxd,
354,湖州金丰,120.162843,30.848663,浙江,湖州,湖州市八里店镇蜀山路99号,0572-2165555,0572-2222888,huzhoujf,
678,长兴众悦,119.956000,30.981882,浙江,湖州,长兴县李家巷镇章滨加油站东侧（老104国道旁）,0572-6550050,0572-6550000,cxzy,
189,诸暨中升,120.221591,29.748396,浙江,绍兴,诸暨市城西开发区北二环路28号,0575-87389166,0575-87389177,zjzc,
197,绍兴华润,120.512012,30.100304,浙江,绍兴,绍兴柯桥(金柯桥大道与钱陶公路口),0575-85571666|0575-85525668,0575-85570088|0575-85577799,sxhr,
198,绍兴五云,120.628260,30.008037,浙江,绍兴,绍兴市越城区云东路942号(东湖风景区旁),0575-88649999,0575-88629888,sxwy,
213,绍兴上虞胜康,120.921731,30.064807,浙江,绍兴,上虞市小越镇新宅村(汽车城内丰田4S店),0575-81266999,0575-81266666,sysk,
667,嵊州龙华,120.840275,29.565369,浙江,绍兴,嵊州市三江街道环城南路668号(西港村高速桥旁),0575-83211888  ,0575-83211888  ,czlh,
668,绍兴佳禾,120.622195,30.095623,浙江,绍兴,浙江省绍兴市越城区袍中路、丁港横路39号,0575-88158686,0575-88158688,sxjh,
225,金华大昌,119.694557,29.145725,浙江,金华,金华市汽车城西9路(奔驰站旁边),0579-82081918,0579-82081888|0579-82082348,jhdc,
226,金华大江南,119.629640,29.084132,浙江,金华,金华市宾虹西路85号,0579-82277616|0579-82277629,0579-82277777|0579-82277636,jhdjn,
227,义乌龙田,120.062186,29.295337,浙江,金华,义乌市经发大道232号,0579-89907595|0579-89907591,0579-89907555,ywlt,
606,永康成长,120.003444,28.903033,浙江,金华,永康市城西新区花城东路258号,0579-87062222,0579-87289999,ykcz,
672,义乌九丰,120.063313,29.319118,浙江,金华,义乌市雪峰西路288号,0579-85536669,0579-85531111,ywjf,
673,东阳众运 ,120.211137,29.290234,浙江,金华,浙江省东阳市世贸大道55号,0579-86110133,0579-86978666,dyzy,
229,衢州中恒,118.927216,28.941960,浙江,衢州,衢州经济开发区凯旋西路6号,0570-8571777,0570-8589666,qzzs,
366,舟山中升,122.033443,30.029120,浙江,舟山,舟山市定海区双桥镇石礁社区外山头68号(舟山汽车城),0580-8668000,0580-8668000,zslh,
207,台州百合,121.255242,28.643440,浙江,台州,台州市黄岩二环西路288号,0576-84129999,0576-84128888  18957619072 18957619027,tzbh,
208,台州刚泰,121.366774,28.574532,浙江,台州,台州市路桥区西迎宾大道2号,0576-82361777,0576-82361888,tzgt,
211,温岭宇辰,121.396910,28.401070,浙江,台州,温岭市锦屏大道7号,0576-86186999,0576-86186998,wlyc,
327,临海大江南,121.157725,28.824736,浙江,台州,台州市临海市靖江南路158号,0576-85506999,0576-85506888,lhdjn,
551,台州刚泰天台分店,121.048790,29.122749,浙江,台州,浙江省天台县莪园工业区新老104国道交叉口,0576-83971555,0576-83971666,tzgt_tt,
671,台州椒江刚泰,121.474582,28.674637,浙江,台州,台州市椒江区海门街道岳头村（疏港大道椒江二桥东侧）,0576-88908878,0576-88187888,tzjjgt,
774,台州刚泰玉环分店,121.263863,28.117714,浙江,台州,台州市玉环县玉城街道榴岛大道南阳计量一楼,0576-87206555,0576-87509555,tzgt_yh,
230,丽水金丰,119.963231,28.479598,浙江,丽水,丽水市岩泉汽车市场4S区D地块,0578-2127770,0578-2137373,lsjf,
47,合肥安平,117.180769,31.857276,安徽,合肥,合肥市长江西路1106号,0551-65389499<br>0551-65389466,0551-65389988|0551-62156900,hfap,
48,合肥风之星,117.347667,31.890703,安徽,合肥,合肥市北二环安徽国际汽车城东1号专营店,0551-64216615,0551-64236033|0551-64248948,hffzx,
649,合肥通源,117.358813,31.803876,安徽,合肥,合肥市包河工业区长春街29号,0551-64848399,0551-64847599,xfty,
821,合肥风之星巢湖分店,117.949582,31.647489,安徽,合肥,巢湖经济开发区花山工业园天佑汽车公司内(巢湖车管所往东500米),0551-82323366,0551-82859666,hffzx_ch,
970,合肥恒信,117.268141,31.924855,安徽,合肥,合肥市庐阳区蒙城北路1111号合肥恒信丰田4S店,0551-67181999,0551-67181666,hfhx,
49,芜湖亚夏,118.406257,31.366141,安徽,芜湖,芜湖市弋江北路亚夏汽车城,0553-2963678,0553-2963626|0553-2963628,whyx,
1037,芜湖伟策,118.481887,31.383567,安徽,芜湖,安徽省芜湖市鸠江经济开发区梦溪路18-5,,,whwc,
50,蚌埠润业,117.370105,32.924996,安徽,蚌埠,迎宾大道国际汽车城,0552-3713997,0552-3713606,bbry,
940,淮北环丰,116.848147,33.892233,安徽,淮北,安徽省淮北市烈山区迎宾大道国购汽车文化园淮北环丰丰田4S店,0561-3352626,0561-3352828,hbhf,
651,铜陵山水,117.775728,30.875024,安徽,铜陵,铜陵市铜都大道南段桥南4S店集群,0562-2297666,0562-2297888,tlss,
52,安庆环丰,117.063417,30.561903,安徽,安庆,安庆市开发区中兴大道170号（舒怡家居斜对面）,0556-5228822,0556-5356888,aqhf,
589,滁州风之星,118.355482,32.272059,安徽,滁州,安徽省滁州市凤阳北路588号,0550-3978988、3978987,0550-3978999、3568666,czfzx,
51,阜阳中源,115.798617,32.887521,安徽,阜阳,阜阳市颍州区阜南路616号,0558-2199919,0558-2196666,fyzy,
648,阜阳豫中,115.868825,32.848325,安徽,阜阳,安徽省阜阳市经济技术开发区经六路阜颖河南侧,0558-2539911,0558-2539977,fyyz,
822,阜阳中源临泉分店,115.300623,33.038670,安徽,阜阳,阜阳市临泉县工业园区邢塘三岔路口西200米路北,0558-6176099,0558-6282222,fyzy_lq,
825,宿州利泰灵璧分店,117.050516,33.635713,安徽,宿州,安徽省宿州市循环经济园东十里汽车城一汽丰田4S店,0557-3960550,0557-3338811 ,szlt_lb,
876,宿州利泰,117.053044,33.643130,安徽,宿州,宿州市循环经济示范园区仁和路与凤鸣路交汇处,0557-3960550,0557-3338811,szlt,
481,六安鑫宝,116.580040,31.762603,安徽,六安,六安市金安开发区312国道与先生店路交叉口东200米,0564-5366199<br>0564-5367999,0564-5366188|0564-5398111,laxb,
590,亳州环丰,115.761617,33.836394,安徽,亳州,亳州市谯城区杜仲路与105国道交叉口西500米,0558-8899800,0558-8899000,bzhf,
654,宣城亚夏,0.000000,0.000000,安徽,宣城,安徽省宣城市宣州区宁阳路亚夏汽车文化财富广场,0563-2060260,0563-3699966,xcyx,
81,福州中升,119.359592,26.021753,福建,福州,福州市仓山区福厦高速公路连接处,0591-88038021,0591-88038333,fzzs,
82,福州玖玖,119.440022,26.009617,福建,福州,福州市马尾区江滨东大道118号,0591-87308599,0591-83969699,fzjj,
83,福州前横中升,119.359476,26.090922,福建,福州,福州市晋安区前横路199号,0591-88008888,0591-88008888,fzqhzs,
361,福建世纪<em style='color:red;font-style:normal;'>【暂停服务】</em>,119.283873,26.086192,福建,福州,福州市鼓楼区杨桥中路277号,0591-87238999,0591-85337999 |0591-85338999,fjsj,
881,福清宏元,119.318014,25.732776,福建,福州,福建省福州市福清市石竹街道跃进村福建宏扬建材有限公司2#车间,0591-22117755,0591-22117666,fqhy,
974,福州华强,119.390245,25.915441,福建,福州,福建省福州市闽侯县青口镇镜上村村口324国道旁,0591-22768789,0591-22778789,hq,
87,厦门中升,118.106289,24.489405,福建,厦门,厦门市思明区湖滨北路中段外贸工业大厦(七星路中级人民法院西门对面),0592-5053297,0592-5122088,xmzs,
88,厦门中达,118.113083,24.524988,福建,厦门,厦门湖里区长浩路1号(麦德龙路口),0592-5688989转106至109,0592-2639812,xmzd,
336,厦门盛元,118.039411,24.504047,福建,厦门,厦门市海沧区马青路(公安警察培训学校旁),0592-6197700<br>0592-6088995,0592-6191888,xmsy,
780,厦门中达翔安分店,118.256932,24.644197,福建,厦门,厦门市翔安区马巷镇巷南路869号,0592-3602699,0592-3602688,xmzd_xa,
782,厦门盛元软件园分店,118.040012,24.504323,福建,厦门,厦门市思明区莲前街道金山路10路,0592- 5091995,0592- 5577118,xmsy_rjy,
927,厦门盛元同安分店,118.149665,24.708110,福建,厦门,厦门市同安区城南工业区霞金路19号1楼A区,0592-7557798,0592-7557799,xmsy_ta,
371,福建大川,119.083735,25.474593,福建,莆田,莆田市涵江区滨海大道A1-A8,0594-3555111,0594-3555999,fjdc,
425,三明玖玖,117.578932,26.237802,福建,三明,三明市三元区泉三高速三明南出口一公里处,0598-8602888,0598-8257399|0598-8606999,smjj,
84,泉州宾联,118.652292,24.935145,福建,泉州,泉州市丰泽区华大街道通源街808号,0595-22671089|0595-22671082,0595-22680660,qzbl,
85,泉州晋江新中利,118.677071,24.865337,福建,泉州,泉州市晋江青阳和平中路38号(机场路口往石狮方向1公里处),0595-85631198,0595-85639888,jjxzl,
86,泉州大长江,118.586365,24.887236,福建,泉州,晋江市池店镇华洲村大长江汽车城,0595-22925222,0595-22925333,qzdcj,
393,泉州美东,118.527191,24.913477,福建,泉州,泉州市鲤城区南环路树兜工业区1210-1218号,0595-36615555<br>0595-36611777,0595-36617777,qzmd,
537,泉州市大长江石狮分店,118.630818,24.718302,福建,泉州,石狮市灵秀镇钞坑村石金路宏基汽车城丰田区,0595-83138222,0595-83128099,qzdcjss_ss,
684,南安万事达,118.494862,24.939751,福建,泉州,泉州市南安霞美镇汽贸城,0595-86590000<br>0595-27771111,0595-86592222|0595-27771110,nawsd,
779,泉州市大长江安溪分店,118.167340,25.087559,福建,泉州,安溪县城区西二环路亿海国际汽车城内,0595-68275222,0595-68275333,qzdcj_ax,
