code,name,rssc_code,province_code,city_code,district_code,phone,fax,email,address,service_tel,hot_line
09281,丹阳恒隆达众汽车销售服务有限公司,20001,22,119,,0511-88011222,0511-88019199,wangjinhua@vip.163.com;skoda_09281@vip.163.com,丹阳开发区黄金塘东路6号,0511-88018199,
09281-01,丹阳恒隆达众汽车销售服务有限公司(丹阳恒隆扬中展厅),20001,22,119,,0511-88499500,,,扬中区环城东路普济段,,
09061,常州外汽永和汽车销售服务有限公司,20001,22,120,,0519-86667755,0519-6522190,skoda_09061@vip.163.com;74309061-cz@163.com,武进区湖塘武进汽车城延政东路、永胜路,0519-86665599,
09341,常州外汽永立汽车销售服务有限公司,20001,22,120,,0519-80950888,0519-80988101,skoda_09341@vip.163.com,江苏省常州市溧阳市汽车市场内239省道旁,0519-80988119,
09211,常州外汽永升汽车销售服务有限公司,20001,22,120,,0519-85108282,0519-85178119,xy51509688@126.com;skoda_09211@vip.163.com,九江路6号,0519-85178110,
09211-01,常州外汽永升汽车销售服务有限公司(常州永升金坛展厅),20001,22,120,,0519-82690606,,,金坛市良常路99号,0519-82696199,
09041,无锡市恒业汽车销售服务有限公司,20001,22,121,,0510-85410222,0510-85409444,wxskoda@163.com;skoda_09041@vip.163.com,无锡市南长区新联村诸家桥58号（金城路与苏锡路交叉口，一点点酒店对面）,0510-85402555,
09051,江阴市吉达汽车有限公司,20001,22,121,,0510-80626677,0510-80623330,addsss_7@163.com;jyjd.skoda@163.com;skoda_09051@vi,澄杨路17号（江阴广吉汽车经销有限公司旁）,0510-80626699,
09321,无锡邦达汽车销售服务有限公司,20001,22,121,,0510-88230777,,skoda_09321@vip.163.com,江苏省无锡市锡山区金城东路292-3号,0510-88233222,
09301,宜兴市上通汽车销售服务有限公司,20001,22,121,,0510-80781111,0510-80781698,skoda_09301@vip.163.com,宜兴市经济开发区赛特大道,0510-80781697,
09251,无锡能达汽车销售服务有限公司,20001,22,121,,0510-83251666,,skoda_09251@vip.163.com,盛岸西路610号(靠近锡宜高速出口处),0510-83251999,
09031,常熟市跞达汽车销售服务有限公司,20001,22,122,,0512-52302266,0512-52302626,csldqc@126.com;skoda_09031@vip.163.com,长安路（汽车市场内）,0512-52303366,
09161,吴江德锐汽车销售服务有限公司,20001,22,122,,0512-63092222,0512-63455237,wjsqskoda@163.com;skoda_09161@vip.163.com,吴江经济开发区庞北路与吉士路交叉口,0512-63988218,
09021,昆山享达汽车销售服务有限公司,20001,22,122,,0512-57922333,0512-57379889,svw0923@public1.sz.js.cn;skoda_ks@163.com;skoda_09,"昆山市松花江路168号,昆嘉璐、松花江路口",0512-57153999,
09221,太仓明达汽车贸易服务有限公司,20001,22,122,,0512-53567288,0512-53562922,tc_huadong@sina.com;Tc_skoda@sina.com;skoda_09221@,江苏省苏州市太仓市北京路南，人民路东,0512-53569198,
09111,张家港祥禾汽车销售服务有限公司,20001,22,122,,0512-58798058,0512-58691920,d-amy719@sohu.com;skoda_09111@vip.163.com,江苏省苏州市张家港市经济开发区国泰北路２号,0512-58798068,
09011,苏州广达汽车销售服务有限公司,20001,22,122,,0512-66900009,0512-68075001,chuangyuan@szskoda-auto.com;skoda_09011@vip.163.co,江苏省苏州市高新区马运路转广达路6号（高新区汽车城内）,0512-66900261,
09231,苏州华美都汽车销售服务有限公司,20001,22,122,,0512-65692000,0512-65697706,skoda_09231@vip.163.com;hthr1010@163.com,苏州市吴中经济开发区河东工业园尹南路111号,0512-65693000,
09311,苏州宝源汽车销售服务有限公司,20001,22,122,,0512-66837288,,,江苏省苏州市相城区相城国际汽车城（上海大众旁）,0512-66831700,
09331,昆山鸿昌鸿捷汽车销售服务有限公司,20001,22,122,,0512-57062020,0512-57063636,skoda_09331@vip.163.com,江苏省昆山市长江北路458号,0512-57063030,
09021-01,昆山享达汽车销售服务有限公司(昆山享达庆丰路展厅),20001,22,122,,0512-57301563,,,昆山市开发区庆丰西路379号,,
09121,淮安市宏宇汽车销售服务有限公司,20001,22,419,,0517-83728888,0517-83600011,skoda_2008@126.com;skoda_09121@vip.163.com,江苏省淮安市清浦区翔宇大道33号,0517-83612777,
09121-01,淮安市宏宇汽车销售服务有限公司(淮安宏宇金湖县展厅),20001,22,419,,,,,金湖县衡阳南路191号,,
12011,江西宝达汽车销售服务有限公司,60001,23,185,,0791-88119119/0791-88119117,0791-8119117,skoda_12011@vip.163.com;liwen0791@yahoo.cn,江西省南昌市民营科技园科技大道999号,0791-88119159,
12071,景德镇广甸鑫宝汽车销售服务有限公司,60001,23,186,,0798-2785818,,,江西省景德镇市浮梁县金铃北大道,0798-2785816,
12011-01,江西宝达汽车销售服务有限公司(南昌宝达萍乡展厅),60001,23,187,,,,,萍乡市公园中路345号,,
12011-04,江西宝达汽车销售服务有限公司(南昌宝达新余展厅),60001,23,188,,,,,新余市九鼎汽车大市场6栋,,
12031,九江思科达汽车销售服务有限公司,60001,23,189,,0792-6899288,0792-8376607,skoda_12031@vip.163.com,江西省九江市庐山区八里湖新区（东泉沙河镇镇政府旁）,0792-6899277,
12031-01,九江思科达汽车销售服务有限公司(九江思科达武宁展厅),60001,23,189,,,,,九江武宁县协和大道,,
12011-05,江西宝达汽车销售服务有限公司(南昌宝达鹰潭展厅),60001,23,190,,,,,鹰潭市工业园区天洁西路星嘉苑20号,,
12021,赣州汇晟汽车销售服务有限公司,60001,23,191,,0797-8308199,0797-2199377,skoda_12021@VIP.163.com,江西省赣州市赣县赣新大道,0797-8081799,
12061,宜春市新达汽车销售服务有限公司,60001,23,192,,0795-2188818,0795-2188885,skoda_yc2010@sohu.com,宜春市经济开发区宜商大道广汇汽车城,0795-2188828,
06041-01,松原市华通汽车贸易有限公司,10001,24,73,,,,,吉林省松原市宁江区铁西路1199号,,
06021,吉林市兴孚汽车销售服务有限公司,10001,24,68,,0432-65126111,0432-65122606,jilinruifu_skoda@163.com;skoda_yaoyang@163.com,吉林市南山街2488号,0432-65122629,
05011,辽宁路官汽车销售服务有限公司,10001,29,53,,024-62387777,024-62483888,LNLG_SKODA@126.COM;zl-skoda@163.com;svwgq@126.com;,辽宁省沈阳市铁西区路官一街16号(沈辽中路与保工街交叉口南向400米),024-62389111,
05081,辽宁通达汽车销售服务有限公司,10001,29,53,,024-62380111,024-62380982,syhmslj@163.com;shenyangskd@163.com,铁西区北二东路16-1号,024-62380777,
05021,大连汇达汽车销售有限公司,10001,29,54,,0411-39526666,0411-39526666,dl_skoda@sina.com;skoda-05021@vip.163.com,大连市甘井子区怡宁路6号,0411-39526618,
05121,阜新荣光汽车销售服务有限公司,10001,29,63,,0459-8993111,,syskdmqj@163.com,辽宁省阜新市经济技术开发区阜锦公路北新康街东地块,,
05101,大连德瑞通汽车销售服务有限公司,10001,29,54,,0411-86607777,0411-88152707,dldrt@vip.sina.com,甘井子区华北路426-1号,0411-88152223,
05021-01,大连汇达汽车销售有限公司(大连汇达瓦房店展厅),10001,29,54,,0411-85570333,,,瓦房店市西长春路,,
05071,鞍山市诚达广汽车销售服务有限公司,10001,29,55,,0412-8859191,,ascdg@vip.163.com;Svw-zzc-zzc@163.com,千山西路59号,0412-8816677,
05061,本溪聖达汽车销售服务有限公司,10001,29,57,,024-44598111,024-44598111,s74305061_bx@163.com;skoda-05061@vip.163.com,辽宁省本溪市明山区峪明路378栋,024-44512999,
05021-02,大连汇达汽车销售有限公司(大连汇达丹东展厅),10001,29,58,,0411-2157266,,,丹东市花园街26-3-3号,,
05041,锦州骏宇汽车销售有限公司,10001,29,59,,0416-3715665/3716688,0416-3783377,skoda05041@126.com;Jz-zhangqiang@163.com,辽宁省锦州市松山新区南广路15号,0416-3715555,
05131,营口聚华汽车销售服务有限公司,10001,29,61,,0417-3350000,0417-3324555,ykskoda@163.com,辽宁省营口市老边区庄林路上海大众4S店旁,0417-3353888,
05201,营口骏程汽车销售服务有限公司,10001,29,61,,0417-7942999,,,辽宁省营口市鲅鱼圈区芦屯镇芦屯堡村青龙山大街东,,
05091,辽阳凯意达汽车销售服务有限公司,10001,29,64,,0419-4156888,,xuqinfengshun@163.com;xuxinfeng@163.com,太子河区繁荣路中段,0419-3859222,
05051,朝阳铁成汽车销售服务有限公司,10001,29,66,,0421-3307777,,skodachaoyang@163.com,朝阳市龙城区西大营子镇北山村,0421-3307779,
03011,包头精茂汽车销售服务有限公司,10001,33,1,,0472-5999399,0472-5999335,svw0309@sohu.com;skoda.nmbt@yahoo.com.cn,内蒙古包头市稀土高新开发区幸福南路86号伊利公司对面,0472-5999398,
03011-01,包头精茂汽车销售服务有限公司(包头精茂文化路展厅),10001,33,1,,0472-5999389,,,甲尔坝新东方汽车城,,
03041,赤峰大运商贸有限公司,10001,33,3,,0476-8660666,0476-8772511,chifengdayun@vip.163.com;74303041-cf@163.com;zhaog,赤峰红山区物流园区外贸区,0476-8266999,
03051,通辽市万莹汽车销售服务有限公司,10001,33,4,,0475-8717001,0475-8717015,bhmc_as_d4310@vip.sina.com;tlwl001@126.com;tonglia,通辽市河西经济技术开发区瑞丰汽车物流园H区创业大道中段西侧,0475-8717002,
03021,内蒙古恒茂永达汽车销售服务有限公司,10001,33,417,,0471-2271999,0471－4616418,skoda-03021@vip.163.com;nmghmzdx@163.com,内蒙古呼和浩特市回民区海拉尔西路大运公司转盘西150米路南,0471-2271199,
03091,内蒙古恒茂万达汽车销售服务有限公司,10001,33,417,,0471-6241558,0471-6241577,skoda_03091@163.com,内蒙古自治区呼和浩特市回民区金川开发区金海大道金川管委会东侧,0471-6241518,
03021-01,内蒙古恒茂永达汽车销售服务有限公司(呼和浩特恒茂腾飞大道展厅),10001,33,417,,,,,内蒙古呼和浩特市如意开发区腾飞大道3号,,
03081,鄂尔多斯市芝丰汽车销售服务有限公司,10001,33,420,,0477-8110118,,skdzf_zjl@163.com,内蒙古自治区鄂尔多斯市东胜区铜川汽车城I期团结中路南德力汽车城,0477-8110119,
03061,锡林郭勒盟威力克汽车销售服务有限责任公司,10001,33,7,,0479-8287744,0479-8280660,skdxmwlk@163.com,内蒙古自治区锡林郭勒盟锡林浩特市二连路,0479-8284864,
28011,宁夏金达康汽车销售服务有限公司,30001,34,383,,0951-8989010,,nxjdkxz@126.com,银川市贺兰德胜工业园8号,0951-8989090,
28021,宁夏和锐汽车销售服务有限公司,30001,34,383,,,,,宁夏回族自治区银川市永年县109国道万商国际汽车城A-2场地,,
28011-02,宁夏金达康汽车销售服务有限公司(宁夏金达康丽景北街展厅),30001,34,383,,,,,宁夏银川市兴庆区丽景北街800号,,
28031-01,宁夏怡和四通汽车销售服务有限公司,30001,34,384,,,,,石嘴山市大武口区隆湖开发区星光大道怡和星海汽车城,,
26011,青海金岛璐达汽车销售有限公司,30001,35,387,,0971-8865266,0971-8808815,qhjindao@163.com;xiandai-sws@hotmail.com;74326011-,青海省西宁市城东区经济技术开发区昆仑东路6号,0971-8819310,
24011,陕西盛方汽车销售服务有限公司,30001,36,359,,029-84520109,029-84520058,skodasxqm@yahoo.com.cn,陕西省西安市三桥经济技术开发区疏导线58号 (西部车城南门口),029-84520105,029-84520106
24041,陕西唐都智源汽车服务有限公司,30001,36,359,,029-68503006,,huangwenshengsvw@163.com;chenjnv2006@yahoo.com.cn;,西安西高新锦业一路68号甲,029-68503005,
24021,陕西嘉盛机电有限公司,30001,36,359,,029-86528111/86528222,029-82627239,Xiangjun_h@126.com;skd-s61001@163.com;menglei0311@,西安市经济技术开发区明光路58号（市消防支队对面）,029-86562295,
24071,西安元泰汽车销售有限公司,30001,36,359,,029-83505151,029-86524416,yuantaiauto@163.com;hq.chengming@163.com,西安产灞生态区金桥路以东CB1-3-23,029-83505050,
24091,陕西锐风汽车销售服务有限公司,30001,36,359,,029-86516016,,,陕西省西安市未央区西三环与石化大道十字西北角,029-89308836,
24061,宝鸡市蓝天祥顺汽车销售有限公司,30001,36,361,,0917-3909666,0917-3909996,bjskd111@163.com;s76624061_bj@163.com;s74324061_bj,陕西宝鸡市高新十二路,0917-3535583,
24101,陕西大秦汽车销售服务有限公司,30001,36,362,,029-33123399,029-33121155,skoda_24101@vip.163.com,陕西省咸阳市秦都区咸阳西兰路北上召村（312国道）,029-33121155,
24081,渭南高新区众成汽车销售服务有限公司,30001,36,363,,0913-2680666,0913-2119556,zhongchengskd@163.com,陕西省西安市临渭区经济高新区东风大街（嘉豪汽车城）,0913-2680777,
24081-01,渭南高新区众成汽车销售服务有限公司,30001,36,363,,,,,陕西省渭南市韩城区乔南路,,
24051,延安新驰达汽车销售服务有限公司,30001,36,364,,0911-2112512,0911-2916301,yanansvw@163.com;Bing126@sina.com;yaxcd_mxm@163.co,延安市宝塔区李渠杨兴庄过境线汽车城2号,0911-2916331,
24121,汉中市鼎鑫玉铉汽车销售服务有限公司,30001,36,365,,0916-2123388,,,陕西省汉中市汉台区兴汉路,0916-2592777,
24031,榆林市映众汽贸有限公司,30001,36,366,,0912-3512111/3512300,0912-3512313,skd-s61001@163.com;yangyonggang9998@163.com;743240,榆林市经济开发区草海则新区电厂路东侧,0912-3512320,
14091,山东银座天锐汽车有限公司,40001,37,139,,0531-88897777,,gaohuabing@sdyzqc.com;skoda@sdyzqc.com;gaowei_gg@1,山东省济南市历下区银座国际汽车广场（济南市经十东路东首）,0531-88727788,
14211,山东胜锐汽车销售有限公司,40001,37,139,,0531-83156777,0531-85988917,zbdl001@163.com;skd_sdsr@163.com,山东省济南市槐荫区匡山汽车大世界(二环西路),0531-55626677,
14411-02,日照市乾光汽车销售服务有限公司,40001,37,149,,,,,山东省日照市莒县山东北路5号,,
14411,日照市乾光汽车销售服务有限公司,40001,37,149,,,,,山东省日照市东港区柳州路北、南昌路西汽车城（奎山汽车城）,,
14361,山东世达汽车有限公司,40001,37,139,,0531-87902999,,,山东省济南市历城区工业北路172号,0531-88607535,
14101,青岛颐冉达汽车销售服务有限公司,40001,37,140,,0532-88913333,0532-87688066,Zhangzhenrong_qd@163.com;qd-skoda@163.com;Sthanxu@,青岛市崂山区深圳路157号,0532-66716019,
14281,青岛顺安汽车销售有限公司,40001,37,140,,0532-80967999,0532-80967990,skodaqd@126.com,山东省青岛市李沧区黑龙江路北端韩国工艺品国际城北200米,0532-80967998,
14101-02,青岛颐冉达汽车销售服务有限公司(青岛颐冉达即墨展厅),40001,37,140,,0532-66716820,,,即墨市烟青路210号,,
14291,青岛诚和汽车销售有限公司,40001,37,140,,0532-85033888,,,山东省青岛市四方区重庆南路,,
14031,山东淄博金煜达汽车销售有限公司,40001,37,141,,0533-2972088/0533-2972977,0533-2987862,yellowskydrgon@163.com;zb_yongchun@sina.com;sdzbjy,淄博市张店区山泉路82号(马庄对面),0533-2590680,
14201,淄博和润汽车销售有限公司,40001,37,141,,0533-3588111,0533-3579667,Qiangmazb@yahoo.com.cn;skoda97@163.com;hezhiguo_sv,淄博市高新区金晶大道与中润大道路口北100米路西,0533-3579682,
14031-01,山东淄博金煜达汽车销售有限公司(淄博金煜达沂源展厅),40001,37,141,,0533-3228222,,,沂源县鲁山路280号,,
14041,山东鲁沪汽车销售有限公司,40001,37,142,,0632-8658666/8653777,0632-8693222,poyuzzh@263.net;skodasdlh@163.com,山东省枣庄市高新区光明西路３９号，新市政府西１０００米,0632-8697567,
14041-01,山东鲁沪汽车销售有限公司(枣庄鲁沪滕州市展厅),40001,37,142,,0632-5250088/0632-5250089,,,山东省枣庄市滕州市益康大道569号,,
14131,东营锐华汽车销售有限公司,40001,37,143,,0546-7752888,0546-7788317,0546lzskoda@163.com;nrl168@163.com;sq516@126.com,山东省东营市东营区东八路(攀登汽车城),0546-7752999/7767823,
14131-01,东营鲁正汽车销售有限公司,40001,37,143,,,,,山东省东营市广饶县潍博路79号,,
14051,潍坊天和汽车销售服务有限公司,40001,37,144,,0536-8806333/8822933,0536-8811733,74314051-wf@163.com;wfthskoda@163.com,潍坊市奎文区潍州路潍莱高速入口北900米路东,0536-8828133,
14261,青州亿达汽车销售服务有限公司,40001,37,144,,0536-3572111,,qzsikeda@126.com,山东省潍坊市青州市瑞利路以北，玲珑山路以东，南邻中石化加油站,0536-3750222,
14191,诸城市世纪丰源汽车销售服务有限公司,40001,37,144,,0536-6489999,0536-6172202,gyy710211@126.com;jydczj@163.com;147041522@qq.com,诸城市舜王街道,0536-6486999,
14191-02,诸城市世纪丰源汽车销售服务有限公司,40001,37,144,,,,,高密市夷安大道北首华达立交桥辅路,,
14341,潍坊天通汽车销售服务有限公司,40001,37,144,,0536-7580111,,,山东省潍坊市寒亭区通亭路北白云路西紧邻地块,0536-7300555,
14111,烟台市大成鸿远汽车销售服务有限公司,40001,37,145,,0535-2910888,0535-6011601,yantaiskoda@sina.com;boqu@yahoo.cn;cccqxy1218@sina,烟台市芝罘区卧龙中路15号(交警三中队东200米),0535-2910895,
14271,烟台金岭龙旺汽车销售服务有限公司,40001,37,145,,0535-8558111,,ytjllwskoda@126.com,山东省烟台市龙口市206国道,0535-8556333,
14271-01,烟台金岭龙旺汽车销售服务有限公司,40001,37,145,,,,,山东省烟台市莱州市西苑附路,,
14271-02,烟台金岭龙旺汽车销售服务有限公司,40001,37,145,,,,,山东省烟台市蓬莱市南关路,,
14171,威海众达汽车服务有限公司,40001,37,146,,,,whzhd2008@126.com;zhanggaifang@163.com;qxlshj@126.,山东省威海市环翠区青岛南路鞍山路西首,0631-5252111,
14081,济宁安吉恒源汽车销售服务有限公司,40001,37,147,,0537-2087366,0537-2084896,skodajn@126.com,山东省济宁市任城区崇文大道路南凌云路东侧,0537-2082633,
14331,济宁市金汇达汽车销售服务有限公司,40001,37,147,,,,,山东省济宁市任城区在建菲亚特西侧紧邻,,
14081-03,济宁恒源汽车销售服务有限公司(济宁恒源微山展厅),40001,37,147,,0537-8231988,,,微山县商业街1号,,
14071,泰安北方欧泰汽车销售服务有限公司,40001,37,148,,0538-8561766,0538-8566997,tabf-skd@163.com;Tabf-wyq@163.com,泰安市泰山大街西首(岱岳区区政府东100米路南),0538-8561565,
14071-01,泰安北方欧泰汽车销售服务有限公司(泰安北方新泰市展厅),40001,37,148,,0538-7058698,,,新泰市双山路16号,,
14181,莱芜鸿发汽车销售服务有限公司,40001,37,150,,0634-8667666,0634-8667766,lwhf1222@163.com;yangxiaoyancoco00@163.com;zw_skd@,高新区云台山路20号,0634-8667711,
14141,德州众捷汽车销售服务有限公司,40001,37,151,,0534-2567111,0534-2678599,wangzhiqiang-dz@163.com,山东省德州市德城区新河东路1365号,0534-2566258,
14141-02,德州众捷汽车销售服务有限公司(德州众捷禹城展厅),40001,37,151,,0534-5176555,,,山东省德州市禹城市西外环天主教堂南100米路东,,
14021,临沂骏华汽车销售服务有限公司,40001,37,152,,0539-7068899/7385999,0539-8465375,Yongle.zhang@126.com;bemus@126.com,沂河路与湖东二路交汇处东南角（远通汽车超市内）,0539-8465378,
14221,临沂佳利达汽车销售服务有限公司,40001,37,152,,0539-8336689,0539-8336689,linyijialida@163.com;s74314221_01@163.com,临沂市蒙山大道121号,0539-8336900,
14241,临沂明华汽车销售服务有限公司,40001,37,152,,0539-7678999,0539-7675962,yongle.zhang@126.com;mhskdwlq@126.com;s74314241_ly,临沂市河东区温泉路河东远通汽车超市,0539-7678908,
14241-01,临沂明华汽车销售服务有限公司,40001,37,152,,,,,山东省临沂市郯城县205国道和郯城南外环路交汇处东50米,,
14241-02,临沂明华汽车销售服务有限公司,40001,37,152,,,,,山东省临沂市费县东外环327国道旁(费县新一中斜对面）,,
14241-03,临沂明华汽车销售服务有限公司,40001,37,152,,,,,山东省临沂市临沭县苍山路与327国道交汇处(临沭汽车站对面）,,
14021-01,临沂骏华汽车销售服务有限公司(临沂骏华沂水展厅),40001,37,152,,0539-7366449,,,临沂市沂水县工业园腾飞路中段,,
14021-02,临沂骏华汽车销售服务有限公司(临沂骏华莒南展厅),40001,37,152,,0539-2322288,,,莒南县南环路西段金山加油站东300米路南,,
14011,聊城北斗汽车贸易有限公司,40001,37,153,,0635-2938888,0635-2929000,beidou@vip.sina.com;wzz@beidouautomobile.com;wangy,"聊城市经济开发区东昌路171号，管委会东500M,中华路与东昌路交叉口西北角",0635-2939992,
14301,聊城五洲昊达汽车销售服务有限公司,40001,37,153,,0635-8761234,,,山东省聊城市东昌府区光岳路北五州众达汽车园内,0635-8765566,
14011-02,聊城北斗汽车贸易有限公司(聊城北斗冠县展厅),40001,37,153,,0635-2198888,,,东环与北环交界处，冠临路口北200米,,
14151-03,山东滨州金昊汽车有限公司,40001,37,154,,,,,山东省滨州市博兴县滨博大街1258号,,
14321,邹平县金江汽车销售服务有限公司,40001,37,154,,0543-4869088,,,山东省滨州市邹平县邹韩路东,0543-4869088,
14161,菏泽众捷汽车销售服务有限公司,40001,37,155,,0530-5399898/5195222,,jtjtjwc@163.com; cgh3660@sina.com,人民路969号,0530-5368789,
14161-01,菏泽众捷汽车销售服务有限公司(菏泽众捷郓城展厅),40001,37,155,,13605301654,,,郓城县蒋庙街灯塔南200米路西,,
04031,山西神达汽车销售服务有限公司,10001,38,13,,0351-7026777,0351-7035800,Cxb5757@163.com;skoda-04031@vip.163.com,太原市学府西街17号，山姆士超市旁边，唐都生态园大饭店斜对面,0351-7038013,
04071-02,太原市大昌汽车销售服务有限公司,10001,38,20,,0354-7386778,,,山西省晋中市介休市北坛东路273号,,
04041,山西神通汽车销售服务有限公司,10001,38,14,,0352-5352777,0352-5335678,cxb5757@163.com;Gaojianzhong0808@126.com;188035208,山西省大同市永泰南路98号,0352-5335777,
04101,阳泉市湛程汽车销售服务有限公司,10001,38,15,,0353-5073333,0353-2565288,guoyanlin168@163.com,山西省阳泉市新北区李荫路666号,0353-5073777,
04051,长治市唐晨汽贸有限公司,10001,38,16,,0355-5616888,0356-2059111,skoda_04051@vip.163.com;vwwhp68@163.com,长治市北三环路复兴花园北侧华信汽贸园内,0355-3785999,
04021,晋城市唐辉汽贸有限公司,10001,38,17,,0356-2189188,0356-2059111,zhaozhanghong@263.net;skoda-04021@vip.163.com;Wwwg,晋城开发区兰花路690号,0356-2189030,
04031-01,山西神达汽车销售服务有限公司(山西神达忻州展厅),10001,38,19,,0350-3331136,,,忻州市和平西街御鑫佳苑门面房,,
04011,临汾市奥润汽车贸易有限公司,10001,38,22,,0357-3089777,0357-3352289,lfaorunzzl@163.com;zzl2990989@126.com;gd2028265@16,临汾市屯里村北霍侯一级路南泽林医院西,0357-3089991,
04061,运城市彩虹奥洋汽车贸易有限公司,10001,38,23,,0359-6388777,0359-2582388,ycchskd@163.com;skodahuhongbin@163.com,山西省运城市盐湖区机场大道,0359-6388588,
04061-02,运城市彩虹奥洋汽车贸易有限公司(运城彩虹河津市销售服务店),10001,38,23,,0359-6311444,,,河津市东都商城西六区,,
20011,成都国跃车业有限公司,30001,41,322,,028-85126200,028-85176652,skoda@chinakingo.com;whongchinakingo@yahoo.cn;liao,四川省成都市武侯区机场路三元村二组,028-85125073-2,
20031,成都品信汽车销售服务有限公司,30001,41,322,,028-66898111/028-66898222,0817-8126222,judy827@126.com;skodapx_2007@163.com;chuan98765432,四川省成都市锦江区幸福梅林石胜路,028-66898333,
20171,成都市艾潇商贸有限公司,30001,41,322,,028-84216333,02884216315,cdaixiao@163.com,四川省成都市成华区成致路,028-84216262,
20131,成都运通博达汽车销售有限公司,30001,41,322,,028-83383333,,,四川省成都市金牛区蜀西路金科南路,028-87521100,
20181,成都中铁轩达汽车销售服务有限公司,30001,41,322,,028-83003888,,,四川省成都市新都区五龙山路三河镇厚诚物流园,028-83027555,
20021-05,四川申蓉泓盛汽车贸易有限公司,30001,41,334,,,,,四川省广安市广安区大桥路66号,,
20161,自贡中轲车业有限公司,30001,41,323,,0813-3313666,0813-3215156,skoda_20161@vip.163.com,四川省自贡市贡井区南环路工业集中区C3-1地块,0813-3215778,
20091,攀枝花市捷泰汽车服务有限责任公司,30001,41,324,,0812-2322777,0812-2240111,skoda_20091@vip.163.com,四川省攀枝花市东区银江镇沙坝村,0812-6607777,
20101,泸州瑞隆新元素汽车销售服务有限公司,30001,41,325,,0830-4792333,0830-4276277,LZRLQC@126.COM;Xuxiao19821024@sina.com;s74320101lz,泸州市浙江产业园,0830-4276299,
20061,德阳波鸿汽车销售服务有限公司,30001,41,326,,0838-3015999,,dzskoda@163.com,庐山南路东侧,0838-3019629,
20061-01,德阳波鸿汽车销售服务有限公司(德阳波鸿八角展厅),30001,41,326,,0838-2659233/2659611,,,德阳市泰山南路777号鲁能小区南侧（市图书馆对面）,,
20041,绵阳市艾潇商贸有限公司,30001,41,327,,0816-2695888,54960956,mianyangaixiao@163.com;74320041-my@163.com,绵阳市涪城区长虹大道北段156-158号,0816-2695778,
20041-02,绵阳市艾潇商贸有限公司(绵阳艾潇广元市展厅),30001,41,328,,,,,广元市南河玉树家园,,
20121,遂宁中润车业有限公司,30001,41,329,,0825-5815000,0825-5815000,skoda_20121@vip.163.com,四川省遂宁市船山区中国西部现代物流港,0825-5815111,
20051,乐山金陵汽车销售服务有限公司,30001,41,331,,0833-2497992,0833-2441842,lsjmsskd@126.com;280715416@qq.com,乐山市市中区长青路1399号,0833-2497798,
20051-01,乐山金陵汽车销售服务有限公司(乐山金陵柏杨中路展厅),30001,41,331,,0833-2413558,,,乐山市市中区白燕路109号,,
20011-04,成都国跃车业有限公司(成都国跃资阳展厅),30001,41,336,,,,,资阳市南骏大道路口,,
20111,眉山中轲车业有限公司,30001,41,339,,028-38185286,028-38185287,skodaliuguochao@live.cn;sf_han@163.com;pinpaiziyua,眉山市象耳镇乐相村,028-38185300,
20011-03,成都国跃车业有限公司(成都国跃眉山展厅),30001,41,339,,0833-8169188,,,眉山市东坡区三苏大道128号,,
27011-02,新疆天汇申柯汽车销售服务有限责任公司(乌鲁木齐天汇克拉玛依市展厅),30001,48,396,,0990-6247000,,,克拉玛依市西环路3号,,
27021-02,新疆海利汽车销售服务有限公司(乌鲁木齐海利哈密市展厅),30001,48,399,,0902-2262311,,,新疆哈密地区哈密市八一路原水泥厂对面,,
27041,阿克苏众达汽车销售服务有限责任公司,30001,48,401,,0997-2521155/13909971896,0997-6391066,nysgxwz@163.com;aksyinrui@sina.com;xufang1021@sina,阿克苏市乌喀东路28号（车管所旁）,0997-2519111,
27061,奎屯大华斯达汽车销售服务有限公司,30001,48,407,,0992-3378555,,,新疆维吾尔自治区伊犁哈萨克自治州奎屯市乌奎高速以北，玛纳斯街以东,0992-3372555,
23021,西藏捷龙泰和汽车销售服务有限公司,30001,50,410,,0891-6861777,,skoda_23021@vip.163.com,西藏自治区拉萨市城关区金珠西路,0891-6853988,
21011,云南中致远云达汽车销售有限公司,30001,52,343,,0871-4609333,0871-4609222,sl0608@vip.sina.com;caohuiskoda@sina.com;skoda_ynz,昆明市广福路福海乡周家社区(云南省委斜对面),0871-64609555,
21021,云南中机金鼎汽车贸易有限公司,30001,52,343,,0871-8159123,0871-5739880,ymswskoda@163.com;ynzjjd@163.com;ymzhm@163.com,云南省昆明市西山区二环西路小屯立交路旁高新汽车城内,0871-68158123,
21051,云南福驰汽车服务有限公司,30001,52,343,,0871-65744229,0851-5614466,ynfuchi@126.com,昆明经开区出口加工区国际汽车物流城D09号地,0871-68030088,
21101,云南新悦佳汽车服务有限公司,30001,52,343,,0871-65744229,,,云南省昆明市官渡区东三环路,0871-68030088,
21011-02,云南中致远云达汽车销售有限公司(昆明中致远白龙路展厅),30001,52,343,,,,,昆明市白龙路４２９号云南世博汽车市场Ａ２展厅,,
21071,曲靖中泽商务有限公司,30001,52,344,,0874-3226111,,skoda_21071@vip.163.com,云南省曲靖市沾益县龙华大道西侧（曲靖市沾益县西平镇太平村委会）,0874-3016222,
21071-01,曲靖中泽商务有限公司(曲靖中泽紫云路展厅),30001,52,344,,,,,曲靖麒麟区紫云路南段,,
